SOSR_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
SOSR501,12376,11828,24211,12671,12068,24739,12892,12181,25073,13167,12407,25571,13569,12675,26251,64683,61163,125841,13871,12972,26840,13533,12716,26250,13327,12905,26230,13565,12907,26479,13221,12883,26104,67523,64386,131907,13379,12875,26254,13416,12659,26070,13375,12308,25681,13455,12786,26239,13358,12526,25882,66977,63154,130133,12743,12095,24833,12276,11501,23779,12077,11293,23366,11665,11492,23158,11891,11509,23398,60648,57892,118535,12631,12179,24814,12841,12703,25543,13087,12777,25868,13052,12767,25820,13204,13106,26307,64814,63540,128352,13712,13331,27043,14109,13845,27953,13937,14233,28171,13679,14479,28161,14081,14628,28712,69516,70520,140036,14562,15607,30165,15088,15804,30896,15022,16260,31286,15266,16303,31568,15499,16446,31946,75433,80424,155860,15750,16493,32242,15927,16405,32334,15609,16270,31881,15773,16037,31811,15277,15385,30659,78342,80585,158927,14847,15108,29959,14101,14287,28390,13566,13984,27548,13390,13404,26790,12987,13323,26313,68897,70109,139005,13095,13286,26378,12886,13362,26253,12911,13299,26208,13190,13474,26668,13761,14120,27881,65843,67538,133387,13937,14367,28303,13095,13331,26425,13102,13334,26433,12290,12536,24823,12010,12292,24308,64439,65867,130302,11762,12194
SOSR511,437,427,862,461,419,881,461,442,910,495,436,932,489,453,941,2348,2183,4533,505,496,997,531,493,1028,550,504,1053,530,482,1012,556,468,1030,2681,2440,5121,547,466,1012,508,518,1023,561,534,1089,573,526,1097,557,541,1097,2735,2584,5320,537,540,1075,531,493,1020,470,505,972,409,419,825,376,382,757,2312,2329,4649,401,356,756,377,381,759,407,393,794,377,369,747,396,388,785,1951,1888,3838,393,396,784,428,426,860,447,451,897,447,466,914,457,491,944,2175,2225,4405,476,486,960,443,488,935,504,501,1004,475,533,1013,487,524,1014,2392,2532,4922,533,531,1063,439,512,951,480,493,970,552,514,1060,454,545,1001,2457,2589,5045,511,487,994,449,518,968,496,504,1002,485,469,957,481,474,952,2428,2449,4875,479,445,925,422,496,917,491,522,1009,498,489,983,501,527,1029,2383,2473,4856,505,573,1080,487,531,1018,485,475,959,412,523,931,475,472,947,2366,2574,4942,454,454
SOSR512,677,655,1329,696,710,1415,761,672,1431,730,701,1429,748,744,1490,3616,3478,7088,812,754,1560,795,762,1558,795,774,1563,831,782,1615,805,771,1578,4032,3846,7874,812,763,1572,872,815,1690,862,790,1656,855,860,1717,854,839,1690,4256,4070,8325,834,796,1627,730,711,1441,810,757,1566,719,668,1385,611,549,1159,3694,3487,7185,610,544,1157,635,588,1223,639,590,1235,665,663,1328,688,657,1346,3238,3044,6283,735,674,1413,735,679,1418,771,729,1495,752,722,1472,729,714,1443,3721,3521,7238,735,723,1461,757,752,1505,732,768,1499,764,733,1495,707,767,1474,3694,3746,7440,762,798,1564,753,810,1562,756,814,1564,763,816,1579,731,740,1475,3772,3976,7750,737,772,1504,757,748,1508,760,743,1503,704,730,1432,680,726,1409,3637,3722,7358,712,786,1496,717,786,1502,705,784,1487,784,766,1548,854,863,1713,3771,3976,7750,838,909,1748,746,817,1566,786,854,1639,751,799,1551,710,725,1436,3835,4104,7938,715,751
SOSR513,535,468,999,520,532,1047,590,509,1101,599,541,1135,595,554,1149,2837,2603,5432,600,573,1170,614,569,1180,608,605,1209,582,561,1142,559,587,1142,2961,2882,5852,561,553,1117,512,508,1017,494,516,1011,540,485,1030,496,463,960,2604,2529,5135,438,433,871,466,392,856,409,357,767,367,301,670,341,323,665,2021,1813,3837,338,267,604,316,293,611,359,347,704,350,380,726,436,403,838,1796,1686,3483,416,477,895,489,530,1021,494,587,1080,459,557,1019,526,575,1101,2391,2720,5114,581,639,1213,572,665,1239,606,676,1283,604,641,1242,620,687,1311,2985,3308,6293,633,700,1334,610,635,1247,641,616,1253,599,656,1252,588,599,1184,3068,3199,6270,573,522,1095,548,472,1011,461,496,956,488,482,976,528,457,985,2597,2430,5025,495,420,913,507,487,993,469,450,918,459,436,893,535,472,1001,2464,2258,4721,526,458,981,466,408,879,446,422,867,416,395,804,422,378,793,2275,2054,4328,408,376
SOSR514,171,141,311,177,173,356,197,150,348,173,175,355,175,178,349,898,821,1715,205,205,411,221,180,405,199,219,412,206,167,367,210,241,445,1037,1013,2048,215,177,387,233,214,447,185,199,379,200,171,373,200,219,419,1035,983,2015,213,187,403,203,162,369,167,150,321,154,127,288,130,112,242,876,744,1625,125,106,224,124,94,213,114,104,214,140,111,251,125,119,239,616,533,1148,122,143,262,146,141,290,147,150,303,132,139,269,168,141,300,720,709,1423,165,183,349,168,179,344,184,188,373,167,183,348,188,197,380,868,930,1800,159,213,372,174,222,389,191,210,397,196,223,418,186,216,400,896,1084,1980,212,217,425,184,235,421,192,203,391,199,190,393,168,191,361,959,1039,1992,177,209,389,191,201,393,172,197,368,221,192,413,199,230,427,959,1027,1985,186,215,403,168,178,347,173,171,342,188,184,372,159,160,323,870,908,1777,160,167
SOSR515,595,532,1129,619,577,1197,642,583,1221,604,611,1215,649,578,1228,3111,2881,5989,694,628,1321,658,597,1260,691,599,1294,653,670,1325,686,642,1325,3383,3139,6525,683,632,1316,664,626,1291,601,561,1170,660,587,1243,648,595,1247,3259,3003,6264,611,575,1184,564,552,1111,583,478,1061,463,416,880,435,417,858,2657,2441,5095,420,392,810,436,397,833,453,413,866,489,470,960,488,518,1014,2289,2191,4481,490,512,1001,531,581,1114,510,573,1082,579,644,1224,599,614,1213,2713,2917,5628,633,647,1278,586,675,1260,601,634,1230,601,654,1255,620,646,1265,3039,3251,6289,598,591,1193,621,693,1308,593,660,1255,587,617,1205,619,620,1241,3022,3180,6204,585,598,1187,506,583,1092,555,610,1168,562,556,1116,525,563,1084,2736,2908,5648,611,543,1154,561,541,1103,555,564,1117,609,576,1186,595,609,1205,2925,2833,5762,656,659,1313,609,623,1229,533,570,1106,621,595,1217,655,564,1216,3072,3005,6078,618,606
SOSR521,228,208,434,256,221,471,234,225,462,248,224,478,236,237,474,1203,1112,2319,257,225,483,245,239,484,270,239,513,245,235,481,235,215,455,1255,1154,2412,262,241,501,263,217,476,268,246,513,233,240,472,217,202,426,1242,1149,2393,217,223,437,197,203,395,198,173,372,167,182,347,195,167,368,977,953,1926,153,141,298,200,171,370,176,183,359,178,182,356,185,167,362,897,847,1740,229,197,425,173,212,384,188,191,374,181,239,417,231,211,437,1001,1046,2050,185,223,409,208,275,482,225,252,474,234,220,456,225,247,471,1078,1227,2299,236,242,471,208,261,476,225,260,489,233,233,459,200,223,422,1094,1221,2315,210,242,459,225,224,455,192,224,418,198,217,412,219,208,425,1047,1115,2165,198,206,406,202,214,416,226,220,448,237,203,436,262,247,506,1128,1087,2212,273,278,553,297,267,565,267,321,585,284,277,568,259,247,502,1382,1390,2773,267,266
SOSR522,124,129,252,161,113,271,137,119,253,129,134,268,133,140,277,685,633,1316,180,142,321,142,143,287,143,155,306,140,166,306,143,122,272,756,728,1484,150,133,280,147,151,293,127,139,268,128,133,266,130,147,274,675,704,1381,141,140,283,140,114,252,115,106,224,114,96,206,118,125,238,632,577,1206,109,115,221,116,95,213,110,135,247,114,122,240,102,144,247,557,612,1168,129,134,261,115,124,237,121,122,243,116,134,248,136,122,258,616,632,1250,126,132,258,140,118,261,131,132,266,126,146,273,118,130,249,646,667,1310,129,121,250,118,127,247,137,133,269,126,124,252,125,144,267,639,649,1289,115,124,242,114,107,220,105,123,227,119,107,223,111,105,217,561,572,1132,123,119,243,128,114,244,137,106,244,105,134,241,155,126,281,656,599,1251,163,146,310,123,141,267,132,128,259,147,129,278,125,124,246,695,661,1359,121,144
SOSR531,672,603,1267,750,654,1400,716,706,1415,769,731,1502,832,795,1635,3737,3484,7220,854,830,1685,954,850,1802,963,873,1838,1001,870,1876,1072,890,1964,4857,4311,9166,1083,944,2028,1055,1102,2156,1032,960,1994,966,987,1954,1096,970,2065,5234,4961,10197,995,956,1947,973,878,1848,973,871,1844,922,775,1701,878,701,1577,4741,4187,8927,909,637,1554,917,622,1543,978,622,1600,921,592,1508,910,610,1520,4644,3081,7726,943,580,1522,924,674,1603,990,665,1656,954,690,1643,967,709,1678,4775,3324,8097,999,778,1784,1039,786,1831,1086,794,1881,1046,801,1844,1115,821,1935,5286,3987,9269,1142,888,2033,1079,882,1956,1217,896,2109,1108,933,2042,1184,946,2124,5718,4545,10269,1191,991,2182,1124,921,2046,1219,992,2207,1123,932,2057,1123,926,2042,5773,4765,10534,1158,994,2151,1218,1098,2316,1282,1063,2344,1373,1129,2503,1422,1243,2665,6441,5535,11975,1559,1219,2781,1478,1214,2688,1460,1231,2691,1471,1240,2709,1331,1246,2576,7297,6149,13444,1508,1250
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,7,3,6,0,0,0,4,3,6,0,3,4,9,0,7,9,3,10,25,11,31,4,0,6,10,0,10,9,0,10,15,0,18,10,3,12,49,7,54,6,0,3,9,0,10,10,0,10,11,0,11,19,5,20,48,5,54,17,0,17,6,3,12,25,9,34,26,0,26,8,0,8,85,10,92,22,0,22,14,0,14,13,0,18,22,0,22,13,0,13,79,0,82,5,0,5,17,0,17,13,4,17,8,0,8,13,0,11,51,3,57,9,0,8,13,0,13,10,0,10,9,0,9,3,4,3,48,3,54,4,0
