SA1_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
50101100101,0,0,0,0,5,5,0,11,0,0,0,0,7,0,0,7,4,0,0,0,13,0,0,18,15,0,0,13,8,5,0,26,10,0,0,10,20,0,0,30,0,0,0,0,28,3,0,32,0,0,0,0,24,4,0,30,0,0,0,0,11,3,0,14,0,0,0,0,0,0,0,0,20,4,0,26,115,23,0,168,0,0,0,0,12,0,0,17,0,0,0,0,3,0,0,3,3,0,0,3,13,5,0,22,15,0,0,15,3,5,0,21,9,0,0,9,11,3,0,28,4,3,0,6,28,4,0,37,0,6,0,6,13,0,0,22,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,29,11,0,41,94,20,0,157,0,0,0,0,20,3,0,26,0,0,0,0,6,0,0,10,8,0,0,5,31,3,0,42,25,0,0,27,14,7,0,49,15,0,0,15,34,8,0,53
50101100102,0,0,0,0,26,0,0,25,0,0,0,0,12,4,0,15,23,0,0,22,23,5,0,55,92,0,9,97,28,11,0,136,44,3,0,42,38,7,0,89,13,6,0,13,36,0,0,53,0,7,0,11,25,0,0,38,0,0,0,0,18,0,0,17,0,0,0,0,4,0,0,9,163,18,11,198,203,31,0,434,0,3,0,3,26,4,0,34,0,0,0,0,10,0,0,9,30,0,0,36,28,4,0,67,110,0,13,128,38,17,0,178,42,3,6,56,39,10,0,100,0,10,0,10,43,5,0,59,0,16,0,16,27,0,0,43,0,0,0,0,8,0,0,12,0,0,0,0,3,0,0,3,188,37,18,248,215,38,0,502,0,6,0,6,48,3,0,61,0,0,0,3,18,4,0,23,56,0,0,64,49,9,6,124,198,0,25,227,64,29,0,316,85,10,3,93,76,10,0,182
50101100103,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,8,9,0,0,9,9,0,0,10,5,0,0,5,7,4,0,19,0,0,0,0,36,5,0,39,0,0,0,6,50,3,0,56,0,0,0,0,43,4,0,47,0,0,0,0,20,0,0,22,15,3,0,19,173,17,0,203,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,10,3,0,0,3,12,0,0,21,11,0,0,10,18,3,0,28,0,3,0,4,28,3,0,33,0,8,0,8,47,5,0,56,0,0,0,0,38,0,0,39,0,0,0,0,27,5,0,33,17,14,0,26,169,21,0,213,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,9,7,0,0,7,7,5,0,16,11,0,0,12,15,0,0,26,12,0,0,12,22,5,0,42
50101100104,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,7,13,0,0,13,12,0,3,25,4,0,0,4,8,0,5,20,4,0,0,4,11,4,0,24,5,3,0,5,30,0,0,43,0,6,0,4,42,0,4,50,0,0,0,0,30,3,0,29,0,0,0,0,16,3,0,16,22,7,0,35,158,11,13,215,0,4,0,0,3,0,0,8,0,0,0,0,3,0,0,9,9,0,0,6,8,0,0,17,10,0,4,11,4,4,0,22,3,0,0,7,20,0,0,27,0,3,0,3,31,5,0,44,0,6,0,4,46,0,0,55,0,0,0,0,31,0,0,31,0,0,0,0,14,0,0,12,24,16,7,45,164,14,0,217,0,4,0,0,11,0,0,13,0,4,0,3,8,0,3,17,16,0,0,18,16,0,3,44,22,0,4,24,14,4,5,44,6,0,0,8,35,4,0,52
50101100105,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,3,0,0,3,3,0,0,5,8,0,0,7,7,0,0,12,8,0,0,8,11,0,0,16,0,0,0,0,15,0,0,19,0,9,0,9,35,0,0,40,0,0,0,0,5,0,0,11,0,0,0,0,9,0,0,9,13,9,0,22,94,6,0,122,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,7,0,3,10,0,0,0,14,6,3,0,4,12,0,0,16,0,3,0,3,22,0,0,27,0,9,0,9,38,0,0,41,0,0,0,0,10,0,0,10,0,0,0,0,6,3,0,3,16,16,3,36,96,5,0,134,0,4,0,4,5,0,0,8,0,0,0,0,5,0,0,5,12,0,0,12,5,3,0,16,14,4,3,16,9,0,0,24,11,3,0,10,26,0,0,34
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,15,0,0,15,0,0,0,0,4,0,0,4,0,0,0,3,5,0,3,18,5,0,0,7,14,0,0,21,5,0,0,9,19,0,0,29,0,0,0,0,38,7,0,42,0,5,0,5,37,0,0,38,0,0,0,0,16,0,0,17,0,0,0,0,3,0,0,3,14,9,0,29,147,11,4,184,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,15,12,0,0,12,7,0,0,21,9,4,0,7,9,0,0,24,0,0,0,5,38,4,0,48,0,4,0,4,29,0,0,30,0,0,0,0,13,6,0,19,0,0,0,0,4,0,0,4,26,11,0,40,108,15,3,161,0,0,0,0,10,4,0,12,0,0,0,0,4,0,0,4,11,3,0,10,15,7,4,33,20,0,0,20,21,0,0,45,13,6,0,15,31,3,0,50
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,4,0,4,12,0,0,14,0,0,0,0,7,0,0,7,5,0,0,9,14,0,0,20,16,0,0,14,10,3,0,29,10,0,3,16,28,6,0,48,3,0,0,4,41,3,0,49,0,3,0,0,38,3,0,48,0,0,0,0,11,3,0,14,0,0,0,0,0,0,0,0,32,12,3,52,159,21,0,229,0,6,0,6,11,0,0,11,0,0,0,0,10,0,0,12,10,0,0,13,15,4,0,25,18,9,0,25,11,0,0,39,10,4,0,12,30,7,0,49,0,5,0,7,36,5,0,49,0,7,0,7,27,7,0,36,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,42,25,0,63,151,19,0,239,0,5,0,5,17,0,0,26,0,4,0,4,20,0,0,22,15,0,0,22,25,0,0,47,31,4,0,39,24,7,0,72,23,4,3,31,52,10,0,94
50101100110,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,5,0,0,0,6,9,4,0,14,3,0,0,3,6,0,0,12,3,0,0,9,12,0,0,18,0,0,0,7,26,0,0,24,0,9,0,9,9,0,0,20,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,15,8,0,21,74,10,0,104,0,0,0,0,5,0,0,5,0,0,0,0,10,0,0,10,6,0,0,6,12,0,0,16,9,0,5,14,3,0,0,13,0,0,0,0,12,0,0,15,0,0,0,6,18,0,0,21,0,3,0,3,13,0,0,20,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,21,8,5,28,79,6,0,116,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,12,8,0,0,11,22,3,0,34,17,0,5,14,10,0,0,29,8,0,0,11,24,3,0,36
50101100111,0,0,0,0,11,4,0,13,0,0,0,0,5,0,0,5,3,0,0,3,16,0,0,21,35,0,0,35,11,4,0,58,14,0,0,17,18,0,0,37,0,3,0,5,33,5,0,44,0,0,0,0,27,0,0,27,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,58,5,0,62,137,16,4,222,0,0,0,0,4,0,0,9,0,0,0,0,7,0,0,7,16,0,0,14,20,3,0,36,32,0,0,38,11,4,0,58,10,0,0,8,11,0,0,23,0,7,0,9,31,5,0,53,0,0,0,0,26,0,0,27,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,4,59,15,4,80,125,23,4,224,0,0,0,0,18,4,0,25,0,0,0,0,8,0,0,8,18,0,0,16,36,3,0,62,76,0,0,73,27,12,0,110,26,0,0,24,33,0,0,60
50101100112,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,9,0,0,9,14,4,0,17,18,0,3,20,5,4,0,32,4,0,0,4,14,3,0,24,0,6,0,6,34,0,0,36,0,3,0,6,21,3,0,24,0,0,0,3,12,3,0,19,0,0,0,0,5,0,0,5,31,9,3,44,113,25,0,172,0,0,0,0,7,4,0,12,0,0,0,0,3,0,0,3,10,0,0,10,11,0,0,27,18,0,7,23,4,3,0,31,7,0,0,14,13,4,0,25,0,11,0,12,31,0,0,46,0,6,0,6,18,0,0,33,0,5,0,4,9,0,0,8,0,0,0,0,0,0,0,0,38,25,7,68,98,17,0,183,0,0,0,0,13,4,0,19,0,0,0,0,3,0,0,9,18,0,0,18,27,7,0,48,38,0,8,44,13,14,0,66,11,0,0,16,31,7,0,53
50101100113,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,4,3,0,0,3,4,0,0,10,8,0,0,4,0,0,0,8,3,0,0,3,9,0,0,14,0,7,0,7,12,0,0,15,0,3,0,5,21,0,0,29,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,6,8,8,0,26,73,3,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,6,3,0,0,6,0,0,0,12,0,0,0,6,14,0,0,21,0,8,0,9,19,0,0,31,0,4,0,4,18,0,0,27,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,6,11,13,0,25,76,7,0,107,0,0,0,4,3,0,0,6,0,0,0,0,4,0,0,4,11,0,0,11,5,0,0,12,7,0,3,15,4,6,0,21,8,0,0,10,28,0,0,34
