SA1_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
50101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,12,20,13,11,16,17,21,8,0,0,102,0,3,5,7,6,3,4,0,0,24,21,18,22,21,28,37,22,8,0,182,0,0,0,0,0,6,13,9,3,36,4,0,4,0,4,8,3,0,0,22,0,0,0,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,4,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,0,0,28,41,21,23,30,35,34,18,7,0,219
50101100102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,10,14,15,10,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,6,4,0,0,42,173,25,39,124,61,30,26,0,0,481,23,0,8,26,10,5,4,0,0,72,203,42,71,178,100,59,43,12,3,700,0,0,3,0,12,18,9,8,3,47,16,3,10,15,13,5,3,3,0,71,0,0,0,3,0,3,3,3,0,18,0,0,0,0,0,0,0,3,4,3,0,0,0,0,4,4,5,0,7,22,0,0,0,0,0,3,10,10,0,31,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,4,0,0,0,10,4,16,16,24,12,5,7,0,0,81,0,0,0,0,0,4,0,0,3,8,6,4,7,15,10,8,8,0,0,60,345,53,81,221,124,62,46,7,0,945
50101100103,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,7,9,0,0,0,6,0,6,3,0,0,21,0,0,0,0,0,0,0,3,4,11,0,0,0,0,4,4,6,6,7,26,9,3,5,7,10,17,22,10,4,87,3,0,0,3,7,4,3,0,0,20,14,3,10,21,28,33,56,39,33,228,0,0,0,0,6,10,31,30,22,104,0,0,0,5,3,9,4,14,3,33,0,0,0,0,0,0,6,13,5,29,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,4,7,7,9,25,0,0,0,0,0,4,15,22,13,50,0,0,0,0,0,0,3,6,3,10,0,0,0,0,0,3,9,8,8,28,0,4,0,13,8,9,3,7,0,45,0,0,0,0,0,4,6,3,10,18,3,4,0,3,3,8,13,10,14,57,18,9,10,8,21,36,40,24,8,168
50101100104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,4,4,4,7,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,7,3,0,14,18,13,15,8,15,19,19,12,5,131,0,0,0,4,0,4,8,0,0,14,24,13,17,22,27,44,55,31,12,248,0,0,0,3,7,15,23,16,10,71,0,0,6,5,5,7,12,7,3,37,0,0,0,0,0,3,10,7,3,34,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,6,9,3,4,27,0,0,0,0,0,3,8,12,3,39,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,8,0,8,0,17,5,0,5,7,8,7,10,3,0,46,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,9,9,5,0,35,42,19,32,23,26,40,36,24,7,246
50101100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,23,8,3,3,9,12,13,22,0,0,77,0,0,0,0,0,0,0,0,0,8,16,9,7,14,16,27,41,10,3,155,0,0,0,0,0,5,12,7,7,37,0,0,0,0,0,7,7,0,0,25,0,0,0,0,0,0,10,5,5,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,6,3,16,0,0,0,0,0,0,9,9,0,21,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,3,0,12,0,4,0,5,6,3,9,0,0,30,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,11,3,3,30,18,14,7,14,21,26,45,6,0,153
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,0,8,17,0,11,18,11,23,11,9,4,108,0,4,3,0,0,4,0,0,0,11,22,5,18,21,24,44,30,19,4,186,0,0,0,0,5,15,23,18,0,55,0,0,0,6,6,8,0,5,0,26,0,0,0,0,0,13,8,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,18,0,0,0,0,0,3,14,5,3,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,6,0,9,0,0,3,3,3,17,4,6,0,33,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,7,7,0,0,29,33,13,18,33,27,47,26,14,4,211
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,7,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,4,3,0,23,41,17,19,25,21,26,13,4,0,168,6,0,4,0,6,3,6,0,0,29,44,24,25,39,49,49,36,6,0,280,0,0,0,5,6,17,14,3,0,44,0,7,4,5,3,5,8,0,0,35,0,0,0,0,3,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,11,0,0,0,0,0,0,6,5,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,6,10,13,10,9,3,0,47,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,7,9,5,0,43,72,39,29,43,52,58,38,7,0,336
50101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,20,5,10,14,4,6,12,6,0,76,0,5,0,0,0,0,0,0,0,9,22,9,16,13,15,21,20,14,0,134,0,0,0,0,0,9,3,8,0,24,3,4,3,4,6,7,0,4,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,4,0,0,24,27,10,30,16,22,30,23,3,3,158
