SA1_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
50101100101,3,36,41,48,16,66,16,0,14,9,6,16,8,0,8,0,0,3,88,62,152
50101100102,12,65,77,119,19,139,90,10,101,115,12,126,30,5,34,6,0,8,371,108,485
50101100103,3,92,98,93,21,109,12,6,22,4,0,7,5,0,5,0,0,0,115,122,236
50101100104,3,90,90,77,31,105,23,0,27,9,0,16,0,0,0,0,0,0,118,124,243
50101100105,4,43,52,58,13,70,10,0,10,4,0,6,3,0,6,0,0,0,80,64,146
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,6,58,67,75,14,94,18,0,21,9,0,15,3,0,3,0,0,0,122,75,192
50101100108,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
50101100109,6,57,63,78,20,97,31,4,33,20,0,26,10,0,10,5,0,5,148,84,231
50101100110,0,41,46,36,10,47,13,0,12,3,0,3,4,0,4,0,0,0,63,56,121
50101100111,12,39,47,68,19,88,32,3,35,25,3,33,18,0,18,3,0,0,152,69,224
50101100112,8,39,45,54,16,69,15,6,18,27,4,34,5,0,5,3,3,10,104,70,179
50101100113,5,31,36,48,3,55,12,0,12,8,0,8,6,0,0,0,0,0,78,42,117
50101100114,5,46,52,68,22,90,35,4,37,33,7,39,10,0,14,9,0,9,165,76,240
50101100115,8,50,55,44,18,63,16,7,19,17,4,18,12,0,12,0,0,0,96,75,172
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,4,20,25,38,5,45,7,3,10,7,0,5,0,0,6,0,0,0,58,36,88
50101100302,6,25,30,35,6,38,16,0,18,18,0,18,12,0,12,0,0,0,94,28,123
50101100303,4,60,57,55,5,59,15,0,20,15,0,15,4,0,4,0,0,0,91,69,157
50101100304,9,16,19,25,4,29,10,3,10,14,3,16,12,0,13,3,0,3,65,30,95
50101100305,5,22,27,41,9,51,12,0,14,16,3,17,3,0,3,3,0,3,79,40,119
50101100306,8,16,20,60,7,67,36,4,43,21,0,28,9,0,9,4,0,4,147,28,171
50101100307,6,14,19,43,8,51,14,0,14,20,3,19,4,0,4,6,0,4,88,28,114
50101100308,7,19,29,63,0,63,22,0,22,13,5,14,13,3,12,6,0,9,123,30,149
50101100310,4,36,41,64,24,89,20,3,24,19,3,27,9,6,10,0,0,0,120,70,191
50101100311,0,11,14,32,5,39,16,0,18,28,0,28,4,0,4,7,0,5,85,20,111
50101100312,4,28,34,51,18,72,19,5,22,16,0,17,0,0,0,0,0,0,98,54,147
50101100313,3,37,39,32,13,50,15,6,18,11,3,16,6,0,7,0,0,0,64,63,123
50101100314,0,20,28,34,4,36,14,3,14,17,0,17,7,0,7,0,0,0,71,28,101
50101100315,0,39,40,55,34,90,24,9,31,11,7,20,13,0,13,9,0,8,110,85,203
50101100316,4,17,22,46,9,57,17,0,18,16,0,14,14,0,14,0,0,4,98,35,128
50101100317,5,22,29,59,13,74,27,7,35,25,7,31,14,0,17,4,0,6,132,51,190
50101100319,8,38,40,57,18,74,14,3,15,12,3,9,0,0,3,0,0,3,86,67,152
50101100320,8,61,66,88,15,100,32,0,34,29,3,36,18,0,19,6,0,4,181,84,267
50101100321,8,21,30,37,7,40,27,0,24,39,0,46,25,0,25,5,0,3,133,37,168
50101100322,0,25,27,28,17,44,4,0,0,5,0,10,5,0,4,8,0,7,43,51,92
50101100323,0,16,15,26,4,31,14,3,14,17,0,19,6,0,11,3,0,3,66,26,90
50101100324,4,24,27,59,10,62,17,0,21,27,0,27,15,0,16,5,0,5,119,33,158
50101100325,0,37,39,69,18,91,44,0,44,52,11,58,5,0,5,0,0,7,181,68,249
50101100326,7,28,38,59,6,71,30,5,35,20,5,23,7,0,10,6,0,6,139,45,179
