SA1_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
50101100101,0,5,5,0,11,0,6,0,0,7,0,17,0,0,18,0,25,5,0,26,0,19,0,0,30,4,27,3,0,32,3,22,4,0,30,0,7,3,0,14,0,0,0,0,0,16,128,23,0,168,0,13,0,0,17,0,5,0,0,3,4,17,3,0,22,0,14,6,0,21,4,19,5,0,28,8,23,4,0,37,0,18,0,0,22,0,6,0,0,8,0,0,0,0,0,20,112,21,0,157,0,20,0,0,26,0,9,0,0,10,6,34,5,0,42,3,32,12,0,49,8,37,6,0,53,11,49,10,0,71,5,40,10,0,49,0,17,6,0,21,0,3,0,0,3,40,237,47,0,322
50101100102,0,22,0,0,25,0,10,4,0,15,0,45,5,0,55,9,113,12,0,136,11,73,7,0,89,0,50,0,0,53,6,27,0,0,38,0,12,0,0,17,0,7,0,0,9,36,363,31,0,434,0,29,7,0,34,0,9,0,0,9,3,56,6,0,67,16,144,17,0,178,9,83,10,0,100,10,42,5,0,59,4,39,0,0,43,0,7,0,0,12,0,5,0,0,3,56,402,36,0,502,0,52,0,0,61,0,23,4,0,23,10,102,8,6,124,29,263,30,0,316,22,149,10,0,182,17,92,5,0,112,12,64,0,0,81,4,18,0,0,26,4,9,0,0,9,87,771,72,6,938
50101100103,0,0,0,0,3,0,4,0,0,4,0,9,0,0,8,3,5,0,0,10,3,13,4,0,19,10,27,5,0,39,10,43,3,0,56,6,41,4,0,47,0,18,0,0,22,31,153,17,0,203,0,5,0,0,5,0,0,0,0,0,0,5,0,0,10,5,11,0,0,21,7,18,4,0,28,3,29,3,0,33,14,39,5,0,56,7,32,0,0,39,0,27,5,0,33,38,165,17,0,213,0,6,0,0,6,0,5,0,0,9,0,16,5,0,16,9,15,0,0,26,11,27,7,0,42,13,49,3,0,70,23,78,10,0,112,11,69,5,0,79,0,46,4,0,52,70,312,36,0,421
50101100104,0,3,0,0,3,0,3,0,3,7,0,17,0,3,25,0,16,0,5,20,0,20,4,0,24,3,32,0,0,43,3,43,0,4,50,3,25,0,0,29,0,8,3,0,16,14,171,15,13,215,3,8,0,0,8,0,6,5,0,9,5,14,0,0,17,3,13,4,0,22,9,21,0,0,27,7,26,5,0,44,10,41,4,0,55,11,25,0,0,31,0,14,3,0,12,39,163,14,0,217,3,11,0,0,13,0,14,5,3,17,10,34,0,3,44,4,31,4,5,44,9,39,10,0,52,13,61,5,0,79,11,86,4,4,107,13,44,3,0,63,3,18,7,0,27,60,334,25,13,434
50101100105,0,6,0,0,6,0,5,0,0,5,0,3,0,0,5,5,10,0,0,12,3,15,0,0,16,5,15,0,0,19,4,33,0,0,40,0,12,0,0,11,0,6,0,0,9,17,98,6,0,122,4,0,0,0,3,0,0,0,0,0,0,5,0,0,7,3,13,0,0,14,0,17,0,0,16,3,24,0,0,27,11,34,0,0,41,4,10,0,0,10,0,6,3,0,3,28,103,5,0,134,4,5,0,0,8,0,5,0,0,5,0,8,3,0,16,4,23,0,0,24,4,27,0,0,34,11,34,0,0,46,14,68,6,0,84,4,15,0,0,17,0,8,3,0,18,44,209,13,0,262
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
50101100107,0,15,0,0,15,0,4,0,0,4,0,12,0,3,18,4,25,0,0,21,4,28,0,0,29,12,24,7,0,42,4,29,3,0,38,0,17,0,0,17,0,0,0,0,3,23,144,11,4,184,0,0,4,0,5,0,0,0,0,0,0,13,3,0,15,0,17,0,0,21,5,17,0,0,24,11,37,4,0,48,3,25,0,0,30,0,18,0,0,19,0,4,0,0,4,22,134,12,3,161,0,10,4,0,12,0,4,0,0,4,0,23,7,4,33,7,36,0,0,45,9,37,3,0,50,18,61,5,0,89,10,59,3,0,70,0,33,0,0,33,0,5,0,0,9,47,278,23,3,346
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3
50101100109,0,13,0,0,14,0,8,0,0,7,4,12,0,0,20,0,24,3,0,29,4,37,6,0,48,9,38,0,0,49,5,40,3,0,48,5,14,3,0,14,0,0,0,0,0,27,181,16,0,229,0,11,0,0,11,0,12,0,0,12,0,25,4,0,25,0,37,0,0,39,13,30,7,0,49,9,31,5,0,49,4,27,3,0,36,0,10,0,0,6,0,0,0,0,0,37,183,16,0,239,0,25,0,0,26,0,17,0,0,22,6,36,0,0,47,3,58,7,0,72,18,66,10,0,94,19,72,7,0,98,11,72,3,0,85,5,23,3,0,25,0,0,0,0,0,64,361,33,0,464
50101100110,0,4,0,0,4,0,5,0,0,5,0,12,4,0,14,0,9,0,0,12,3,15,0,0,18,6,17,0,0,24,4,16,0,0,20,0,6,0,0,4,0,3,0,0,3,17,85,6,0,104,0,5,0,0,5,0,10,0,0,10,0,20,0,0,16,0,13,0,0,13,7,10,0,0,15,4,13,4,0,21,3,10,0,0,20,0,11,0,0,14,0,0,0,0,0,17,88,9,0,116,0,3,0,0,3,0,8,0,0,12,0,31,3,0,34,0,22,0,0,29,9,27,3,0,36,15,33,4,0,52,9,21,3,0,35,3,12,0,0,11,0,3,0,0,3,32,168,14,0,218
