SA1_CODE_2021,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_Non_Indig_M,A_0_4_Non_Indig_F,A_0_4_Non_Indig_P,A_0_4_Indig_status_ns_M,A_0_4_Indig_status_ns_F,A_0_4_Indig_status_ns_P,A_0_4_Tot_M,A_0_4_Tot_F,A_0_4_Tot_P,A_5_9_Indig_M,A_5_9_Indig_F,A_5_9_Indig_P,A_5_9_Non_Indig_M,A_5_9_Non_Indig_F,A_5_9_Non_Indig_P,A_5_9_Indig_status_ns_M,A_5_9_Indig_status_ns_F,A_5_9_Indig_status_ns_P,A_5_9_Tot_M,A_5_9_Tot_F,A_5_9_Tot_P,A_10_14_Indig_M,A_10_14_Indig_F,A_10_14_Indig_P,A_10_14_Non_Indig_M,A_10_14_Non_Indig_F,A_10_14_Non_Indig_P,A_10_14_Indig_status_ns_M,A_10_14_Indig_status_ns_F,A_10_14_Indig_status_ns_P,A_10_14_Tot_M,A_10_14_Tot_F,A_10_14_Tot_P,A_15_19_Indig_M,A_15_19_Indig_F,A_15_19_Indig_P,A_15_19_Non_Indig_M,A_15_19_Non_Indig_F,A_15_19_Non_Indig_P,A_15_19_Indig_status_ns_M,A_15_19_Indig_status_ns_F,A_15_19_Indig_status_ns_P,A_15_19_Tot_M,A_15_19_Tot_F,A_15_19_Tot_P,A_20_24_Indig_M,A_20_24_Indig_F,A_20_24_Indig_P,A_20_24_Non_Indig_M,A_20_24_Non_Indig_F,A_20_24_Non_Indig_P,A_20_24_Indig_status_ns_M,A_20_24_Indig_status_ns_F,A_20_24_Indig_status_ns_P,A_20_24_Tot_M,A_20_24_Tot_F,A_20_24_Tot_P,A_25_29_Indig_M,A_25_29_Indig_F,A_25_29_Indig_P,A_25_29_Non_Indig_M,A_25_29_Non_Indig_F,A_25_29_Non_Indig_P,A_25_29_Indig_status_ns_M,A_25_29_Indig_status_ns_F,A_25_29_Indig_status_ns_P,A_25_29_Tot_M,A_25_29_Tot_F,A_25_29_Tot_P,A_30_34_Indig_M,A_30_34_Indig_F,A_30_34_Indig_P,A_30_34_Non_Indig_M,A_30_34_Non_Indig_F,A_30_34_Non_Indig_P,A_30_34_Indig_status_ns_M,A_30_34_Indig_status_ns_F,A_30_34_Indig_status_ns_P,A_30_34_Tot_M,A_30_34_Tot_F,A_30_34_Tot_P,A_35_39_Indig_M,A_35_39_Indig_F,A_35_39_Indig_P,A_35_39_Non_Indig_M,A_35_39_Non_Indig_F,A_35_39_Non_Indig_P,A_35_39_Indig_status_ns_M,A_35_39_Indig_status_ns_F,A_35_39_Indig_status_ns_P,A_35_39_Tot_M,A_35_39_Tot_F,A_35_39_Tot_P,A_40_44_Indig_M,A_40_44_Indig_F,A_40_44_Indig_P,A_40_44_Non_Indig_M,A_40_44_Non_Indig_F,A_40_44_Non_Indig_P,A_40_44_Indig_status_ns_M,A_40_44_Indig_status_ns_F,A_40_44_Indig_status_ns_P,A_40_44_Tot_M,A_40_44_Tot_F,A_40_44_Tot_P,A_45_49_Indig_M,A_45_49_Indig_F,A_45_49_Indig_P,A_45_49_Non_Indig_M,A_45_49_Non_Indig_F,A_45_49_Non_Indig_P,A_45_49_Indig_status_ns_M,A_45_49_Indig_status_ns_F,A_45_49_Indig_status_ns_P,A_45_49_Tot_M,A_45_49_Tot_F,A_45_49_Tot_P,A_50_54_Indig_M,A_50_54_Indig_F,A_50_54_Indig_P,A_50_54_Non_Indig_M,A_50_54_Non_Indig_F,A_50_54_Non_Indig_P,A_50_54_Indig_status_ns_M,A_50_54_Indig_status_ns_F,A_50_54_Indig_status_ns_P,A_50_54_Tot_M,A_50_54_Tot_F,A_50_54_Tot_P,A_55_59_Indig_M,A_55_59_Indig_F,A_55_59_Indig_P,A_55_59_Non_Indig_M,A_55_59_Non_Indig_F,A_55_59_Non_Indig_P,A_55_59_Indig_status_ns_M,A_55_59_Indig_status_ns_F,A_55_59_Indig_status_ns_P,A_55_59_Tot_M,A_55_59_Tot_F,A_55_59_Tot_P,A_60_64_Indig_M,A_60_64_Indig_F,A_60_64_Indig_P,A_60_64_Non_Indig_M,A_60_64_Non_Indig_F,A_60_64_Non_Indig_P,A_60_64_Indig_status_ns_M,A_60_64_Indig_status_ns_F,A_60_64_Indig_status_ns_P,A_60_64_Tot_M,A_60_64_Tot_F,A_60_64_Tot_P,A_65_and_over_Indig_M,A_65_and_over_Indig_F,A_65_and_over_Indig_P,A_65_and_over_Non_Indig_M,A_65_and_over_Non_Indig_F,A_65_and_over_Non_Indig_P,A_65_and_over_Indig_stat_ns_M,A_65_and_over_Indig_stat_ns_F,A_65_and_over_Indig_stat_ns_P,A_65_and_over_Tot_M,A_65_and_over_Tot_F,A_65_and_over_Tot_P,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_Non_Indig_M,Tot_Non_Indig_F,Tot_Non_Indig_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
50101100101,0,0,0,3,3,9,0,0,0,3,4,8,0,0,0,10,4,22,0,0,0,15,12,24,0,0,0,12,6,18,0,0,0,10,10,15,0,0,0,5,17,20,5,0,5,11,17,26,0,0,0,7,5,8,0,0,0,7,3,10,0,0,0,6,10,13,0,4,4,5,11,16,0,0,0,9,10,19,0,0,0,10,9,21,0,0,0,8,8,22,5,7,6,13,15,26,0,0,0,10,8,19,0,0,0,11,8,19,0,0,0,12,4,19,0,0,0,12,4,19,0,0,0,12,17,32,4,6,10,19,22,34,0,0,0,14,12,26,3,0,3,10,12,27,0,0,0,16,25,40,4,0,6,21,26,45,0,0,0,39,29,62,4,3,11,40,29,77,4,3,4,161,154,318,25,17,46,190,182,369
50101100102,0,0,4,58,51,112,3,4,10,62,55,123,0,0,3,65,73,141,13,6,24,83,86,170,0,0,0,68,55,126,11,10,18,83,61,144,0,0,0,25,31,54,0,4,4,25,34,61,0,0,0,14,9,24,0,0,0,15,9,23,0,0,0,15,23,38,0,3,0,14,26,39,0,0,0,38,39,72,6,0,5,40,42,79,0,3,3,59,75,136,4,10,12,66,89,154,0,0,3,68,85,144,6,6,17,76,88,162,0,0,0,44,50,94,0,6,6,44,51,93,0,0,0,39,48,84,6,5,10,45,47,90,0,0,0,23,24,54,0,5,4,29,27,55,0,0,0,26,24,57,0,0,0,26,29,55,0,0,0,52,53,110,0,6,5,61,57,112,6,9,16,597,633,1235,60,56,112,659,700,1366
50101100103,0,0,0,4,5,5,0,3,3,4,3,9,0,0,0,11,0,8,0,0,0,11,0,13,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,4,0,5,0,0,0,4,0,9,0,0,0,4,3,7,0,0,0,4,3,6,0,0,0,9,3,6,0,0,0,8,3,13,0,0,0,5,5,10,0,0,0,5,5,10,0,0,0,6,7,15,0,0,0,3,11,10,0,0,0,9,4,14,0,4,4,9,9,15,0,0,0,8,15,21,4,0,4,11,15,31,0,0,0,23,17,38,5,3,3,28,20,45,0,0,0,12,14,28,0,0,0,12,18,27,0,0,0,121,120,244,5,3,8,120,126,245,0,0,0,211,210,418,15,16,29,221,228,453
50101100104,0,0,0,13,6,20,0,0,3,15,10,26,0,0,0,9,9,14,0,5,4,6,10,14,0,0,0,3,6,15,5,0,3,8,9,13,0,0,0,3,4,10,0,0,0,3,8,13,0,0,0,3,6,10,0,5,5,3,9,14,0,0,0,7,10,17,0,0,0,7,10,17,0,0,0,11,9,18,0,0,0,10,7,21,0,0,0,10,13,24,0,0,0,12,14,27,0,0,0,8,5,13,0,0,0,6,5,13,0,0,0,5,9,13,0,0,3,6,12,16,0,0,0,12,16,26,4,0,3,14,17,34,0,0,0,21,13,30,0,0,0,21,13,30,0,0,0,19,29,44,0,0,3,22,28,50,0,0,6,87,98,178,8,6,9,91,99,194,5,0,6,208,224,437,19,17,37,235,248,479
50101100105,0,0,0,5,6,10,0,0,0,3,6,12,0,0,0,3,4,3,0,0,0,4,4,7,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,6,3,8,0,0,0,6,3,8,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,6,11,0,0,0,0,10,14,0,0,0,6,6,11,0,0,0,6,6,11,0,0,0,3,4,9,0,0,0,10,4,9,0,0,0,8,3,12,0,0,0,8,3,12,0,0,0,4,16,24,0,0,0,4,16,24,0,0,0,5,11,11,0,0,0,5,11,11,0,0,0,14,19,35,0,0,0,14,19,35,0,0,0,56,61,116,3,6,4,57,62,118,3,0,3,127,149,272,7,3,12,139,155,289
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
50101100107,0,0,0,6,8,15,0,0,0,6,8,15,0,0,0,4,7,9,0,0,0,4,7,9,0,0,0,3,13,20,0,0,0,3,13,20,0,0,0,11,0,13,0,4,4,15,5,12,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,3,4,10,0,3,4,5,7,14,0,0,0,10,10,18,0,0,3,12,8,16,0,0,0,15,11,30,0,0,0,15,11,30,0,0,0,4,9,12,0,0,0,7,9,14,0,0,0,13,11,25,0,0,0,13,11,25,0,0,0,15,7,22,0,0,3,20,11,23,0,0,0,13,19,30,0,0,0,11,19,30,0,0,0,29,26,53,0,4,9,33,25,60,0,0,0,53,53,111,0,0,4,55,56,112,0,0,0,187,178,360,11,8,22,199,186,378
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,9,3,10
50101100109,0,0,0,9,10,19,0,0,0,13,10,21,0,0,0,10,17,24,0,4,4,10,20,26,0,0,0,18,17,33,0,5,4,17,18,40,0,0,0,12,11,23,0,0,0,14,11,26,0,0,0,8,12,17,0,0,0,7,12,22,0,0,0,5,8,15,0,0,3,9,9,15,0,0,0,11,15,23,0,0,0,12,18,28,0,0,0,10,19,25,0,0,0,13,17,28,0,0,0,15,16,34,4,3,5,20,20,40,0,0,0,15,15,31,0,0,3,22,12,34,3,0,7,20,29,47,4,4,7,28,34,63,0,0,0,21,22,45,0,0,3,23,24,48,0,0,0,21,21,44,6,5,4,25,20,48,0,0,0,63,44,109,6,7,11,61,49,111,5,0,4,245,253,497,17,26,48,268,280,547
50101100110,0,0,0,8,6,13,0,0,0,8,10,11,0,0,0,3,7,14,0,0,0,3,7,14,0,0,0,6,8,7,0,0,0,6,8,7,0,0,0,4,5,3,0,0,0,4,5,3,0,0,0,5,10,8,0,0,0,5,10,12,0,0,0,7,4,16,0,0,0,10,4,13,0,0,0,3,11,18,0,0,0,6,14,18,0,0,0,6,7,13,0,0,0,6,7,13,0,0,0,7,6,15,0,0,0,7,6,15,0,0,0,6,5,9,0,0,3,10,3,16,0,0,0,8,13,21,0,0,0,8,13,21,0,0,0,11,8,25,0,0,0,11,8,25,0,0,0,17,9,26,0,0,0,16,12,26,0,0,0,28,29,52,0,0,0,28,31,54,0,0,0,114,122,240,7,10,12,117,134,252
