SA1_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
50101100101,190,182,369,3,4,8,23,17,42,11,17,26,7,3,10,18,22,42,26,21,49,30,28,53,32,37,71,30,22,49,14,8,21,0,0,3,0,0,0,175,169,346,15,12,27,4,3,8,0,0,0,0,0,0,4,3,4,133,126,260,33,32,59,150,148,302,13,9,19,157,151,313,0,0,0,23,16,41,5,11,14,0,0,0,4,13,15,77,88,166,11,10,23,35,26,69,8,3,11,0,0,5,0,0,0
50101100102,660,704,1367,62,55,123,164,146,313,25,34,61,15,9,23,55,67,124,136,178,316,89,100,182,53,59,112,38,43,81,17,12,26,9,3,9,0,0,6,660,704,1367,0,0,0,6,9,16,0,0,0,0,0,0,6,9,16,482,521,1002,121,122,244,568,605,1172,41,46,85,557,589,1145,22,17,33,135,128,265,22,25,44,0,0,7,8,33,49,244,346,593,56,38,97,85,65,148,9,14,22,5,3,11,0,0,0
50101100103,221,228,453,4,3,9,9,12,21,3,5,6,4,0,9,8,10,16,10,21,26,19,28,42,39,33,70,56,56,112,47,39,79,22,33,52,0,0,0,205,218,422,18,12,29,0,0,0,0,0,0,0,0,0,0,0,0,149,150,298,48,52,106,198,211,411,7,3,5,201,211,411,0,0,4,9,12,19,3,0,3,0,0,0,3,3,6,91,90,178,20,25,44,63,57,127,4,12,25,12,9,18,0,0,0
50101100104,247,248,492,15,10,26,14,20,29,3,8,13,7,9,17,25,17,44,20,22,44,24,27,52,43,44,79,50,55,107,29,31,63,16,12,27,13,0,13,218,240,459,26,8,34,5,0,6,0,0,0,0,0,0,5,0,6,163,180,348,49,52,101,208,227,431,5,3,16,200,223,424,3,0,5,8,18,22,3,3,7,0,0,0,3,5,3,80,106,189,20,25,48,60,53,112,11,14,26,12,6,19,0,0,0
50101100105,139,155,289,3,6,12,10,7,14,6,3,8,5,0,5,5,7,16,12,14,24,16,16,34,19,27,46,40,41,84,11,10,17,9,3,18,0,0,0,139,155,289,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,99,114,209,30,31,67,123,138,263,4,12,14,119,141,260,0,0,6,10,7,14,3,5,7,0,0,0,0,5,5,57,69,132,12,14,24,36,37,70,8,7,18,0,0,3,0,0,0
50101100106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,201,187,385,6,8,15,10,17,27,15,5,12,4,0,4,18,15,33,21,21,45,29,24,50,42,48,89,38,30,70,17,19,33,3,4,9,4,3,3,201,187,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,120,254,49,53,103,179,170,351,9,9,16,171,160,333,0,0,0,10,18,23,0,0,7,0,0,0,6,10,11,75,78,151,21,23,42,57,37,91,12,8,22,4,0,4,0,0,0
50101100108,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
50101100109,266,280,549,13,10,21,25,37,63,14,11,26,7,12,22,20,25,47,29,39,72,48,49,94,49,49,98,48,36,85,14,6,25,0,0,0,0,0,0,258,266,526,9,15,27,5,0,4,0,0,0,0,0,0,5,0,4,197,194,394,45,58,104,240,247,483,4,8,10,232,235,468,0,0,5,25,32,59,13,4,18,0,0,0,0,11,11,99,133,234,35,28,66,61,41,106,11,9,20,4,0,4,0,0,0
50101100110,117,134,252,8,10,11,7,18,25,4,5,3,5,10,12,14,16,34,12,13,29,18,15,36,24,21,52,20,20,35,4,14,11,3,0,3,0,0,0,113,123,239,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,89,96,182,25,35,55,104,117,219,7,10,16,108,114,219,0,0,0,9,18,24,4,0,3,0,3,3,3,8,12,70,76,146,8,10,15,15,15,29,5,4,11,0,0,3,0,0,0
