SA1_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
50101100101,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,53,6,3,0,0,0,0,0,0,0,59
50101100102,10,0,11,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,106,52,32,0,18,4,10,0,0,16,244
50101100103,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,86,8,0,4,0,0,0,0,0,3,106
50101100104,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,79,8,5,3,0,0,0,0,0,5,101
50101100105,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,0,0,5,67
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,4,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,82,4,10,0,0,0,6,0,0,5,103
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,72,5,13,0,3,0,0,0,0,3,104
50101100110,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,33,10,8,0,0,0,0,0,0,8,55
50101100111,8,3,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,84,20,25,3,4,0,0,3,0,0,146
50101100112,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,7,4,0,0,0,3,0,0,0,83
50101100113,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,48
