SA1_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
50101100101,58,0,0,0,0,58,25,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,33,8,0,0,0,0,8,18,0,0,0,0,23,143,0,0,3,0,152
50101100102,93,0,0,0,0,93,278,0,0,0,0,277,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,66,0,0,0,0,70,5,0,0,0,0,5,39,0,0,3,0,36,476,0,0,3,0,485
50101100103,129,5,0,0,0,126,26,0,0,0,0,22,20,0,0,0,0,20,0,8,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,42,7,13,0,0,0,19,22,3,0,0,0,24,205,31,0,0,0,236
50101100104,87,10,0,10,0,107,44,3,0,0,0,51,21,5,0,0,0,27,0,6,4,0,0,8,0,0,0,0,0,0,13,3,0,3,0,16,0,0,0,7,0,6,0,0,0,0,0,0,33,9,11,8,0,68,3,0,0,4,0,7,4,0,0,0,0,7,175,27,6,19,3,243
50101100105,86,0,0,0,0,86,21,0,0,0,0,21,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,7,0,0,0,0,11,140,0,0,0,0,146
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,98,0,0,0,0,97,33,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,23,0,0,0,0,0,5,0,0,0,0,0,0,33,0,3,0,0,36,11,0,6,0,0,21,11,0,0,0,0,7,184,0,5,0,0,192
50101100108,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
50101100109,73,0,0,3,4,75,63,0,0,0,0,63,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,26,7,0,0,0,3,11,0,0,0,0,0,0,45,0,0,4,4,47,10,0,0,3,0,13,18,0,0,9,0,20,213,0,0,12,9,231
50101100110,39,0,0,0,0,46,16,0,0,0,0,16,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33,12,0,0,0,0,12,6,0,0,3,0,13,118,0,0,3,0,121
50101100111,61,0,0,0,0,61,85,0,0,0,0,85,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,49,5,0,0,0,0,5,17,0,0,0,0,17,222,0,0,0,0,224
50101100112,78,0,0,5,0,80,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,23,6,0,0,0,0,6,3,0,0,0,0,3,33,0,0,5,0,34,5,0,0,0,0,7,17,0,0,9,5,28,153,0,0,17,4,179
