SA1_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101100101,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,9,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,13,13,22,33,18,6,0,143,..,0,4,22,23,32,26,11,0,122,..,0,3,7,7,12,3,0,0,38,..,0,0,0,4,0,0,0,0,4,45,..,..,..,..,..,..,..,..,45,..,13,..,..,..,..,..,..,..,13,..,6,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,5,0,0,..,0,4,0,0,0,0,0,0,7,..,0,7,0,3,0,0,0,0,12,..,0,3,0,3,13,10,5,0,28,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,27,25,32,40,58,42,17,3,293
50101100102,..,0,0,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,13,..,0,3,4,7,9,3,0,0,28,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,183,42,65,157,91,53,43,10,3,641,..,4,45,203,108,69,57,22,4,508,..,0,36,54,27,12,4,0,0,134,..,0,0,10,14,3,0,3,3,34,383,..,..,..,..,..,..,..,..,383,..,45,..,..,..,..,..,..,..,45,..,17,6,0,4,0,0,0,0,23,..,3,0,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,8,..,8,12,6,0,0,0,0,0,26,..,0,11,7,13,10,0,3,3,52,0,0,5,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,383,81,109,285,171,105,74,22,9,1238
50101100103,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,7,11,15,16,55,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,12,3,5,18,24,26,49,33,23,200,..,0,3,5,18,31,62,40,6,172,..,0,5,0,3,3,4,3,0,28,..,0,0,3,4,0,0,0,3,10,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,6,4,4,5,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,8,..,0,0,6,0,12,20,29,20,94,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,30,10,16,22,38,66,97,73,31,380
50101100104,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,9,13,9,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,16,21,26,32,37,27,14,208,..,0,9,8,15,35,43,39,10,161,..,7,14,11,9,11,4,5,0,54,..,0,0,5,5,0,0,0,0,12,46,..,..,..,..,..,..,..,..,46,..,0,..,..,..,..,..,..,..,0,..,10,3,6,0,0,0,0,0,13,..,0,0,0,4,0,0,0,0,4,..,5,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,9,..,0,8,0,5,12,24,11,12,82,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,46,23,36,26,38,63,71,55,28,384
50101100105,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,6,15,4,6,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,6,6,10,19,29,37,10,3,131,..,0,0,12,17,29,46,9,6,127,..,0,8,5,10,4,3,0,0,20,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,9,8,21,5,10,45,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,22,19,11,21,30,46,73,17,18,251
50101100106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100107,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,3,11,6,21,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,5,13,21,23,42,30,19,4,177,..,0,5,19,23,48,44,18,0,170,..,0,10,16,8,10,8,5,0,40,..,0,0,0,0,3,0,0,0,12,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,9,3,4,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,7,6,11,14,11,5,58,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,43,18,23,45,49,80,70,33,9,361
50101100108,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50101100109,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,3,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,16,32,42,38,32,6,0,228,..,0,6,23,41,51,53,19,0,190,..,3,8,18,8,12,12,0,0,56,..,0,0,3,8,5,0,0,0,15,78,..,..,..,..,..,..,..,..,78,..,18,..,..,..,..,..,..,..,18,..,17,8,4,0,0,0,0,0,30,..,0,3,3,0,0,0,0,0,8,..,7,5,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,0,..,0,0,3,6,16,11,3,0,46,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,74,36,22,58,73,84,76,27,0,454
50101100110,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,3,3,5,0,18,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,6,12,12,17,22,15,14,0,117,..,0,3,7,8,22,25,10,0,76,..,0,3,8,9,6,0,0,0,26,..,0,0,6,5,0,0,0,0,8,36,..,..,..,..,..,..,..,..,36,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,3,0,0,6,..,0,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,3,3,0,3,0,0,0,0,6,..,4,0,4,7,9,0,5,5,33,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,15,20,26,30,39,32,14,3,220
