SA1_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
50101100101,4,9,0,9,57,10,0,71,0,6,0,6,38,10,0,49,0,0,0,0,17,6,0,21,0,0,0,0,3,0,0,3,54,14,0,65,214,42,0,322
50101100102,13,16,0,24,79,5,0,112,0,27,0,28,51,0,0,81,0,0,0,0,22,0,0,26,0,0,0,0,9,0,0,9,352,61,31,445,420,68,6,938
50101100103,3,3,0,8,62,3,0,70,0,3,0,9,96,8,0,112,0,0,0,0,77,4,0,79,0,0,0,0,51,4,0,52,30,15,0,45,343,36,0,421
50101100104,5,11,0,11,67,5,0,79,0,6,3,5,88,3,4,107,0,0,0,0,58,0,0,63,0,0,0,0,27,4,0,27,50,18,4,75,317,26,13,434
50101100105,0,5,0,5,42,0,0,46,0,9,0,9,74,6,0,84,0,0,0,0,18,0,0,17,0,0,0,0,11,3,0,18,30,27,3,59,193,13,0,262
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
50101100107,3,0,0,6,76,5,0,89,0,7,0,7,58,4,0,70,0,0,0,0,28,6,0,33,0,0,0,0,3,0,0,9,41,18,0,67,252,24,3,346
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3
50101100109,0,9,0,9,80,12,0,98,0,4,0,10,69,5,0,85,0,3,0,3,22,3,0,25,0,0,0,0,0,0,0,0,72,36,4,113,312,35,0,464
50101100110,3,3,0,7,38,4,0,52,0,9,0,9,20,9,0,35,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,32,17,7,55,151,16,0,218
