SA1_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
50101100101,17,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,11,5,4,0,0,0,0,0,0,9,6,0,4,3,0,0,0,7,15,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,3,7,3,0,0,0,6,22,3,0,3,7,0,0,0,0,12,3,5,14,3,3,0,0,0,26,0,0,4,3,0,0,0,0,9,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,40,13,39,28,6,0,6,21,157
50101100102,32,0,0,0,0,0,0,7,34,8,0,0,0,0,0,0,0,9,12,3,3,0,0,0,0,3,26,11,9,10,5,0,0,0,4,42,13,17,33,5,0,0,0,12,89,7,13,48,9,3,0,0,6,88,3,8,18,8,5,0,0,6,51,3,4,25,5,0,0,0,4,47,0,0,10,7,0,3,0,5,27,10,3,9,9,0,0,0,0,29,3,0,8,9,3,0,0,0,29,6,0,7,0,3,0,0,0,20,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,119,74,178,61,19,4,4,38,501
50101100103,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,9,3,3,9,4,0,0,0,0,15,0,4,5,3,0,0,0,3,20,0,0,6,6,5,0,0,0,18,3,6,7,9,7,0,0,4,26,0,3,10,9,8,0,0,4,32,4,0,12,6,5,0,0,0,18,0,0,10,4,0,0,0,4,14,4,0,8,10,4,0,0,0,33,36,18,63,53,23,3,4,17,213
50101100104,9,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,14,5,0,0,0,0,0,0,0,5,0,0,6,5,0,0,0,0,12,3,0,4,4,0,4,0,0,17,0,0,5,9,0,0,0,0,13,6,0,10,9,0,0,0,0,28,5,0,12,5,7,0,0,0,24,0,0,9,10,3,0,0,0,25,0,0,8,0,3,0,0,0,14,3,0,0,0,4,0,0,0,16,0,0,0,9,3,0,0,0,12,41,19,64,46,22,3,0,15,217
50101100105,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,0,3,5,0,6,5,0,0,0,0,16,4,4,6,0,0,0,0,0,11,3,4,4,3,9,0,0,0,19,9,0,8,5,3,0,0,0,23,3,0,5,12,0,0,0,0,22,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,29,12,41,30,14,0,5,6,134
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,8,0,5,4,4,0,0,0,0,11,4,0,0,0,0,0,0,0,9,3,3,4,0,0,0,0,0,11,0,0,5,0,3,0,0,0,11,3,0,8,5,0,0,0,0,19,5,5,13,5,0,0,0,0,25,4,0,5,5,0,0,0,0,11,0,3,10,4,0,0,0,4,21,0,0,7,3,0,0,0,0,9,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,4,30,16,58,29,8,6,0,12,162
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50101100109,11,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,9,10,5,0,0,0,0,0,0,18,11,3,6,4,0,0,0,0,17,3,0,6,0,0,0,0,4,20,0,6,6,0,0,0,0,0,12,6,0,16,7,0,0,0,0,34,0,0,12,3,3,0,0,0,24,6,0,9,3,0,0,0,5,20,0,0,7,9,3,0,0,0,23,0,0,5,5,3,0,0,0,15,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,64,26,65,38,15,4,0,22,239
50101100110,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,10,4,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,0,14,3,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,6,0,3,4,0,0,0,0,13,0,0,5,5,0,0,0,0,8,0,0,3,3,0,0,0,0,12,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,7,28,24,12,0,4,8,116
