SA1_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101100101,0,0,5,0,0,0,3,0,4,3,0,3,0,0,0,10,3,13,11,10,13,8,0,0,57,0,0,3,10,10,0,0,0,31,3,12,11,9,8,3,0,0,48,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,12,12,14,15,10,0,0,60,0,0,0,0,0,0,0,0,0,6,3,11,9,10,8,6,0,52,11,30,40,42,51,27,8,0,209
50101100102,12,11,8,3,0,0,35,0,4,17,12,4,0,0,0,31,0,42,91,49,20,5,4,0,220,0,16,35,21,17,13,3,0,102,10,28,75,36,23,16,4,0,184,8,4,5,5,0,0,0,0,17,0,0,11,4,0,0,0,0,23,11,33,85,46,26,19,5,0,223,0,0,0,0,0,3,0,0,3,5,9,33,18,4,8,0,0,77,24,107,270,150,78,51,16,7,696
50101100103,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,8,0,3,0,3,9,15,13,3,36,0,3,4,8,9,25,10,4,57,0,8,13,6,15,16,13,5,73,3,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,10,0,8,10,11,16,17,17,3,87,0,0,0,0,0,0,0,0,9,0,5,3,7,3,12,8,5,42,3,13,18,28,46,69,43,23,246
50101100104,0,3,0,4,0,0,16,0,0,0,0,5,0,0,0,12,0,5,5,6,7,11,6,0,37,0,3,4,4,11,15,14,0,44,7,14,11,9,22,18,10,0,86,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,10,7,16,11,13,20,22,11,0,102,0,0,0,0,0,0,3,0,3,0,0,8,4,3,12,7,6,39,9,31,24,29,45,51,43,6,246
50101100105,0,3,3,8,0,0,13,0,0,0,0,3,7,0,0,12,0,3,10,8,9,14,0,0,35,0,3,0,8,8,8,6,0,30,5,3,5,8,12,10,3,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,3,5,8,16,11,3,5,49,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,8,25,6,7,20,28,40,52,6,13,170
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,3,0,5,0,0,0,9,0,0,0,0,0,4,0,0,3,0,0,10,8,7,11,3,0,32,0,0,0,6,9,5,0,0,23,0,13,16,3,21,12,6,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,7,0,13,22,8,29,18,7,0,90,0,0,0,0,4,0,0,0,9,4,4,6,8,10,4,6,0,35,4,18,36,23,63,46,11,0,200
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
50101100109,0,3,9,0,0,0,11,0,0,4,0,3,0,0,0,15,3,22,13,14,3,4,3,0,78,0,0,12,10,9,18,4,0,45,11,7,18,20,22,13,8,0,90,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,8,11,7,16,25,23,13,7,0,105,0,0,0,0,0,0,0,0,0,0,0,10,16,10,9,3,0,50,23,39,55,67,51,52,19,3,300
50101100110,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,8,0,12,11,3,10,6,0,0,52,0,3,4,6,3,3,0,0,24,7,10,10,4,8,9,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,13,10,4,7,9,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,16,9,32,19,22,33,28,9,0,150
50101100111,6,3,12,11,0,0,20,0,0,7,0,3,0,0,0,16,0,16,26,10,11,11,3,0,82,0,7,7,8,11,8,10,0,46,7,21,30,15,15,0,0,0,82,0,0,0,0,4,0,0,0,7,0,3,0,3,4,0,5,0,12,9,19,36,15,20,7,7,0,102,0,0,0,0,0,0,0,0,4,4,5,10,0,11,0,0,0,35,12,54,88,38,64,37,15,0,310
50101100112,4,0,0,0,0,0,5,0,0,0,3,3,4,0,0,13,0,14,11,10,13,6,3,0,55,0,0,6,0,0,7,0,0,30,3,11,20,10,21,7,5,0,82,3,0,0,5,5,0,0,0,9,0,0,0,0,5,0,0,0,7,6,18,19,17,29,7,4,0,95,0,0,3,0,0,0,0,0,7,3,7,12,7,8,3,4,0,44,11,38,54,39,54,30,11,0,247
50101100113,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,3,0,5,4,4,0,0,12,0,0,0,4,3,3,6,0,16,0,9,5,7,12,14,4,0,39,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,7,0,5,5,14,16,19,4,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,5,23,0,12,6,26,22,30,11,5,112
50101100114,5,5,0,0,0,0,8,0,0,3,0,3,0,0,0,11,0,11,28,19,11,4,5,0,79,0,3,9,10,16,8,0,0,45,3,13,33,30,19,3,0,0,97,0,6,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,5,8,12,34,30,23,4,0,0,111,0,0,3,0,0,0,0,0,6,0,3,15,17,8,6,5,0,58,13,42,85,88,52,16,12,3,317
50101100115,3,0,3,6,0,0,11,0,0,3,0,0,4,0,0,10,0,5,12,8,3,8,4,0,46,0,3,6,4,15,7,0,0,34,0,9,11,13,16,11,0,0,63,0,0,4,4,0,0,0,0,6,4,0,0,0,4,0,0,0,7,4,12,12,17,22,8,0,0,84,0,0,0,0,0,0,0,0,4,0,9,7,5,4,8,3,0,31,7,26,41,38,48,44,5,0,213
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,3,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,5,11,8,7,10,4,5,6,49,0,6,0,4,10,7,4,0,30,0,5,7,0,6,6,3,0,36,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,0,11,9,3,0,41,0,0,0,0,0,0,0,0,0,8,0,0,3,9,0,4,0,23,12,19,18,15,39,26,14,9,154
50101100302,4,6,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,4,13,13,9,4,4,0,47,3,0,6,5,6,4,3,0,34,4,3,12,8,0,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8,0,3,19,15,3,9,3,0,59,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,5,15,45,38,24,21,7,0,158
50101100303,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,3,8,7,14,3,6,0,39,0,0,9,8,7,9,5,0,31,3,3,10,10,15,16,5,0,54,6,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,7,3,10,7,16,18,5,0,69,0,0,0,0,3,0,0,0,8,3,5,6,0,4,4,0,0,22,4,10,29,30,38,40,15,0,173
50101100304,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,21,0,3,0,3,6,3,0,0,16,9,9,8,3,4,3,0,0,35,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,13,6,8,4,5,3,0,0,48,0,0,0,0,0,0,0,0,0,4,3,6,0,4,5,0,0,30,14,23,16,24,19,19,5,0,116
50101100305,0,0,0,0,0,0,3,0,5,4,3,0,0,0,0,10,0,8,3,3,4,5,0,0,26,0,3,4,0,9,8,7,0,22,12,9,0,3,12,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,6,9,9,4,6,14,5,0,0,50,0,0,0,0,0,4,0,0,0,5,3,7,10,0,5,3,0,41,14,27,22,28,25,27,13,4,157
50101100306,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,11,13,6,4,0,0,42,0,9,5,4,4,6,4,0,36,7,21,24,21,17,5,5,0,100,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,11,22,26,19,19,9,5,0,111,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,6,0,23,7,41,54,41,51,23,11,0,222
50101100307,0,0,5,3,0,0,11,0,0,3,6,4,0,0,0,10,0,7,15,12,14,7,6,0,66,0,0,0,8,4,3,3,0,23,0,5,9,0,10,8,6,0,43,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,9,4,5,14,6,13,11,7,0,54,0,0,0,0,0,0,0,0,3,0,0,3,0,7,6,0,0,19,7,17,40,39,37,29,15,0,185
50101100308,10,5,4,4,0,0,22,0,0,0,0,0,4,0,0,4,3,7,10,10,20,11,9,0,70,0,6,3,9,24,6,3,0,53,6,0,6,10,12,11,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,3,0,7,11,12,12,5,0,53,0,0,0,0,0,0,0,0,0,5,3,0,4,4,4,0,0,24,11,12,37,44,65,43,17,0,228
50101100310,3,0,0,0,0,0,10,0,0,4,4,3,0,4,0,12,0,4,22,20,6,22,8,0,87,0,0,5,9,8,17,3,0,45,4,10,12,16,10,7,0,0,65,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,4,13,11,16,14,12,0,0,74,0,0,0,0,0,4,0,0,5,6,0,0,0,11,5,0,0,23,16,26,44,53,45,54,18,5,255
50101100311,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,17,12,9,4,6,0,56,0,3,5,6,5,0,0,0,30,0,4,14,7,9,6,0,0,44,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,8,19,8,14,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,14,0,18,48,31,30,17,12,0,158
50101100312,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,10,0,6,10,12,8,8,5,5,61,0,4,7,7,15,8,6,0,45,3,4,17,10,10,12,0,0,55,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,3,4,15,10,13,12,5,0,66,0,0,0,0,0,0,0,0,0,0,6,7,3,3,13,7,6,43,5,26,47,38,34,49,24,6,238
50101100313,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,13,16,3,5,3,3,0,45,0,13,11,0,4,7,5,0,30,5,11,12,7,5,9,0,0,50,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,4,10,13,8,10,11,3,0,58,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,8,59,46,14,18,24,11,4,180
50101100314,4,0,0,0,0,0,13,0,0,5,0,0,0,0,0,6,0,15,4,8,5,0,0,0,41,0,0,0,0,7,7,0,0,18,4,9,4,11,14,7,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,5,4,8,4,7,16,8,0,0,53,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,0,16,9,31,24,26,36,21,4,4,141
50101100315,7,7,4,4,0,0,24,0,0,8,9,3,0,0,0,18,0,14,22,21,18,9,0,0,83,0,0,3,7,7,9,3,0,35,7,14,13,14,11,11,4,0,73,0,0,0,0,3,0,0,0,4,0,0,0,3,0,7,0,0,4,11,14,18,14,17,10,4,0,81,0,3,0,0,0,0,0,0,9,7,3,7,14,15,17,7,0,64,20,42,56,72,57,52,17,0,316
50101100316,0,3,4,0,0,0,11,0,0,4,9,0,4,0,0,14,0,11,21,19,12,15,3,0,78,0,4,7,4,10,6,3,0,41,0,8,7,4,11,10,0,0,41,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,9,3,8,7,9,12,12,0,0,57,0,4,6,0,4,0,0,0,5,8,0,5,3,0,5,0,0,13,14,29,45,44,47,41,9,0,222
