SA2_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
501011001,598,461,510,312,299,236,184,426,49,3082
501011003,1044,1183,1049,599,530,478,261,653,98,5910
501011004,713,1025,927,646,394,452,295,710,61,5218
501011293,508,692,747,517,463,437,325,534,72,4295
501011294,928,1278,1586,1206,878,879,678,1126,140,8710
501021005,747,1342,1868,1054,1079,788,1046,1058,150,9131
501021007,349,366,460,304,246,177,304,356,44,2615
501021008,182,322,450,380,249,258,314,500,58,2709
501021009,230,296,790,397,291,252,560,529,79,3420
501021010,301,255,287,146,197,98,174,188,22,1663
501021011,0,0,3,0,0,0,0,0,0,8
501021012,459,762,1122,697,696,597,667,700,99,5802
501021014,569,453,804,411,408,243,498,871,98,4353
501021015,288,412,622,426,373,326,357,518,50,3375
501021016,192,144,407,174,152,105,286,236,51,1750
501021251,445,922,854,641,582,439,430,545,65,4925
501021252,176,358,322,145,177,111,116,145,22,1572
501021253,677,1493,979,649,719,468,432,610,71,6102
501021254,115,208,360,278,178,182,249,397,40,2009
501031017,653,410,472,305,278,192,339,367,49,3070
501031018,485,385,463,273,252,155,320,373,53,2774
501031019,384,259,380,273,262,223,258,474,37,2549
501031020,651,283,263,212,196,118,184,454,50,2410
502011021,340,476,708,428,343,308,398,385,72,3464
502011022,428,599,777,516,453,343,383,387,74,3970
502011023,247,365,659,532,281,339,491,484,61,3453
502011024,841,1339,1526,1109,883,805,861,727,131,8228
502011025,358,465,641,504,348,346,369,520,69,3618
502011026,278,309,572,300,256,245,358,280,50,2639
502011027,969,1535,1806,1418,1070,929,981,915,151,9781
502011028,343,468,666,580,422,376,476,503,80,3918
502011029,417,399,876,495,385,335,617,521,74,4118
503011030,718,1310,136,256,351,236,50,107,60,3235
503011031,808,1846,227,436,448,316,71,156,62,4365
503011032,801,1797,188,354,370,278,55,108,86,4026
503011033,906,1910,226,358,476,259,64,142,58,4409
503011034,1025,2018,305,560,491,373,111,251,86,5222
503011035,1438,4132,373,1028,860,639,148,378,146,9142
503011036,983,2035,215,485,435,291,64,149,52,4707
503021037,3,4,0,0,4,5,0,0,0,19
503021038,1166,2928,562,612,686,420,173,276,80,6905
503021039,1589,3665,842,1016,1144,692,266,488,113,9822
503021040,919,2259,506,544,592,351,129,263,70,5632
503021042,1424,4501,498,759,903,539,144,398,116,9282
503021043,1474,3947,867,1229,1029,688,372,1036,121,10762
503021295,1088,2619,694,795,843,393,245,456,97,7238
503021296,986,2736,742,796,837,395,227,429,111,7256
503021297,1020,2790,754,813,760,391,255,511,115,7412
504011044,978,2114,1188,914,1080,613,467,629,115,8098
504011045,1840,3987,1615,1452,1710,858,615,891,164,13126
504011046,984,2590,833,937,939,495,421,541,134,7871
504011047,1078,2228,1816,1407,1510,951,852,1206,228,11266
504011048,442,848,583,413,600,360,246,329,46,3869
504021049,179,222,297,172,180,109,134,119,42,1457
504021050,572,1138,484,404,426,247,153,199,52,3673
504021051,353,576,489,295,421,266,243,210,48,2907
504021052,0,0,0,0,0,4,0,0,0,3
504021053,825,1321,1217,764,820,484,523,509,112,6574
504021054,589,896,1089,739,790,507,563,623,132,5924
504031055,3,0,0,0,0,0,0,0,0,9
504031056,811,1251,1616,1187,1223,892,905,1104,177,9157
504031057,931,1375,1836,1471,1283,951,1133,1219,191,10402
504031058,315,351,604,301,367,188,371,320,65,2878
504031060,270,226,284,152,215,109,101,113,29,1490
504031061,372,666,475,306,458,187,222,203,49,2936
504031062,586,1118,1015,783,856,469,544,682,107,6156
504031063,3,0,6,0,0,0,6,0,0,13
504031064,0,0,0,0,0,0,0,0,0,0
504031065,270,367,495,350,352,201,296,299,65,2695
504031066,505,972,739,704,587,427,509,617,103,5167
504031067,360,522,614,440,544,378,368,348,60,3637
504031068,914,1036,1048,802,859,558,547,500,123,6388
504031069,0,0,0,0,0,0,0,0,0,0
504031298,883,1290,1390,1240,1200,752,797,762,125,8432
504031299,539,910,1074,914,805,496,710,555,113,6115
504031300,812,1100,1473,1263,1309,921,979,979,165,8993
505011070,535,1177,1111,648,777,409,341,521,101,5630
505011071,895,1599,1345,969,1159,680,389,609,109,7744
505011072,1244,2522,965,771,1027,590,248,413,93,7877
505011073,803,1770,1113,751,997,516,341,520,103,6908
505011074,624,1131,1052,716,727,441,320,488,98,5592
505011075,1090,1673,695,586,829,459,163,289,55,5844
505011076,992,1392,717,603,806,507,174,284,86,5567
505011077,784,1648,1138,934,1028,601,390,598,133,7254
505011078,801,1686,955,732,1025,560,299,405,72,6538
505011079,902,1664,890,683,752,484,223,354,74,6032
505011080,651,1027,645,493,580,375,167,306,67,4308
505011081,532,1097,853,570,548,307,202,309,69,4481
505011082,924,1565,540,551,663,433,120,224,72,5096
505011083,711,1310,722,610,806,454,211,342,43,5224
505021084,894,1922,1260,891,1131,700,457,666,120,8042
505021085,504,1044,1356,1583,841,729,1084,1570,233,8937
505021087,0,0,0,0,0,0,0,0,0,0
505021088,1443,3484,1239,1064,1247,726,367,572,141,10285
505021089,1911,3760,1112,966,1386,914,282,558,164,11051
505021090,846,1949,1548,1520,1265,801,825,1143,193,10088
505021091,14,39,23,20,15,12,14,10,3,152
505021092,1577,3457,1354,1189,1176,682,402,564,180,10589
505021093,1050,2168,990,830,1065,691,379,711,118,7995
505021094,739,1372,433,417,480,309,74,198,60,4078
505021095,824,2281,928,851,936,559,376,645,108,7503
505021096,1368,2890,549,692,829,552,151,320,92,7436
505021097,1249,2734,1030,985,1196,652,387,629,131,8996
505021301,808,1458,755,610,795,633,270,506,106,5944
505021302,742,1824,816,784,882,542,295,519,114,6521
505031098,409,610,986,750,672,462,555,799,104,5347
505031099,917,1422,1931,1633,1364,1057,977,1306,224,10826
505031100,955,1657,1778,1341,1373,890,744,1062,186,9982
505031101,642,1152,1196,1079,941,662,550,781,124,7130
505031102,253,447,645,549,371,308,353,641,104,3666
505031104,386,636,805,667,596,439,490,720,93,4831
505031105,1470,2198,2018,1441,1544,1059,624,913,186,11460
505031106,0,0,0,0,0,0,0,0,0,3
505031107,849,1242,1245,867,950,656,505,612,120,7051
505031255,696,1218,1365,1128,922,611,559,638,96,7241
505031256,68,66,68,31,44,25,23,62,16,400
505031257,155,194,354,193,169,128,191,199,21,1596
505031258,444,596,912,685,599,380,504,545,101,4766
505031303,837,1317,1232,841,1044,575,514,586,113,7050
505031304,992,1639,1300,959,1236,846,541,759,109,8388
505031305,989,1602,1003,855,1093,713,442,654,98,7447
505031306,722,1124,1364,894,930,575,548,768,122,7054
506011110,644,1085,1583,1376,1152,821,1303,1291,222,9483
506011111,0,0,0,0,0,0,0,0,0,0
506011112,176,291,407,302,289,218,329,346,45,2408
506011114,396,714,841,598,612,381,523,544,84,4696
506011115,530,715,781,447,594,328,318,320,83,4119
506011116,571,794,693,370,481,306,256,261,37,3770
506011117,359,545,956,737,655,449,733,708,82,5229
506011307,683,1558,864,742,794,485,501,444,133,6211
506011308,896,2204,1317,1014,1161,577,639,605,122,8542
506021118,866,1576,1180,897,976,559,703,689,136,7572
506021119,1200,3098,1172,1092,1164,594,484,718,135,9654
506021120,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0
506021123,1255,2972,1064,1073,1111,634,481,668,153,9412
506021309,369,760,723,557,546,385,472,481,98,4398
506021310,354,733,607,388,500,253,355,382,70,3648
506021311,714,1617,922,786,793,449,462,503,107,6348
506031124,824,2470,1287,1577,1047,826,789,1259,208,10280
506031125,711,1359,724,580,743,489,316,403,92,5409
506031126,0,0,0,0,0,0,0,0,0,0
506031127,727,1974,1616,1534,1160,811,1146,1415,250,10637
506031128,564,1521,1091,903,858,506,559,725,102,6820
506031129,930,2348,720,679,825,495,282,425,97,6794
506031130,0,0,0,3,0,0,4,0,0,10
506031131,985,3036,1053,1035,1124,715,414,683,127,9166
506041132,641,1388,1680,1251,1083,737,1074,1286,229,9370
506041133,1301,2929,1702,1321,1563,1048,901,1012,179,11961
506041134,507,898,1522,1123,1043,766,1243,1323,176,8597
506041135,1098,2106,1763,1339,1543,963,983,1059,188,11026
506041136,440,749,1230,861,742,491,861,952,160,6487
506041137,861,1742,1911,1390,1463,922,1150,1325,183,10944
506051138,933,1571,1823,1083,1381,761,1087,883,195,9722
506051139,572,779,1128,738,975,519,814,609,101,6237
506051140,1104,1769,1122,732,1064,520,438,458,106,7320
506051141,833,1316,941,583,767,396,344,426,92,5698
506061142,912,1279,2001,1330,1413,826,1261,987,187,10196
506061143,496,482,770,388,533,252,398,381,85,3791
506061144,292,271,463,206,261,135,216,185,74,2109
506071145,1113,3045,734,840,955,554,251,419,122,8036
506071146,797,1983,488,604,675,406,222,331,86,5601
506071147,1595,3601,739,915,1079,684,243,440,146,9450
507011148,1425,3034,1827,1375,1685,922,698,884,205,12048
507011150,0,6,6,0,0,0,0,0,0,9
507011151,0,0,0,0,0,0,0,0,0,0
507011152,717,1008,925,507,718,452,305,425,95,5154
507011153,397,1082,731,519,557,344,282,375,80,4376
507011154,576,1378,954,752,504,394,341,524,95,5525
507011155,0,0,0,0,0,0,4,0,0,4
507011158,446,626,245,196,269,139,86,90,35,2134
507011159,574,1272,1044,719,842,454,509,634,89,6145
507011160,580,1015,1041,652,695,448,433,560,106,5524
507011161,1053,2261,1574,1153,1356,730,664,780,140,9721
507011163,430,696,770,420,538,301,296,445,69,3960
507011259,620,1093,1050,652,751,445,435,517,86,5640
507011260,189,331,178,149,212,123,74,90,24,1371
507021164,772,1509,318,408,408,290,78,188,43,4016
507021165,1450,3562,846,1040,791,493,222,476,125,9016
507021166,1057,2663,993,899,728,472,293,460,109,7674
507021167,0,0,0,4,0,0,0,0,0,3
507031169,744,1541,1641,1285,1155,757,1005,975,135,9239
507031170,177,347,504,394,339,257,414,490,63,2981
507031172,0,3,13,4,6,0,10,7,0,36
507031173,4,0,6,0,0,0,4,0,0,12
507031174,272,447,908,649,485,458,685,764,75,4741
507031261,484,841,852,499,632,311,353,340,65,4369
507041175,1130,2229,427,452,716,468,142,231,81,5884
507041176,244,679,204,182,238,139,66,101,21,1877
507041177,1234,2472,874,819,1010,577,234,434,79,7736
507041178,1281,2732,727,706,978,640,207,385,102,7758
507041179,432,1308,326,349,446,216,135,198,66,3477
507041180,750,1829,650,540,880,410,246,356,75,5736
507041181,1557,2824,907,871,1196,747,265,433,128,8939
507041182,703,1724,781,695,841,552,266,491,114,6167
507041183,311,750,359,282,302,213,153,205,40,2612
507041184,461,1066,264,258,397,272,82,151,42,2988
507051186,242,330,627,512,355,288,438,504,46,3338
507051187,542,744,1255,869,687,654,660,733,131,6278
507051188,674,855,1323,1173,792,505,597,824,125,6870
507051189,0,0,0,0,0,0,0,0,0,0
507051190,510,877,983,722,583,411,446,506,98,5138
507051191,1236,1897,2307,1655,1284,1023,906,1049,214,11568
507051192,474,772,1130,786,633,471,597,669,100,5633
507051193,375,559,960,648,528,401,513,617,86,4682
507051312,561,815,1089,808,687,425,596,574,111,5657
507051313,1321,2017,2374,1838,1630,1077,1185,1159,217,12818
507051314,118,117,186,153,118,97,113,110,31,1035
509011225,771,1387,942,940,675,584,379,732,91,6504
509011226,497,314,231,188,155,97,114,226,34,1845
509011227,230,428,388,335,293,250,179,282,28,2410
509011228,503,528,397,277,228,179,131,310,45,2592
509011229,575,110,160,59,113,50,143,234,17,1448
509011230,326,225,291,195,201,155,133,470,40,2026
509011231,766,172,174,131,148,62,156,323,35,1964
509011232,229,300,282,201,176,131,105,157,21,1606
509011233,485,596,883,811,550,575,426,825,77,5232
509011234,523,257,287,219,221,143,205,401,55,2308
509011235,0,0,0,0,0,0,0,0,0,0
509021236,441,328,596,288,375,171,335,306,51,2893
509021237,428,139,180,159,130,100,130,217,28,1511
509021238,565,164,214,143,184,84,194,223,28,1806
509021239,809,401,596,270,399,208,478,801,87,4057
509021240,562,227,305,214,209,146,240,249,39,2189
509021241,665,219,270,165,203,120,221,271,28,2161
509021242,525,91,200,81,119,45,222,172,24,1479
509021243,573,579,739,571,545,415,465,605,88,4577
509021244,271,266,329,218,228,123,249,182,41,1904
509021245,423,268,291,223,213,130,215,255,40,2058
509031246,510,128,175,130,144,84,148,210,28,1551
509031247,923,169,211,143,180,92,194,275,44,2233
509031248,136,120,193,93,101,36,241,115,26,1062
509031249,260,314,303,239,199,152,148,264,29,1922
509031250,752,218,248,170,198,110,205,342,27,2271
510011262,977,1675,918,1031,916,519,353,630,158,7176
510011263,236,462,199,435,215,83,95,207,64,1995
510011264,110,161,84,176,54,26,37,84,48,789
510011265,492,647,399,472,387,157,201,358,82,3198
510011266,111,134,85,114,77,27,50,94,21,715
510021267,160,316,770,120,125,29,743,371,44,2687
510021268,175,229,613,190,194,123,524,202,59,2314
510021269,341,405,585,124,312,101,248,180,48,2351
510021270,364,593,1331,516,539,324,883,585,152,5295
510031271,288,379,961,269,284,112,1022,415,100,3828
510031272,977,1348,2203,833,1020,530,875,879,198,8866
510031273,206,284,643,196,225,73,343,246,37,2266
511011274,685,755,920,529,644,494,689,665,127,5501
511011275,701,154,226,101,162,62,273,268,56,2003
511021276,396,261,252,229,243,174,167,288,41,2050
511021277,367,339,423,348,274,177,128,374,66,2496
511031278,210,229,747,291,325,259,690,386,67,3202
511031279,689,1025,1621,696,804,454,1137,635,100,7170
511031280,473,976,1003,427,557,276,673,321,91,4791
511031281,0,0,0,0,0,0,0,0,0,0
511031282,130,161,354,142,152,96,481,201,38,1757
511031283,161,231,313,149,125,28,438,190,25,1658
511031284,0,0,0,0,0,0,0,0,0,0
511041285,444,922,783,704,489,492,446,643,80,4985
511041286,324,386,630,375,375,325,366,421,65,3275
511041287,392,629,766,559,518,361,404,382,73,4087
511041288,567,1061,809,751,625,445,396,520,60,5229
511041289,211,172,282,140,137,118,156,210,42,1465
511041290,186,122,209,92,81,30,243,169,36,1170
511041291,574,144,168,120,153,63,218,197,28,1658
511041292,624,280,295,230,236,123,240,368,46,2437
597979799,9,33,83,9,10,0,31,98,6,277
599999499,107,257,272,223,150,77,213,292,33,1614
