SED_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
SED51104,13225,6828,7910,7697,6963,4686,3318,2017,736,53395,7,5,12,11,7,10,7,3,8,73,0,6,0,0,0,0,0,0,0,15,0,5,0,0,3,0,5,0,0,15,0,0,6,5,5,4,4,0,0,22,0,0,0,0,0,0,0,0,0,5,145,176,175,110,74,78,71,21,4,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,181,182,116,90,88,80,24,10,909,154,186,189,127,92,97,93,28,14,983,7,6,43,16,11,13,6,3,0,108,13388,7023,8148,7842,7061,4802,3416,2051,749,54480
SED51205,9578,6427,9877,8007,5488,4795,3973,2072,744,50961,6,3,5,8,10,10,11,9,0,67,3,3,3,3,4,6,3,0,0,20,0,0,5,4,4,3,7,0,0,24,0,0,0,0,7,0,0,4,0,16,0,0,5,0,0,0,0,0,0,0,94,149,170,112,91,90,61,29,18,821,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,97,158,188,124,104,100,74,33,19,897,102,162,194,137,109,107,85,47,23,965,7,18,20,19,17,38,35,14,7,173,9690,6604,10093,8159,5615,4936,4088,2134,771,52097
SED51304,8424,4392,2954,5426,5700,4803,5172,2727,820,40427,8,0,0,3,4,4,3,0,0,32,0,6,5,0,0,4,6,0,0,23,5,6,9,4,3,7,8,5,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,95,87,88,98,90,66,58,44,29,658,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,94,101,100,104,100,74,81,50,29,730,104,109,105,110,97,74,88,48,27,764,13,4,10,7,11,8,8,0,0,75,8539,4501,3073,5546,5820,4888,5267,2782,848,41264
SED51401,6190,2955,3507,3853,4551,5320,4776,2520,859,34534,24,11,8,10,22,26,32,18,7,157,0,0,8,0,3,7,18,0,0,41,0,0,6,9,8,13,18,0,0,53,0,0,7,7,3,19,18,3,0,63,4,6,12,17,14,23,9,6,0,90,142,397,560,481,610,610,272,80,26,3181,0,0,0,5,7,4,11,4,0,26,0,0,0,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,407,596,514,649,683,349,92,26,3466,170,422,604,521,670,706,377,111,39,3626,0,6,11,5,8,4,3,4,0,38,6358,3385,4125,4382,5231,6031,5155,2636,895,38200
SED51504,8533,5159,4721,6103,6152,4645,3510,2350,1268,42452,0,3,8,0,5,3,10,4,3,38,0,4,6,7,0,4,7,3,0,31,0,0,9,3,0,6,9,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,11,84,119,122,72,57,60,66,33,22,651,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,7,5,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,133,141,80,65,74,88,39,29,741,87,133,148,84,68,83,96,43,28,771,6,6,24,5,15,14,17,11,5,111,8627,5299,4891,6199,6236,4744,3630,2400,1306,43333
SED51605,9943,5920,6639,7411,6645,4713,3026,1400,434,46138,4,0,3,4,8,4,5,5,5,42,0,0,6,5,0,3,4,0,0,18,0,5,4,4,8,11,4,0,0,36,5,3,5,4,3,4,0,0,0,22,0,0,0,0,0,4,0,0,0,13,102,161,109,95,81,72,66,40,13,727,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,159,120,109,92,96,79,40,13,817,116,159,125,112,91,101,86,43,17,857,3,19,7,0,8,18,25,7,0,92,10067,6099,6776,7527,6747,4836,3138,1449,451,47091
SED51706,8515,4234,4479,5144,5374,5509,4642,2436,773,41104,16,11,14,6,8,18,34,22,11,147,0,0,0,6,0,3,7,0,0,13,4,4,5,5,5,0,16,0,0,48,0,0,3,0,5,7,13,0,0,30,0,0,0,0,0,5,0,0,0,7,160,220,208,165,165,230,135,59,30,1378,0,0,0,0,0,8,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,167,220,219,176,178,264,169,59,36,1489,189,234,234,189,184,279,207,84,43,1639,3,7,22,14,0,12,11,0,0,72,8708,4476,4735,5346,5559,5795,4852,2525,815,42814
SED51804,7046,5545,4057,4537,5839,5306,4518,3100,1448,41387,14,5,13,12,8,8,13,8,5,84,3,19,17,14,3,4,0,9,0,71,0,5,16,6,3,5,10,9,0,59,0,6,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,174,194,167,114,133,100,80,78,38,1083,0,0,0,0,0,4,11,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,189,233,204,140,144,121,101,86,38,1258,200,242,217,155,155,123,114,96,39,1345,32,16,26,23,30,27,20,7,4,195,7275,5799,4296,4705,6023,5460,4662,3208,1497,42928
SED51902,10620,5273,5923,6342,6000,5208,3729,1712,443,45246,3,7,3,6,3,17,3,8,0,52,8,0,3,7,6,5,0,0,0,17,0,3,0,0,3,0,9,0,0,18,7,0,0,0,3,3,0,0,0,16,3,0,0,0,0,0,0,0,0,6,142,142,125,58,82,93,74,36,17,771,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,144,130,69,93,102,86,33,15,836,160,157,136,78,100,116,92,41,22,893,8,3,3,8,9,12,11,3,0,63,10784,5430,6060,6427,6101,5338,3833,1757,468,46195
SED52006,6809,3965,3358,3998,4787,5352,5938,3640,1064,38898,0,6,5,11,9,21,50,24,6,129,0,0,0,4,0,12,6,0,0,19,4,0,0,7,5,5,13,3,0,35,0,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0,3,0,0,4,141,137,109,90,100,122,117,60,21,898,0,0,0,0,3,0,6,0,0,17,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,137,113,98,112,142,140,65,21,990,146,146,123,107,114,169,192,88,31,1113,4,3,7,7,6,3,13,3,0,49,6958,4117,3481,4116,4908,5521,6140,3730,1089,40062
SED52102,8438,4720,5425,6057,5066,4640,3574,1823,638,40372,12,5,6,5,4,11,4,7,0,55,0,6,3,0,6,4,3,0,0,17,5,0,3,4,3,0,3,0,0,25,0,0,4,9,0,8,0,3,0,21,0,0,0,0,0,5,8,0,0,17,135,152,139,121,104,125,75,37,11,894,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,140,162,152,128,114,137,93,46,11,984,143,164,157,137,120,151,99,49,11,1037,7,9,9,3,3,16,9,0,0,43,8592,4894,5582,6194,5193,4798,3679,1868,651,41450
SED52205,6234,4232,6011,5809,5679,5381,4365,2362,1134,41216,0,6,5,6,3,17,12,10,5,60,5,45,68,32,29,7,19,4,0,211,3,9,10,15,10,20,18,0,0,85,0,0,9,24,9,26,3,0,0,71,0,0,3,3,0,3,0,0,0,20,139,239,286,230,226,239,202,124,68,1748,0,3,3,0,4,6,7,0,0,24,0,0,3,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,148,296,384,309,272,309,255,130,69,2176,157,300,393,319,281,323,263,139,68,2235,3,29,70,14,22,27,12,3,3,195,6394,4566,6479,6142,5981,5731,4639,2508,1206,43642
SED52301,7513,4221,4243,4435,4780,4581,3530,1986,780,36072,4,9,8,14,14,7,20,5,6,85,7,0,8,4,4,17,32,11,0,80,8,0,3,12,9,12,40,7,0,87,5,3,11,12,8,26,44,0,0,106,0,0,0,0,0,11,34,11,0,63,208,283,277,247,272,313,323,137,46,2103,0,0,0,4,0,4,23,3,0,36,0,0,0,4,0,5,6,4,0,13,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,226,291,291,286,299,392,501,168,48,2497,236,298,301,297,312,400,520,173,54,2583,7,7,13,0,7,8,3,9,5,47,7753,4522,4563,4730,5096,4992,4051,2160,840,38711
