SA3_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
50101,12,16,53,41,49,89,209,322,289,1070,0,11,36,13,19,21,12,10,11,131,159,123,491,588,607,481,498,362,228,3527,1242,1856,5544,7815,8002,7556,7419,3701,1332,44470
50102,26,29,75,96,147,263,680,871,469,2652,7,4,36,25,34,48,50,47,36,282,328,325,861,841,951,913,864,631,434,6149,2980,5246,12414,13644,14321,14326,11975,6098,2131,83134
50103,5,4,11,22,45,63,149,247,123,671,0,0,17,13,8,12,16,16,10,98,88,66,156,225,313,321,317,242,73,1803,585,846,2006,2569,3214,3989,3684,1843,508,19246
50201,47,24,59,108,162,287,705,1020,571,2974,9,12,27,29,36,44,51,37,15,262,296,361,781,889,946,850,942,988,668,6718,2872,5306,10882,11898,13143,14328,14893,9240,3099,85660
50301,5,4,0,18,23,29,61,119,131,384,0,3,3,5,14,26,15,8,15,98,165,193,393,326,321,338,395,355,282,2776,2551,5220,6898,7727,9972,8868,7516,4980,2180,55910
50302,11,20,44,52,80,131,273,396,428,1424,0,17,71,54,37,69,51,80,108,489,133,583,1834,1124,785,690,700,516,353,6722,1894,8026,24314,18470,13376,11569,8894,4383,2225,93149
50401,23,14,81,130,189,310,529,740,484,2502,0,7,42,52,109,122,114,120,89,661,142,249,730,645,537,467,432,435,268,3907,1706,4965,13687,12919,10819,9703,8122,4613,1949,68491
50402,12,12,28,40,51,104,212,272,143,870,3,3,15,40,54,46,17,26,7,199,91,100,353,369,368,368,269,242,188,2343,1175,2329,4920,5532,6223,6220,4992,2669,870,34915
50403,41,37,193,296,367,461,709,662,350,3122,12,23,137,219,241,222,172,110,66,1209,350,452,1295,1163,1066,815,644,473,323,6575,4211,9241,22606,22261,19220,16198,10395,4950,1678,110753
50501,22,12,50,72,89,156,453,552,390,1807,8,3,33,32,42,53,46,68,46,325,197,269,697,765,814,716,676,606,438,5171,4256,9045,16389,21442,22824,21790,18149,7866,2789,124554
50502,23,39,239,330,417,563,1101,1756,1181,5651,12,16,178,280,294,316,295,283,231,1893,369,642,2162,1801,1265,1045,1020,1004,743,10044,4188,12029,34000,31840,26021,22246,18505,11990,5500,166320
50503,48,48,206,373,463,581,829,862,423,3835,11,32,160,317,392,378,263,143,79,1769,477,587,1462,1458,1378,1058,797,788,535,8540,6229,13368,28976,30785,28591,21703,14703,7770,2618,154731
50601,32,31,86,147,171,254,381,360,165,1621,0,11,59,84,80,92,71,55,23,477,294,306,817,837,662,528,391,333,182,4345,2499,5343,14125,15510,11037,9324,7012,3283,1006,69134
50602,16,14,67,103,126,152,313,453,311,1569,4,10,81,87,106,101,70,65,37,562,165,420,1154,871,652,571,435,323,244,4842,1578,5700,15705,12223,9066,7938,5784,2878,1318,62185
50603,21,29,104,144,211,281,452,530,335,2103,9,22,80,95,85,125,145,109,76,746,162,413,974,659,512,455,363,508,527,4568,2600,8088,15368,14284,11942,10266,8329,4841,2191,77916
50604,39,70,230,393,395,501,716,592,354,3294,8,39,266,336,349,291,212,129,78,1713,341,406,1088,1099,921,641,579,495,354,5920,3558,8405,17587,19833,16203,12922,10165,5157,1863,95694
50605,21,5,48,44,78,129,277,337,182,1119,0,3,27,53,48,42,33,28,24,259,121,133,350,390,342,353,269,282,198,2428,1590,3156,6446,7972,7880,7210,6223,3589,1290,45359
50606,7,7,17,27,37,58,102,120,53,434,0,3,6,15,19,12,9,6,3,81,64,85,261,254,247,193,121,91,38,1347,939,1741,4896,4779,4078,3403,2133,955,249,23169
50607,12,0,22,26,25,63,106,127,115,490,4,0,19,19,23,34,27,21,9,155,55,143,373,253,234,252,292,326,398,2330,1104,3460,6599,5718,5272,5152,4773,2503,1233,35811
50701,17,20,49,87,180,332,701,866,414,2670,7,14,38,48,65,90,105,127,94,584,200,331,898,868,685,554,530,509,357,4938,2825,7313,17640,18276,15513,12563,9057,4651,1782,89615
50702,9,4,16,15,41,63,186,351,226,903,0,4,13,6,19,24,32,37,51,179,82,138,419,354,350,293,296,274,292,2500,838,2156,5303,5443,5557,5528,4449,2403,1107,32791
50703,21,16,54,62,100,130,216,189,83,882,4,6,34,63,62,34,32,20,5,261,143,149,500,467,333,248,203,108,42,2194,1312,3019,7847,7706,5657,4133,2718,1305,416,34116
50704,14,15,26,54,50,132,333,518,479,1615,0,9,19,31,36,48,78,65,80,357,170,190,488,499,494,516,548,500,520,3917,2810,6368,11176,13735,14099,13406,12105,6766,3361,83829
50705,40,34,77,124,166,300,541,599,326,2213,6,10,30,49,66,50,57,45,15,327,388,622,1339,1249,1080,860,668,705,434,7345,4129,8105,18314,18376,17883,15552,10903,6204,2080,101553
50901,22,23,85,83,108,187,394,538,321,1745,5,12,38,50,75,48,55,26,29,347,237,174,500,544,620,687,655,513,296,4229,1697,2578,6315,6930,8007,9079,8126,4420,1642,48794
50902,13,18,59,60,100,198,428,541,281,1697,5,3,17,14,14,24,19,19,17,130,273,295,782,794,998,1052,905,645,232,5985,1369,2282,5553,6122,7533,9139,8072,3947,1196,45211
50903,11,3,11,15,28,46,136,192,119,557,0,4,0,10,3,10,9,9,9,58,91,108,214,259,291,324,289,191,80,1852,450,836,1943,2226,2589,2989,2561,1351,471,15416
51001,85,46,112,118,169,191,200,115,24,1059,12,9,21,26,47,44,63,60,21,307,311,375,1014,791,815,641,351,131,47,4464,1393,2224,6047,5263,4657,3766,1958,607,139,26057
51002,18,9,31,49,66,84,72,34,11,372,4,4,15,19,33,27,13,14,10,129,180,312,1161,1007,778,580,139,35,14,4203,706,1486,5384,4845,3497,2645,714,157,39,19479
