SA1_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
50101100101,134,129,266,11,10,22,4,0,4,0,0,0,0,0,0,0,0,0,17,16,24,0,0,0,0,0,0,0,0,0,0,0,0,20,16,33,0,0,0,0,0,0,28,25,57,26,18,45,182,179,361
50101100102,519,522,1040,27,43,69,7,16,20,11,9,11,0,3,5,0,0,0,71,77,147,0,0,0,0,0,0,0,0,0,0,0,0,95,100,191,4,5,4,0,0,0,124,148,268,76,71,147,715,740,1455
50101100103,165,177,335,18,16,38,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38,0,0,0,0,0,0,0,0,0,0,0,0,20,18,40,0,0,0,0,0,0,42,34,72,22,25,50,226,231,460
50101100104,155,176,330,20,24,42,0,0,0,0,0,0,0,0,0,0,0,0,17,19,37,0,0,0,0,0,0,0,0,0,0,0,0,14,19,37,0,0,0,0,0,0,41,40,83,18,19,39,219,237,453
50101100105,107,122,225,9,10,14,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,0,0,0,4,0,7,15,9,28,0,0,0,0,0,0,28,19,49,11,9,18,142,150,290
50101100106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
50101100107,167,156,328,11,9,20,0,0,0,0,0,0,4,0,8,0,0,0,23,19,46,0,0,0,0,0,0,0,0,0,0,0,0,28,25,55,0,0,0,0,0,5,45,32,74,24,12,38,230,203,434
50101100108,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100109,218,229,448,11,13,22,0,0,0,0,3,4,0,0,0,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,10,10,31,0,0,0,0,0,0,27,26,53,17,22,41,266,275,536
50101100110,97,99,199,4,4,9,0,0,0,0,0,0,0,0,0,0,0,4,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,11,17,26,0,0,0,0,0,0,15,19,34,8,11,15,119,132,246
50101100111,227,196,426,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,34,35,71,0,0,0,0,0,0,0,0,0,0,0,0,34,39,77,4,3,5,0,5,3,45,48,95,29,17,49,307,272,579
50101100112,167,155,316,8,9,17,0,0,0,4,0,5,0,0,0,0,0,0,12,14,24,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,0,0,0,0,0,0,26,26,51,30,26,55,227,197,425
