SA1_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
50101100101,4,0,5,0,0,10,25,19,6,0,7,18,0,0,16,3,27,206,4,303,0,0,0,0,0,0,0,0,0,0,0,0,44,48,34,23,13,0,7,18,0,4,26,3,28,212,46,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,35,15,11,0,11,11,0,4,24,3,28,166,4,268,0,0,0,0,0,0,0,0,0,0,0,4,38,46,33,16,13,0,7,18,0,4,24,3,28,172,45,315
50101100102,5,5,8,8,0,27,47,68,24,0,18,23,3,5,80,3,59,993,49,1302,0,0,0,0,0,0,0,0,3,0,0,8,131,143,59,73,23,3,23,28,8,10,92,7,64,1006,176,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,0,0,0,13,0,17,7,0,0,0,4,0,0,0,0,0,0,14,0,22,51,55,22,3,21,27,6,7,81,7,60,626,37,912,0,0,0,0,0,0,0,0,0,0,0,0,84,88,51,55,22,3,22,28,6,7,84,7,63,645,121,1026
50101100103,9,14,33,0,0,64,67,30,25,3,24,44,5,17,38,11,27,174,14,358,0,0,0,0,0,0,0,0,0,0,0,0,31,36,101,33,31,11,24,56,10,28,44,19,58,176,49,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0,6,8,0,0,4,0,5,6,0,28,13,5,6,0,6,6,0,0,4,0,5,6,0,27,91,33,30,8,19,44,4,23,43,17,44,146,13,366,4,0,0,0,0,0,0,0,0,0,0,4,28,40,101,34,31,11,24,56,10,28,44,19,53,155,40,427
50101100104,4,3,4,4,0,26,53,36,21,0,20,30,5,12,27,5,17,238,11,399,0,0,0,0,0,0,0,0,0,0,0,3,40,40,57,36,25,4,21,32,3,12,38,6,24,250,43,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,3,0,3,0,0,0,6,0,16,3,4,6,0,0,3,0,3,0,0,0,6,0,16,60,32,19,4,22,30,3,13,35,0,24,194,8,358,0,0,0,0,0,0,0,0,0,0,0,0,24,29,57,32,25,4,18,32,3,12,38,6,23,210,33,406
50101100105,4,0,9,0,0,16,33,18,15,0,10,18,3,7,22,6,24,155,15,264,0,0,0,0,0,0,0,0,0,0,0,0,11,11,39,18,17,5,11,27,3,7,28,7,31,155,19,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,9,0,0,3,0,0,3,3,0,0,0,0,0,4,9,34,11,17,5,14,20,3,3,21,7,28,140,8,247,0,0,0,0,0,0,0,0,0,0,0,0,10,10,39,18,17,5,11,27,3,7,20,7,31,140,17,266
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100107,7,3,7,0,0,16,52,30,20,5,17,27,3,9,32,3,21,225,15,392,0,0,0,0,0,0,0,0,0,0,0,5,29,34,61,29,26,5,19,30,3,9,36,3,28,224,42,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,0,0,0,0,4,0,11,58,26,23,0,19,29,3,9,35,3,29,178,13,343,0,0,0,0,0,0,0,0,0,0,0,10,29,34,61,26,26,5,19,31,3,9,36,3,30,193,42,387
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,6,0,4,0,0,13,41,23,23,0,13,8,3,9,39,5,38,326,22,483,0,0,0,0,0,0,0,0,0,0,0,5,33,42,43,26,24,0,11,16,3,6,43,0,33,337,52,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,7,0,17,0,0,7,0,0,0,0,0,4,0,3,6,0,17,43,25,20,0,10,16,3,3,40,0,35,255,15,406,0,0,0,0,0,0,0,0,0,0,0,0,28,28,43,25,24,0,12,16,3,6,43,0,36,267,44,457
50101100110,4,0,3,0,0,15,22,21,8,0,0,10,0,0,7,0,18,160,13,224,0,0,0,0,0,0,0,0,0,0,0,0,13,19,20,22,10,0,0,10,0,0,17,0,27,162,28,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,14,10,0,0,3,0,0,16,0,18,128,11,195,4,0,0,0,0,0,0,0,0,0,0,0,14,15,20,14,10,0,0,10,0,0,17,0,22,132,23,217
