SA1_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
50101100101,4,0,14,9,14,14,13,0,0,72,0,0,0,0,3,4,4,0,0,7,0,0,3,0,5,11,7,5,3,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,5,0,3,0,29,3,0,16,24,29,32,29,15,3,152,3,4,11,8,19,23,14,0,0,84,0,0,0,7,0,4,0,0,0,10,0,0,0,0,10,7,0,5,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,20,3,5,18,24,27,41,24,10,0,151,0,7,23,26,31,37,28,6,0,157,0,0,0,7,3,7,5,3,0,23,0,0,4,4,14,18,10,9,3,64,0,0,0,0,0,0,0,4,0,8
50101100102,0,14,33,97,65,25,22,3,0,268,0,0,5,17,12,5,9,4,0,57,6,0,3,18,20,19,10,7,0,85,0,0,0,5,0,6,0,0,0,15,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,8,7,17,14,8,0,0,0,44,9,16,53,155,103,61,42,14,9,466,5,7,63,140,78,37,22,8,0,359,0,0,5,15,8,8,9,0,0,37,0,0,3,9,14,16,12,4,3,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,10,19,5,5,5,0,0,43,10,7,75,182,105,71,49,10,3,516,5,22,94,236,143,67,50,13,3,627,0,0,8,38,23,12,12,4,0,98,6,0,8,33,29,36,23,14,3,150,5,0,0,5,0,3,6,0,0,16
50101100103,0,5,7,3,7,12,19,26,6,88,0,0,0,3,0,5,5,5,0,15,0,0,0,7,8,15,24,18,3,69,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,21,0,10,9,9,20,39,53,48,23,206,0,0,7,11,14,11,22,11,8,91,0,0,0,0,0,6,6,3,3,21,0,0,0,6,0,14,25,10,10,64,0,0,0,0,0,5,3,11,0,12,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,14,0,0,10,14,23,32,61,42,31,214,0,6,11,11,26,26,40,43,16,184,0,0,0,3,4,7,12,5,5,40,0,0,5,5,14,21,49,26,15,131,0,0,0,0,0,0,10,10,4,25
50101100104,0,3,11,10,6,9,21,12,6,69,0,0,0,3,5,5,4,4,0,24,0,0,6,3,10,13,13,9,0,59,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,4,0,25,0,3,18,23,24,29,46,30,12,192,5,3,12,17,10,18,14,15,3,100,0,0,0,0,0,8,11,0,0,22,0,0,4,0,6,10,15,8,8,49,0,0,0,0,0,3,4,6,3,16,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,15,3,9,17,21,25,38,48,27,17,211,5,14,22,26,20,22,30,26,7,169,0,0,0,3,3,18,9,3,0,44,0,0,9,4,14,25,31,14,3,111,0,0,0,0,0,3,8,13,3,22
50101100105,0,4,3,3,14,6,22,4,0,57,0,0,0,0,0,0,3,0,0,8,0,0,0,0,9,13,14,3,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,8,14,21,21,39,11,9,123,0,0,6,10,9,16,22,0,0,65,0,0,0,0,0,10,0,0,0,13,0,0,0,3,9,6,15,4,0,41,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,4,10,19,34,44,11,3,132,0,4,9,14,24,20,41,7,6,116,0,0,0,0,0,12,3,0,0,25,0,0,0,4,12,22,28,8,0,84,0,0,0,0,0,0,4,3,4,14
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,3,6,5,15,15,18,16,5,0,86,0,0,0,0,8,5,10,0,0,21,0,0,5,5,8,12,19,5,0,64,3,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,6,0,0,21,13,7,16,24,30,50,53,16,3,211,0,0,14,19,9,26,16,6,0,82,0,0,0,0,10,10,9,0,0,27,0,0,0,4,6,7,15,6,0,38,0,0,0,0,3,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,14,6,0,17,21,22,55,37,22,6,174,3,6,21,30,19,46,33,13,3,169,0,0,3,4,14,14,11,0,0,50,6,0,5,6,18,18,33,11,0,105,3,0,0,0,3,7,3,9,0,21
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,4,7,10,10,19,20,17,7,0,89,0,0,5,6,8,5,7,0,0,39,0,0,5,8,14,19,21,5,0,65,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,0,3,0,21,7,7,9,28,49,57,48,14,0,224,0,5,17,25,22,21,19,11,0,123,0,0,3,3,4,11,3,0,0,27,0,0,0,9,9,12,11,0,0,45,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,6,6,21,39,45,49,42,6,0,216,7,10,23,38,41,41,33,16,0,209,0,0,8,9,14,20,16,0,0,64,0,0,3,14,21,29,34,3,0,112,0,0,0,0,3,6,3,0,0,17
50101100110,0,0,9,6,12,15,9,0,3,64,0,0,0,8,0,3,0,0,0,12,0,0,4,0,4,6,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,16,8,20,29,18,3,3,107,0,10,8,14,11,14,15,4,0,74,0,0,0,0,5,0,4,0,0,10,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,15,13,15,18,20,14,0,109,3,6,18,15,22,33,26,3,3,134,0,0,4,8,5,3,0,4,0,20,0,0,5,4,7,12,6,0,0,30,0,0,0,0,0,0,0,3,5,11
