SA1_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
50101100101,50,0,0,0,0,50,23,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,28,8,0,0,0,0,8,3,0,0,0,0,3,119,0,0,0,0,121
50101100102,90,0,0,0,0,90,276,0,0,0,0,276,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,64,0,0,0,0,63,0,0,0,0,0,0,5,0,0,3,0,5,435,0,0,3,0,439
50101100103,117,5,0,0,0,123,18,0,0,0,0,24,20,0,0,0,0,20,0,5,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,37,7,13,0,0,0,19,11,0,0,0,0,10,190,27,0,0,0,216
50101100104,79,8,0,0,0,89,44,3,0,0,0,51,24,5,0,0,0,26,0,6,4,0,0,8,0,0,0,0,0,0,8,0,0,3,0,16,0,0,0,3,0,4,0,0,0,0,0,0,33,9,4,5,0,57,0,0,0,4,0,6,4,0,0,0,0,4,158,23,4,8,6,205
50101100105,77,0,0,0,0,77,21,0,0,0,0,21,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,127,0,0,0,0,127
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,93,0,0,0,0,93,31,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,31,0,3,0,0,33,6,0,6,0,0,14,3,0,0,0,0,3,167,0,5,0,0,179
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100109,73,0,0,3,0,79,61,0,0,0,0,61,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,26,7,0,0,0,0,7,0,0,0,0,0,0,38,0,0,0,3,44,7,0,0,0,0,10,4,0,0,0,0,4,188,0,0,5,3,194
50101100110,41,0,0,0,0,41,17,0,0,0,0,17,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33,12,0,0,0,0,12,4,0,0,0,0,4,104,0,0,0,0,108
50101100111,63,0,0,0,0,63,85,0,0,0,0,85,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,0,42,3,0,0,0,0,3,3,0,0,0,0,3,197,0,0,0,0,197
50101100112,71,0,0,0,0,71,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,25,6,0,0,0,0,6,3,0,0,0,0,3,33,0,0,5,0,33,5,0,0,0,0,8,3,0,0,0,5,8,140,0,0,9,5,152
50101100113,42,0,0,21,0,64,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,5,0,7,0,0,0,0,0,0,12,0,0,5,0,15,3,0,0,0,0,5,0,0,0,0,0,0,84,0,0,25,0,111
50101100114,61,4,0,0,0,70,100,0,0,0,0,101,19,0,0,0,0,20,0,3,0,0,0,3,0,6,0,0,0,6,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,3,191,16,0,0,0,214
50101100115,68,0,0,4,0,71,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,6,0,0,4,0,8,0,0,0,0,0,0,25,0,0,4,0,25,7,0,0,0,0,7,0,0,0,0,0,0,135,0,0,7,0,142
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,22,0,4,0,0,27,15,6,0,0,0,16,10,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,25,0,3,9,0,0,10,0,0,0,0,0,6,53,14,14,0,0,83
50101100302,40,0,0,0,0,39,48,0,0,0,0,46,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,5,114,3,0,0,0,116
50101100303,45,0,0,31,0,77,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,15,0,12,0,0,0,0,0,0,11,0,0,15,0,25,11,0,0,0,0,11,0,0,0,0,0,3,96,0,0,44,0,143
50101100304,35,0,0,0,0,38,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,79,0,0,3,0,81
