SA1_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
50101100101,0,6,0,6,0,13,0,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,3,3,6,0,9,0,0,0,0,3,0,3,4,4,44,26,51,6,134
50101100102,15,44,3,11,0,73,10,6,35,10,7,6,69,0,0,4,0,0,0,4,0,0,7,8,11,0,21,0,0,3,3,9,4,17,24,28,193,80,201,13,552
50101100103,0,0,0,4,0,5,0,0,0,7,6,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,0,11,19,32,3,75
50101100104,0,0,0,0,0,11,3,0,0,6,8,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,9,18,62,3,111
50101100105,0,3,0,0,0,8,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,21,17,29,3,79
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,4,0,0,0,9,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,13,59,9,114
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,4,10,0,0,0,17,3,0,8,0,9,0,25,0,0,0,0,0,0,4,0,0,0,0,8,0,14,0,0,0,0,4,0,6,8,4,37,30,87,13,173
50101100110,0,10,5,6,0,11,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,8,32,18,31,3,89
50101100111,3,6,10,6,0,26,3,7,6,0,4,0,15,0,0,3,0,0,0,3,0,0,0,0,6,0,10,0,0,9,0,6,0,10,15,11,62,32,90,7,211
50101100112,0,13,0,4,0,19,0,3,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,5,6,5,0,11,7,13,39,24,71,7,151
50101100113,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,9,28,9,57
50101100114,5,12,3,9,0,24,0,0,13,5,10,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,7,7,4,63,26,103,9,215
50101100115,0,5,0,5,0,11,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,5,0,0,6,8,9,5,28,17,65,5,127
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,5,8,0,29,11,29,0,71
50101100302,0,7,0,3,0,8,0,0,8,3,0,0,11,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,3,8,0,39,22,46,5,121
50101100303,0,3,0,7,0,3,0,0,9,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,32,19,32,8,97
50101100304,0,4,0,0,0,7,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15,11,38,5,75
50101100305,4,3,0,0,0,12,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,9,29,17,40,6,108
50101100306,0,5,0,0,0,8,0,4,4,3,8,0,21,0,0,0,4,0,0,5,0,0,0,0,9,0,13,0,0,0,0,3,0,6,5,5,39,33,100,11,180
50101100307,3,8,0,0,0,13,0,0,6,0,0,4,11,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,0,4,5,8,58,15,40,4,138
