SA1_CODE_2021,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
50101100101,3,3,7,11,0,4,4,0,0,4,0,5,0,8,17,23,0,4,9,5,8,13,3,5,9,8,0,9,0,6,9,18,24,47,5,4,10,3,7,11,4,0,4,0,0,0,5,0,3,19,11,31,0,3,3,0,3,6,0,0,4,4,0,4,0,0,5,6,6,15,0,0,0,0,0,5,0,3,3,6,0,6,0,3,3,4,3,14,7,3,12,3,0,4,0,0,0,0,0,0,0,0,0,182,178,363
50101100102,13,6,9,11,9,5,12,4,5,7,5,11,18,28,34,65,3,3,4,4,5,9,6,10,13,3,9,15,9,9,17,34,35,63,0,5,9,3,5,10,5,5,8,12,5,13,3,12,10,23,29,52,7,5,9,3,6,6,3,0,9,0,4,5,6,5,5,21,20,40,3,3,6,5,0,4,0,0,3,0,0,0,5,0,4,12,8,21,4,4,11,4,0,4,0,0,5,0,0,0,0,0,0,722,753,1478
50101100103,12,4,6,10,5,0,5,4,3,12,4,0,10,23,21,42,0,5,10,3,0,6,4,0,4,4,3,4,0,3,3,12,15,22,0,4,3,0,7,12,5,6,14,4,0,8,9,7,12,18,30,47,8,8,19,5,11,10,5,8,13,7,0,10,13,5,16,34,34,71,3,3,6,9,6,12,5,0,5,6,7,8,4,4,15,21,20,46,24,18,46,10,17,28,6,6,15,5,5,11,0,0,0,228,231,460
50101100104,10,0,3,7,3,0,7,4,3,5,0,0,0,16,8,24,0,5,9,0,9,7,0,6,11,6,7,12,9,4,9,17,29,46,3,5,6,6,0,8,4,5,11,4,6,13,10,0,11,24,23,49,7,3,9,4,7,9,3,7,5,3,4,9,4,6,13,23,29,51,6,0,10,0,3,7,7,4,8,3,9,11,0,3,4,22,20,38,14,16,23,12,11,26,0,6,6,0,0,0,0,0,0,223,237,459
50101100105,7,0,0,0,0,0,0,0,3,4,0,0,5,5,11,16,3,0,4,4,4,6,0,8,10,4,5,7,4,3,9,18,23,37,10,6,5,4,15,17,9,0,9,4,8,8,3,5,8,22,26,45,0,0,3,9,5,16,0,3,6,6,4,8,3,0,9,22,17,37,3,0,6,0,0,4,0,0,0,0,0,0,0,0,0,5,0,9,0,10,12,3,6,8,4,3,5,0,0,0,0,0,0,142,150,290
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
50101100107,8,0,3,9,5,6,5,5,4,8,0,4,4,15,18,33,4,5,10,4,8,9,15,4,17,4,8,11,7,5,17,34,30,65,5,0,6,4,6,7,5,3,8,0,10,7,3,0,5,16,20,39,3,6,5,11,0,13,5,7,10,8,7,11,7,3,7,26,22,47,0,6,3,0,4,3,4,4,5,3,0,0,4,3,3,10,14,26,6,7,14,3,0,3,0,0,0,0,0,0,0,0,0,230,203,434
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100109,8,0,7,10,9,3,9,4,9,12,9,5,17,30,26,52,5,4,7,3,8,15,7,4,11,3,7,9,7,4,12,25,24,52,0,3,9,6,7,12,3,0,3,5,4,11,8,6,13,27,27,55,6,5,13,4,0,7,5,0,5,0,0,0,0,4,8,21,12,34,0,0,3,5,0,10,0,3,3,0,0,0,0,0,0,14,5,16,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,268,273,541
50101100110,0,0,0,5,0,0,0,9,0,9,0,0,3,11,10,23,4,0,8,3,4,6,4,0,4,0,3,8,3,3,7,17,10,30,0,0,3,3,0,0,0,5,3,0,5,6,0,4,10,4,16,21,0,6,8,4,0,0,0,0,7,0,0,0,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,8,0,0,0,0,0,4,0,0,0,0,0,0,123,130,253
50101100111,12,5,0,3,6,3,3,3,4,13,3,8,11,22,23,41,0,10,14,0,15,16,4,3,6,10,0,16,9,0,6,21,28,50,0,0,5,0,0,3,5,5,6,0,10,7,6,4,12,13,17,25,11,0,9,3,4,7,0,0,0,5,7,10,0,0,4,19,11,32,0,4,5,0,0,4,0,0,0,3,0,4,0,0,0,9,8,13,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,311,275,586
50101100112,11,7,8,9,0,0,7,7,3,9,0,7,8,17,21,32,3,0,3,6,0,13,7,8,12,3,0,5,5,5,7,19,15,40,4,4,6,8,6,7,7,7,8,4,4,9,0,4,5,16,18,31,0,4,4,3,5,13,6,0,6,3,6,4,0,0,0,15,13,28,0,0,0,4,0,4,7,0,4,3,0,3,4,0,5,12,0,19,4,3,7,4,0,0,0,0,0,0,0,0,0,0,0,232,197,433
50101100113,5,4,3,8,5,0,4,0,5,8,5,5,5,14,18,27,0,0,0,0,8,5,0,0,5,4,4,7,3,7,10,12,16,26,7,6,13,3,4,3,0,3,8,6,0,12,0,3,3,16,18,36,6,0,7,0,0,3,5,0,5,6,3,9,0,0,0,11,8,19,6,5,7,3,5,9,0,0,0,0,0,0,0,0,0,7,11,19,4,3,7,0,0,0,0,0,5,0,0,0,0,0,0,117,135,247
