SA1_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
50101100101,0,0,0,3,5,9,0,0,0,3,5,9,0,0,0,10,4,22,0,0,0,15,12,24,0,0,0,12,6,18,0,0,0,10,10,15,0,0,0,5,17,17,5,0,5,8,17,25,0,0,0,0,4,7,0,0,0,0,5,10,0,0,0,12,4,10,0,4,4,11,7,13,0,0,0,7,10,20,0,0,0,7,10,20,0,0,0,6,13,16,0,5,10,16,11,25,0,0,0,7,12,16,0,0,0,13,12,20,0,0,0,14,4,19,0,0,0,14,4,19,0,0,0,8,16,30,4,6,9,12,21,35,0,0,0,11,12,23,3,0,3,8,17,23,0,0,0,17,23,38,4,0,6,18,24,47,0,0,0,37,31,71,4,3,11,45,38,77,3,3,3,159,156,317,25,17,44,182,178,363
50101100102,3,0,4,62,58,115,3,4,10,68,57,130,0,0,3,72,72,140,13,6,24,86,85,168,0,0,0,72,56,131,11,10,18,89,65,150,0,0,0,29,31,61,0,4,4,29,35,64,0,0,0,16,7,19,5,0,5,16,7,25,0,0,0,16,23,38,0,3,0,17,28,43,0,0,0,35,41,75,9,4,9,43,46,89,0,3,3,62,75,137,4,10,12,64,91,157,0,0,3,73,86,163,8,6,21,90,94,182,0,0,0,51,53,106,6,6,6,58,55,114,0,0,0,44,43,93,4,5,7,49,51,100,0,0,0,28,34,57,0,0,7,28,34,65,0,0,0,29,32,60,0,3,4,34,35,63,0,0,0,61,65,124,0,4,3,61,64,125,10,9,17,647,679,1326,72,62,135,722,753,1478
50101100103,0,0,0,4,5,5,0,3,3,4,3,9,0,0,0,10,0,11,0,0,0,10,0,12,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,5,0,6,0,0,0,10,0,10,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,9,3,6,0,0,0,8,3,13,0,0,0,5,8,12,0,0,0,5,8,12,0,0,0,3,7,14,0,0,0,4,11,14,0,0,0,9,4,13,0,4,4,9,12,14,0,0,0,15,18,29,4,0,4,16,14,33,0,0,0,20,17,39,4,3,8,23,21,42,0,0,0,12,16,22,0,0,0,12,15,22,0,0,0,124,129,250,4,3,13,130,135,261,0,0,0,213,214,427,15,19,35,228,231,460
50101100104,0,0,0,12,6,19,0,0,3,12,10,27,0,0,0,9,9,14,0,5,5,9,10,20,0,0,0,7,6,11,5,0,3,12,9,21,0,0,0,0,4,10,0,0,0,0,10,10,0,0,0,3,6,10,0,5,5,3,9,14,0,0,0,6,6,14,0,0,0,6,6,14,0,0,0,11,9,18,0,0,0,10,7,21,0,0,0,11,9,20,3,0,4,9,9,22,0,0,0,8,7,14,0,0,3,6,12,16,0,0,0,5,8,16,0,0,3,7,9,19,0,0,0,11,13,22,4,0,3,17,18,28,0,0,0,16,8,24,0,0,0,16,8,24,0,0,0,16,27,42,0,0,6,17,29,46,0,0,4,83,83,168,8,3,13,93,93,184,8,0,4,194,218,410,25,25,43,223,237,459
50101100105,0,0,0,5,3,6,0,0,0,3,3,9,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,6,3,11,0,0,0,6,3,11,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,3,0,4,0,0,0,6,0,3,0,0,0,0,7,7,0,0,0,0,4,6,0,0,0,3,4,8,0,0,0,3,4,8,0,0,0,3,4,9,0,0,0,7,4,15,0,0,0,8,3,9,0,0,0,8,3,9,0,0,0,10,18,21,0,0,0,10,18,25,0,0,0,5,11,16,0,0,0,5,11,16,0,0,0,18,23,37,0,0,0,18,23,37,0,0,0,55,61,120,3,6,4,64,61,123,0,0,0,127,149,273,10,3,13,142,150,290
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
50101100107,0,0,0,6,6,13,0,0,0,6,6,13,0,0,0,6,6,16,0,0,0,6,6,16,0,0,0,3,13,20,0,0,0,3,13,20,0,0,0,12,4,22,0,4,4,14,7,21,0,0,0,7,0,5,0,0,0,7,0,5,0,0,0,3,4,10,0,3,4,5,7,14,0,0,0,9,10,15,0,0,3,12,14,19,0,0,0,17,11,26,0,0,0,17,11,26,0,0,0,9,9,19,3,0,3,8,9,20,0,0,0,15,13,25,0,0,0,15,12,27,0,0,0,16,12,23,5,0,4,20,8,30,0,0,0,13,16,29,0,4,3,15,18,33,0,0,0,30,29,59,3,0,5,34,30,65,0,0,0,67,57,118,3,3,7,73,60,128,0,0,0,206,190,396,21,18,40,230,203,434
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
50101100109,0,0,0,9,7,17,0,0,0,13,7,20,0,0,0,10,17,23,0,4,4,10,20,27,0,0,0,18,17,33,0,5,4,17,23,42,0,0,0,12,11,23,0,0,0,14,11,26,0,0,0,8,6,12,0,0,0,7,6,18,0,0,0,3,11,15,0,0,0,3,6,14,0,0,5,3,13,18,0,0,0,6,13,20,0,0,0,9,17,27,0,0,0,12,15,29,0,0,0,20,19,34,0,3,5,19,23,43,0,0,0,18,14,35,0,0,0,19,19,35,3,0,7,18,24,42,4,0,7,28,26,54,0,0,0,27,23,51,4,0,6,30,26,52,0,0,0,25,25,46,4,5,5,25,24,52,0,0,0,63,48,114,0,7,5,64,52,121,6,5,12,242,249,489,23,19,38,268,273,541
50101100110,0,0,0,8,6,13,0,0,0,8,10,11,0,0,0,3,7,14,0,0,0,3,7,14,0,0,0,6,8,7,0,0,0,6,8,7,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,10,6,0,0,0,0,10,11,0,0,0,4,5,11,0,0,4,7,4,14,0,0,0,3,7,17,0,0,0,6,9,20,0,0,0,3,7,12,0,0,0,3,7,12,0,0,0,6,12,15,0,0,0,6,12,15,0,0,0,8,5,14,0,0,5,10,3,18,0,0,0,8,13,23,0,0,0,7,13,18,0,0,0,11,10,23,0,0,0,11,10,23,0,0,0,17,7,26,0,0,0,17,10,30,0,0,0,25,28,54,0,0,0,25,36,59,0,0,0,115,120,236,7,8,18,123,130,253
