SA1_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
50101100101,182,178,363,3,5,9,23,17,42,8,17,25,0,5,10,16,18,30,24,24,41,29,27,54,32,41,75,29,24,48,15,10,22,3,0,4,165,163,324,23,14,34,0,3,6,0,0,0,0,0,0,3,3,3,126,126,257,33,27,60,143,144,291,11,7,21,155,158,307,0,0,0,23,16,41,5,11,16,0,0,0,6,8,12,72,87,156,15,10,22,36,30,70,6,3,16,5,0,7,0,0,0,144,143,293,43,31,79
50101100102,722,753,1478,68,57,130,174,148,324,29,35,64,16,7,25,53,75,131,155,182,342,103,105,207,61,71,132,42,49,92,14,10,30,9,3,9,641,687,1329,87,65,144,10,9,17,0,0,0,0,0,0,10,9,17,519,553,1074,126,135,266,614,644,1256,36,42,81,603,625,1229,18,17,37,143,136,273,22,27,48,6,0,3,10,41,47,268,363,627,67,44,105,92,74,164,16,14,28,5,3,11,0,0,0,599,646,1240,63,61,123
50101100103,228,231,460,4,3,9,12,12,19,3,5,6,10,0,10,9,10,15,9,14,29,20,23,45,39,32,71,53,61,116,48,42,90,23,31,53,201,211,415,21,22,44,0,0,0,0,0,0,0,0,0,0,0,0,153,153,305,56,54,105,206,212,415,7,3,5,207,213,414,0,0,4,12,12,22,3,0,3,0,0,0,3,3,6,88,91,184,16,22,40,69,61,128,4,12,25,8,9,18,0,0,0,180,200,380,40,33,68
50101100104,223,237,459,12,10,27,13,20,34,0,10,10,3,9,14,18,17,38,23,21,39,24,25,51,29,38,66,46,48,98,30,27,63,12,17,28,192,215,411,29,23,50,7,0,4,0,0,0,0,0,0,8,0,4,166,178,339,35,47,85,197,218,414,7,4,7,183,215,397,3,0,5,10,18,27,3,0,6,0,0,0,4,0,3,73,100,174,24,25,45,59,51,111,9,16,22,6,3,12,0,0,0,182,208,384,58,41,99
50101100105,142,150,290,3,3,9,4,7,16,6,3,11,5,0,5,8,4,13,14,10,23,21,19,39,21,34,53,39,44,85,11,11,21,9,3,18,120,129,254,25,18,40,0,0,0,0,0,0,0,0,0,0,0,0,103,109,211,30,35,65,129,135,266,4,9,14,127,138,266,0,0,0,4,7,16,3,5,7,0,0,0,0,7,7,55,61,121,7,11,26,41,44,83,9,6,17,5,0,8,0,0,0,122,131,251,14,15,34
50101100106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
50101100107,230,203,434,6,6,13,12,17,29,14,7,21,7,0,5,16,17,30,24,21,48,30,22,57,50,55,96,53,37,85,16,22,37,3,6,7,191,175,364,41,28,71,0,0,0,0,0,0,0,0,0,0,0,0,156,134,291,61,54,110,204,183,387,9,9,18,196,176,371,0,0,0,12,17,28,3,0,10,3,0,3,8,10,12,86,84,172,21,28,52,66,44,103,14,10,24,4,0,4,0,0,0,187,174,365,12,11,21
50101100108,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
50101100109,268,273,541,13,7,20,24,42,68,14,11,26,7,6,18,9,21,34,28,39,65,49,45,86,57,49,106,48,42,90,14,6,27,0,0,0,235,245,486,37,22,61,6,5,12,0,0,0,0,0,0,6,5,12,201,186,386,43,59,104,236,238,477,8,8,19,227,230,456,0,0,5,26,32,61,13,4,18,0,0,0,0,6,8,89,123,209,37,29,67,68,43,119,11,8,19,4,0,4,0,0,0,221,228,454,46,51,96
50101100110,123,130,253,8,10,11,7,18,25,4,0,4,0,10,11,16,15,29,8,13,24,20,15,37,29,18,48,18,20,39,3,14,14,3,0,3,101,123,226,20,9,27,0,0,0,0,0,0,0,0,0,0,0,0,90,94,183,22,29,55,106,109,220,7,11,16,109,113,213,0,0,0,9,18,24,4,4,3,0,3,3,0,8,8,64,74,134,12,10,20,19,10,31,5,4,11,0,0,0,0,0,0,101,117,220,12,17,35
50101100111,311,275,586,32,12,41,43,43,83,13,8,26,7,3,6,27,37,60,60,57,121,45,23,65,45,48,93,29,30,59,10,8,17,0,0,0,269,244,517,43,29,73,4,6,8,0,0,0,0,0,0,6,6,12,215,175,391,67,80,144,261,227,492,17,20,37,256,224,481,7,5,12,40,34,74,9,5,14,5,0,5,0,11,14,120,130,250,24,26,48,49,37,94,4,4,8,4,0,9,0,0,0,252,243,494,31,32,68
50101100112,232,197,433,20,6,23,42,21,63,6,7,19,0,3,9,15,19,33,33,30,61,26,25,54,32,39,75,31,31,61,21,8,26,5,0,3,212,175,384,26,16,42,0,0,0,0,0,0,0,0,0,0,0,0,153,130,286,46,37,82,199,166,362,7,6,15,191,162,354,8,3,4,29,16,49,7,3,10,0,0,0,4,7,11,79,100,182,19,14,30,44,27,75,8,3,12,3,3,5,0,0,0,192,166,362,43,43,87
50101100113,117,135,247,4,4,10,5,17,21,0,0,3,3,0,6,4,7,14,13,6,18,15,26,37,20,34,49,30,24,53,11,13,22,6,6,6,103,119,223,13,11,27,5,0,11,0,0,0,0,0,0,5,0,11,84,88,174,25,26,54,107,116,226,3,5,7,102,110,211,3,0,0,3,11,19,3,0,4,0,0,0,4,5,5,50,47,91,7,12,20,29,38,70,4,5,15,3,4,3,0,0,0,107,114,225,7,10,22
50101100114,314,334,648,20,23,44,59,56,116,16,12,23,13,9,14,24,31,59,52,59,113,56,49,109,39,45,84,23,30,47,12,7,22,7,7,12,281,311,592,33,19,55,4,0,6,0,0,0,0,0,0,4,0,6,223,219,441,46,69,112,263,283,547,9,16,25,266,271,530,7,5,12,48,43,95,9,5,16,0,4,4,7,8,15,113,147,261,24,24,45,51,44,101,11,5,18,0,3,4,0,0,0,262,290,557,31,36,66
50101100115,190,208,400,6,12,18,21,30,54,11,14,19,8,3,8,11,23,32,22,35,59,33,25,59,29,35,66,35,27,65,12,8,20,0,6,6,159,188,341,33,22,60,5,4,9,0,0,0,0,0,0,5,4,9,150,148,294,32,41,74,167,182,351,11,7,15,172,181,352,0,6,6,21,29,50,4,10,16,4,0,4,0,7,9,73,84,157,18,26,42,44,30,79,3,9,8,0,0,0,0,0,0,156,172,322,26,38,62
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,107,113,218,3,4,11,10,9,15,4,10,14,3,3,9,9,17,23,13,13,28,10,14,20,21,12,39,14,16,25,12,19,31,5,9,16,83,95,183,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,69,84,157,21,24,41,90,103,197,0,0,4,81,103,181,0,0,0,10,9,15,0,5,8,0,0,0,0,3,3,44,54,103,12,7,18,21,21,37,5,0,6,0,8,3,0,0,0,78,87,165,29,43,75
50101100302,160,173,334,13,5,17,32,31,73,13,7,26,3,6,12,11,12,19,23,37,62,28,23,50,16,18,34,16,15,31,4,12,22,0,0,0,141,170,305,23,3,25,6,0,5,0,0,0,0,0,0,6,0,5,128,136,263,22,35,59,144,153,299,7,16,26,144,158,303,0,0,5,36,34,72,7,8,17,0,0,0,5,14,20,66,84,148,19,7,23,20,26,46,5,3,9,0,0,0,0,0,0,143,167,306,3,7,10
50101100303,167,174,346,4,7,16,18,13,29,9,7,20,3,4,9,11,6,16,13,16,33,28,29,57,27,34,64,34,30,67,22,13,30,5,3,6,148,150,306,16,23,36,0,0,0,0,0,0,0,0,0,0,0,0,125,116,240,37,42,79,159,156,311,0,8,9,156,148,300,0,3,3,18,15,26,5,0,10,0,6,4,3,4,6,78,67,150,12,27,31,44,34,75,8,11,16,7,3,8,0,0,0,149,147,299,10,20,30
50101100304,137,130,265,8,7,16,21,23,34,9,13,23,5,0,9,14,16,26,13,19,33,19,19,40,22,11,39,20,17,37,9,11,17,0,0,0,127,125,253,10,9,21,0,0,4,0,0,0,0,0,0,0,0,4,97,93,195,17,20,40,122,111,234,3,3,4,114,112,218,3,0,4,12,18,33,5,12,19,0,0,0,4,5,10,44,49,90,15,13,21,27,25,53,11,0,15,7,0,8,0,0,0,113,109,223,17,15,32
50101100305,157,149,305,3,19,23,17,14,36,7,3,15,6,7,11,15,17,32,20,19,36,25,20,43,27,22,54,20,20,37,8,3,16,6,0,6,144,136,278,10,19,26,0,0,0,0,0,0,0,0,0,0,0,0,109,113,222,24,23,47,130,130,262,3,5,9,126,127,253,0,9,9,12,11,31,5,4,13,0,0,0,0,0,0,66,70,127,11,10,24,22,26,47,9,3,13,5,0,5,0,0,0,122,127,245,30,22,52
50101100306,241,252,497,13,12,28,28,35,60,13,17,32,3,13,17,24,29,51,32,33,66,31,35,70,51,41,95,32,25,50,9,11,20,3,0,0,214,233,445,25,19,47,0,0,3,0,0,0,0,0,0,0,0,3,206,209,409,26,35,61,224,230,459,7,8,13,225,229,456,6,0,6,28,31,58,6,7,19,0,4,4,0,7,8,79,103,186,23,30,53,69,55,127,12,3,16,9,6,8,0,0,0,214,229,443,4,11,12
50101100307,166,159,324,11,6,15,22,21,51,9,8,12,4,0,8,9,16,24,22,21,44,25,21,45,30,26,57,23,24,51,12,12,17,0,0,0,140,140,274,25,21,49,0,7,6,0,0,0,0,0,0,0,7,6,115,106,217,50,34,86,147,136,283,10,13,20,148,138,288,0,0,9,22,18,44,6,5,11,0,0,0,3,11,14,90,92,183,13,8,17,25,16,42,0,0,0,3,0,3,0,0,0,139,126,259,18,31,41
50101100308,222,208,429,5,5,7,38,20,60,8,14,20,6,0,5,13,10,23,28,25,53,37,35,74,47,43,93,38,31,65,9,10,23,0,0,0,179,190,368,39,18,65,0,3,3,0,0,0,0,0,0,0,3,5,158,146,302,46,51,101,200,184,384,5,12,18,199,184,386,0,0,3,38,19,56,3,10,19,3,0,3,3,4,6,106,115,220,25,17,39,30,30,58,8,8,15,0,0,0,0,0,0,179,181,358,12,17,31
50101100310,218,209,420,8,9,23,24,20,41,17,10,22,6,0,4,16,13,31,19,26,45,29,28,56,35,44,77,41,33,76,13,16,33,0,0,4,194,185,376,28,22,47,0,0,0,0,0,0,0,0,0,0,0,0,153,152,309,54,44,102,202,193,392,8,14,20,194,184,376,8,0,5,18,20,37,9,6,14,0,0,0,0,9,9,107,94,202,19,15,35,39,49,88,7,8,11,0,3,4,0,0,0,187,186,373,46,38,91
50101100311,170,171,345,9,13,17,33,32,67,4,6,17,0,0,0,17,11,31,23,41,60,23,23,45,25,23,45,22,15,34,8,10,20,0,0,0,137,144,282,40,34,64,0,0,0,0,0,0,0,0,0,0,0,0,126,134,264,21,24,51,146,157,306,3,9,10,144,151,298,0,0,3,36,30,62,3,9,10,0,0,0,3,8,10,67,82,144,9,13,24,24,16,41,5,9,8,0,0,7,0,0,0,140,153,284,4,8,18
50101100312,173,170,338,5,9,15,12,19,35,9,5,14,4,5,9,12,13,24,26,29,56,22,14,38,27,20,47,24,31,57,18,21,37,3,9,13,142,145,295,26,17,45,0,0,0,0,0,0,0,0,0,0,0,0,133,124,255,28,36,61,160,148,306,3,10,13,157,150,308,3,0,3,12,20,32,4,0,6,0,0,0,6,3,8,74,79,153,16,16,35,36,25,58,10,9,17,3,6,3,0,0,0,143,144,289,21,58,83
50101100313,139,146,283,7,17,30,13,10,25,0,6,7,6,11,13,34,27,63,28,19,50,14,10,23,6,15,23,16,18,36,4,5,13,4,6,12,122,126,254,9,18,30,4,0,3,0,0,0,0,0,0,4,0,3,96,100,198,30,35,65,114,128,237,11,10,18,111,129,234,0,4,9,13,10,25,0,5,5,0,0,0,4,4,13,61,77,141,14,10,24,23,15,36,0,6,5,0,9,8,0,0,0,109,118,229,45,32,80
50101100314,137,121,252,16,8,20,14,11,26,11,4,15,0,3,4,17,16,31,10,18,29,15,15,30,27,26,53,16,12,31,0,6,7,3,0,6,114,110,226,22,11,28,0,0,0,0,0,0,0,0,0,0,0,0,95,89,186,24,26,54,121,109,224,3,3,12,121,108,227,5,0,8,14,14,29,11,6,13,0,0,3,0,9,7,52,65,112,12,13,29,27,17,45,3,4,8,0,0,0,0,0,0,107,105,220,22,21,46
50101100315,234,220,456,10,13,13,44,37,76,12,6,20,14,9,22,13,12,35,33,33,65,38,33,73,28,34,64,34,26,58,14,11,20,0,3,3,215,205,420,16,17,38,4,0,7,0,0,0,0,0,0,4,0,7,168,158,323,38,45,81,194,184,379,6,12,26,200,184,384,3,3,3,39,30,65,4,8,14,5,4,9,0,12,14,97,117,211,12,16,26,31,22,52,9,5,16,3,5,7,0,0,0,187,183,375,82,85,164
50101100316,172,164,334,9,5,12,22,22,43,9,9,14,0,0,0,16,19,31,20,27,44,32,24,54,28,40,63,29,24,56,8,3,9,0,0,3,154,145,302,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,124,106,235,32,39,77,154,141,292,7,15,23,153,142,293,6,0,3,23,19,39,11,4,12,0,0,0,5,6,10,78,94,177,19,11,24,28,23,54,0,0,0,3,0,0,0,0,0,159,148,310,16,14,32
50101100317,255,228,484,12,8,21,42,34,73,17,14,32,7,8,20,14,17,31,12,27,43,53,50,107,43,42,90,34,24,59,12,4,11,3,0,9,224,213,442,27,14,43,0,0,3,0,0,0,0,0,0,0,0,3,192,171,363,49,51,97,231,215,443,11,8,22,223,208,437,3,0,4,39,28,70,13,12,20,4,0,0,3,6,11,106,134,242,15,17,32,52,21,77,9,4,8,7,0,5,0,0,0,221,221,441,42,42,89
50101100319,163,168,328,7,9,14,10,13,25,7,3,17,0,0,4,12,11,23,9,12,25,21,23,43,26,31,55,41,37,73,25,23,44,8,7,13,127,140,259,39,30,66,0,0,0,0,0,0,0,0,0,0,0,0,115,126,239,34,31,73,145,159,299,6,3,10,136,149,287,3,0,4,11,13,17,5,3,9,0,0,0,0,0,6,83,93,178,10,10,20,29,30,58,7,0,6,0,7,0,0,0,0,124,141,264,24,31,58
50101100320,314,364,672,27,20,45,46,57,102,13,16,30,12,6,17,19,35,51,49,61,114,42,45,81,41,43,85,46,55,97,22,24,42,0,5,5,275,323,597,38,39,75,4,9,9,0,0,0,0,0,0,7,9,12,222,248,469,72,92,169,275,324,593,19,19,44,268,317,585,7,6,14,46,55,105,9,14,24,3,3,8,10,11,16,154,190,342,26,30,54,41,53,85,3,3,7,0,0,0,0,0,0,265,318,583,36,26,63
50101100321,282,280,558,7,12,25,61,67,128,31,17,38,7,3,8,14,9,25,35,46,86,54,47,97,29,31,60,24,29,59,12,7,21,5,0,5,236,244,478,50,33,84,4,3,6,0,0,0,0,0,0,4,3,6,209,209,416,45,47,93,251,252,503,4,13,24,254,252,507,3,11,8,65,69,126,21,9,28,0,4,7,0,5,10,118,129,241,18,25,42,39,28,71,7,9,14,0,0,0,0,0,0,222,242,461,19,13,34
