SA1_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
50101100101,19,12,13,12,22,15,11,4,0,108,6,4,4,4,0,4,6,9,0,36,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,6,4,3,4,0,7,16,9,3,47,3,5,0,3,6,8,4,3,0,25,24,16,16,24,29,32,29,15,3,182,21,17,9,17,20,21,14,0,0,114,3,0,0,0,3,10,4,5,0,30,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,5,3,0,3,3,0,3,0,7,11,7,5,0,47,0,0,4,5,6,6,4,0,0,22,24,20,18,24,27,41,24,10,0,178,40,25,23,29,40,40,23,11,0,225,6,5,4,8,6,14,15,6,4,67,0,0,4,0,0,7,3,3,0,16,0,0,0,0,0,0,0,0,0,9,6,5,6,6,11,25,19,9,4,92,0,0,3,7,10,13,6,6,0,46
50101100102,194,33,40,112,83,37,20,8,0,519,15,6,3,20,8,14,9,3,0,90,0,0,0,0,0,0,10,8,0,20,0,0,0,0,0,0,0,0,4,3,15,6,6,22,14,12,16,8,4,113,38,5,8,22,13,10,3,0,0,94,239,45,53,155,103,61,42,14,9,722,175,29,47,130,68,36,29,0,0,525,8,5,18,22,26,16,12,7,0,116,0,3,3,3,3,0,5,0,3,24,0,0,0,0,0,3,0,3,0,5,9,10,17,24,26,26,13,13,3,144,23,0,5,26,8,12,0,0,0,80,209,40,75,182,105,71,49,10,3,753,368,63,91,247,152,71,49,8,0,1038,29,9,22,42,35,30,20,9,0,203,0,3,4,3,5,5,12,7,6,41,0,0,0,0,0,3,0,0,4,12,27,19,24,46,41,40,36,18,8,257,57,8,15,44,23,20,3,0,0,176
50101100103,13,4,5,3,12,18,19,16,6,94,0,0,0,9,3,4,28,13,5,65,0,3,0,0,0,5,5,4,3,27,0,0,0,0,0,3,4,8,4,16,0,0,0,9,3,13,37,29,11,109,3,0,4,0,3,4,0,0,6,25,13,8,9,9,20,39,53,48,23,228,9,3,5,4,13,22,31,13,6,102,0,0,0,7,6,7,15,11,9,64,0,0,0,0,0,3,16,11,4,26,0,0,0,0,3,0,3,4,6,17,0,0,0,7,6,15,28,24,23,110,3,0,0,3,7,0,3,6,0,23,14,3,10,14,23,32,61,42,31,231,17,9,10,7,27,34,46,32,7,199,0,0,3,15,10,13,36,23,20,125,0,3,0,0,0,12,19,14,6,58,0,0,0,0,3,6,4,15,12,38,0,0,3,15,14,21,66,55,39,215,6,0,0,3,8,4,6,3,8,49
50101100104,19,5,21,13,11,17,19,13,4,123,3,0,3,0,8,12,17,11,3,50,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,3,5,4,4,10,3,0,3,4,8,13,20,20,8,74,9,4,0,4,5,0,6,0,0,27,28,7,18,23,24,29,46,30,12,223,18,15,13,12,15,20,26,11,8,137,0,0,3,4,8,9,16,8,5,57,0,0,0,0,0,3,0,3,3,18,0,0,0,0,0,0,7,0,3,8,0,0,3,3,9,16,22,16,11,86,0,0,0,4,0,4,3,0,0,19,24,15,17,21,25,38,48,27,17,237,46,20,25,24,24,36,45,27,9,257,5,0,8,3,14,26,26,19,5,108,0,0,0,3,0,3,8,14,3,30,0,0,0,0,0,4,8,5,4,21,5,0,8,7,13,30,40,38,16,160,12,6,0,3,8,0,11,0,4,43
50101100105,15,7,3,8,9,13,22,7,0,87,0,0,0,0,0,6,13,0,0,28,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,0,0,7,0,0,0,0,6,6,14,5,4,39,0,0,0,0,3,0,4,0,0,16,12,8,8,14,21,21,39,11,9,142,7,3,4,9,15,22,21,6,0,86,3,0,0,4,3,5,12,0,4,37,0,0,0,0,0,5,3,0,3,11,0,0,0,0,0,0,4,6,0,6,5,0,5,4,3,8,17,3,7,55,0,0,0,0,4,0,0,0,0,12,13,9,4,10,19,34,44,11,3,150,19,11,7,19,24,31,45,14,0,173,3,4,0,0,8,8,24,3,5,63,0,0,0,0,0,5,3,7,3,23,0,0,0,0,0,0,6,4,0,11,5,4,5,0,12,17,32,10,14,98,3,0,3,0,9,0,9,0,0,19
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,16,16,11,18,17,18,14,4,0,120,0,0,4,7,7,12,22,7,0,60,0,0,0,0,0,4,3,0,3,12,0,0,0,0,0,0,4,0,0,7,0,0,4,10,7,22,30,11,3,80,0,0,3,3,6,10,3,0,0,27,22,21,16,24,30,50,53,16,3,230,15,0,11,18,15,26,15,9,6,114,4,4,0,3,3,11,12,4,0,41,0,0,3,0,0,3,7,5,0,25,0,0,0,0,0,0,5,3,0,7,4,0,3,3,6,20,18,13,0,69,5,4,0,0,0,3,3,0,0,17,26,8,17,21,22,55,37,22,6,203,38,21,18,38,33,47,33,14,6,237,7,4,4,9,15,27,32,10,0,100,0,0,3,0,0,9,6,7,3,34,0,0,0,0,0,0,8,4,0,21,7,0,3,11,15,40,48,27,3,154,3,0,11,3,9,13,9,0,0,42
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,31,18,15,24,34,33,27,3,0,182,4,3,0,0,7,12,16,0,0,42,0,0,0,0,0,0,9,4,0,14,0,0,0,0,0,0,0,0,0,4,4,3,0,0,8,13,22,6,0,53,6,0,0,3,8,5,0,6,0,31,41,22,9,28,49,57,48,14,0,268,42,17,10,23,24,25,17,7,0,173,0,0,6,8,12,12,12,0,0,47,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,9,7,20,20,18,3,0,76,11,0,0,0,0,5,6,0,0,27,47,21,21,39,45,49,42,6,0,273,75,34,27,48,56,66,47,11,0,353,4,0,8,7,18,24,26,7,0,93,0,0,0,0,4,10,8,0,0,26,0,0,0,0,0,0,3,0,0,12,4,0,5,12,25,29,38,7,0,131,9,0,0,8,10,8,7,6,0,52
50101100110,6,3,11,7,11,17,12,7,0,87,5,0,0,5,0,3,7,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,7,0,0,23,0,0,0,0,5,3,0,0,0,14,15,3,16,8,20,29,18,3,3,123,20,7,12,12,10,7,13,6,0,79,0,0,0,3,7,7,7,7,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,10,7,3,0,37,0,5,0,0,0,0,0,0,0,9,22,9,15,13,15,18,20,14,0,130,27,11,25,23,26,29,29,3,3,170,3,0,0,5,4,15,10,5,0,42,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,3,0,0,3,0,6,8,7,15,11,9,4,59,3,5,3,0,9,0,4,0,0,28
