SA1_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
50101100101,96,97,190,17,17,31,0,0,0,0,0,0,0,0,0,0,0,0,30,36,69,0,0,0,0,0,0,0,0,0,0,0,0,38,41,73,0,3,6,0,0,0,60,58,116,25,18,49,180,176,357
50101100102,289,295,577,78,69,141,9,8,17,3,4,10,4,6,7,5,7,6,170,195,368,0,0,0,0,6,3,0,0,4,0,0,0,190,230,418,27,36,61,7,5,11,294,336,631,68,67,140,655,690,1347
50101100103,117,128,249,29,23,53,0,0,0,0,0,0,3,0,4,0,0,0,51,50,95,0,0,0,0,0,0,0,0,0,0,0,0,55,52,104,4,0,4,0,0,0,90,79,163,19,21,39,221,230,452
50101100104,111,106,220,29,46,75,0,0,3,0,0,0,0,0,0,0,0,0,35,46,84,0,0,0,3,0,6,0,0,0,0,0,0,45,45,89,4,0,4,0,6,8,74,101,173,23,23,46,211,230,434
50101100105,60,74,134,21,25,49,0,0,0,0,0,0,0,5,9,0,0,0,32,41,74,0,0,0,0,0,0,0,0,0,4,0,7,36,40,82,5,5,4,0,0,0,64,70,133,12,4,17,136,149,280
50101100106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
50101100107,123,121,243,24,20,38,0,0,0,0,4,0,0,0,5,0,0,0,42,40,81,5,0,6,4,0,0,0,0,0,0,0,0,50,51,96,4,4,5,0,0,0,76,68,141,24,13,32,226,197,418
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,0,0,4
50101100109,154,142,300,23,25,45,0,0,0,0,4,4,0,0,0,0,0,0,48,66,115,0,0,0,4,3,5,0,0,0,0,0,0,57,70,126,3,7,14,0,4,4,79,100,186,20,16,38,258,266,524
50101100110,63,61,128,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,26,29,59,0,0,0,0,0,0,0,0,0,0,0,0,30,33,68,0,3,7,0,0,0,41,46,88,10,10,19,113,124,238
50101100111,115,98,217,17,16,30,0,0,0,0,3,4,3,0,3,0,0,0,95,98,189,0,0,0,0,0,0,0,0,0,0,0,0,98,110,204,17,13,32,5,6,7,130,142,272,29,27,51,280,256,538
50101100112,110,94,206,11,11,25,0,0,5,4,0,3,0,0,0,0,0,0,52,53,99,0,0,0,0,0,0,0,0,0,0,0,0,51,56,111,7,7,16,0,0,0,70,72,145,32,23,55,216,193,406
50101100113,76,94,170,7,5,15,0,0,0,0,0,0,0,0,3,0,0,0,14,18,30,0,0,0,0,0,0,0,0,0,0,0,0,21,19,37,0,0,0,0,0,0,23,22,50,9,10,15,113,127,236
50101100114,139,135,274,21,27,51,3,6,14,4,0,3,0,0,0,0,0,0,68,81,148,0,0,4,0,0,0,0,3,4,0,0,0,75,99,179,16,7,22,0,0,4,119,131,256,38,44,80,294,305,601
50101100115,102,119,228,27,23,48,0,0,0,4,0,4,0,0,0,0,4,3,25,29,53,0,0,0,0,0,0,0,0,0,0,0,0,31,39,64,0,7,7,0,0,0,62,60,120,19,17,36,185,199,384
