SA1_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
50101100101,7,0,0,4,0,0,0,0,0,14,0,0,3,0,3,0,0,5,0,13,9,0,17,0,6,0,6,6,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,39,24,22,13,12,0,6,21,7,134
50101100102,5,5,5,4,0,0,0,0,0,30,9,6,8,9,5,4,0,4,0,45,15,3,86,16,11,5,16,15,4,171,0,0,0,5,3,6,0,0,0,16,0,0,0,9,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,75,154,109,70,50,33,25,35,3,552
50101100103,5,0,0,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,8,5,0,14,7,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,18,9,3,4,0,4,0,75
50101100104,5,0,0,4,0,0,0,4,0,12,3,0,0,0,3,0,0,0,0,7,4,0,16,6,3,6,9,7,0,52,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,20,13,20,11,10,9,9,16,0,111
50101100105,0,6,0,0,5,0,0,0,0,3,0,0,0,4,0,4,0,0,0,7,0,0,16,4,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,19,20,7,8,9,0,4,0,79
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,6,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,11,6,4,12,8,5,3,0,8,0,53,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,29,17,18,10,4,8,3,22,0,114
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,3,0,0,0,3,0,5,3,0,18,4,3,3,6,0,0,0,4,0,15,9,3,35,6,3,0,6,11,0,70,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,36,35,34,19,14,3,8,17,0,173
50101100110,3,0,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,5,0,7,5,0,4,4,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,16,11,5,3,4,10,3,89
50101100111,3,3,0,4,0,0,0,0,0,14,0,3,4,5,0,0,0,0,0,17,7,0,31,11,4,7,13,5,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,22,48,46,24,14,19,14,16,0,211
50101100112,7,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,11,9,3,14,6,5,8,6,8,7,58,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,42,33,22,14,15,11,6,11,8,151
50101100113,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,8,4,5,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,14,6,9,4,0,8,0,57
50101100114,0,0,0,0,3,4,0,0,0,9,0,0,0,3,3,0,0,0,0,19,8,0,39,14,6,0,5,11,3,93,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,23,40,48,26,31,13,15,25,3,215
50101100115,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,10,17,0,17,9,4,0,0,8,0,53,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,46,22,24,11,16,4,0,17,0,127
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,5,0,9,5,0,3,0,3,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,12,5,3,4,0,6,3,71
50101100302,0,0,0,0,0,3,0,4,0,8,3,0,3,6,0,5,0,0,0,9,0,0,18,9,3,4,5,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,24,29,12,15,14,5,12,5,121
50101100303,3,0,0,0,5,0,0,3,0,9,3,0,0,4,3,0,0,0,0,12,4,0,7,6,3,0,5,3,0,26,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,23,24,14,10,13,0,3,11,0,97
50101100304,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,11,4,0,0,9,0,0,32,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,11,7,7,5,6,0,3,75
50101100305,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,6,0,8,0,0,0,3,9,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,26,14,10,7,3,4,14,0,108
50101100306,3,6,0,0,3,0,0,0,0,12,9,0,0,0,0,0,0,0,0,12,15,0,29,8,8,0,17,7,5,91,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,41,29,35,13,13,10,15,16,5,180
50101100307,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,5,7,0,4,0,0,8,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,46,17,7,13,0,0,15,5,138
50101100308,5,6,5,0,0,0,0,3,0,21,3,5,0,0,4,0,0,4,0,16,3,3,16,0,5,0,6,7,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,21,39,26,13,13,10,11,15,0,151
50101100310,0,0,0,3,0,0,0,0,0,11,12,0,0,0,0,5,0,0,0,19,5,0,23,5,0,0,0,3,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,20,31,29,14,16,20,4,8,0,143
50101100311,4,6,0,0,0,0,0,3,0,10,4,6,0,0,0,0,0,0,0,12,8,0,19,4,4,0,0,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,22,34,21,6,14,7,6,10,6,124
