SA2_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
501011001,0,0,0,0,5,3,4,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,21,0,4,10,9,0,4,48,0,0,0,0,0,0,0,3,26,5,12,8,12,8,4,75
501011003,0,0,0,0,0,0,4,6,0,4,3,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,7,10,7,12,0,3,73,0,0,0,0,0,0,0,4,39,10,10,7,13,3,8,97
501011004,0,0,0,0,0,0,6,8,0,8,0,4,4,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,16,36,21,14,16,9,3,0,98,3,5,0,0,0,0,0,14,46,37,17,25,17,11,13,156
501011293,0,0,0,0,0,3,5,14,6,0,9,3,3,4,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,6,0,9,5,3,7,4,4,31,0,0,0,0,0,0,0,0,8,6,6,0,3,0,0,29,76,26,17,11,11,4,0,151,8,3,0,3,0,0,0,15,99,53,31,18,24,16,10,247
501011294,0,0,5,0,3,0,7,19,21,8,10,11,6,6,0,56,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,7,0,0,0,0,7,0,9,15,0,0,0,0,4,5,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,11,13,9,9,9,8,0,4,54,0,0,0,0,0,0,0,6,6,4,3,7,11,0,4,38,124,66,27,29,17,14,6,274,29,8,6,0,9,6,0,45,183,84,52,43,40,29,28,451
501021005,0,0,4,4,3,8,6,25,14,17,3,9,3,3,3,61,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,20,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,23,12,8,12,0,0,66,0,0,0,0,0,0,0,0,23,10,0,3,4,0,3,41,166,56,44,39,23,9,3,347,10,9,0,3,0,0,3,27,216,111,63,63,40,25,18,541
501021007,0,0,0,4,0,0,6,12,5,0,6,3,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,4,5,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,45,11,12,8,7,3,0,84,3,6,0,0,0,0,0,11,58,13,19,13,12,9,5,134
501021008,0,0,5,4,4,0,10,23,10,12,7,11,10,3,4,63,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,0,0,7,3,0,11,5,27,0,0,0,0,0,6,8,19,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,7,6,19,11,6,10,7,3,57,0,0,0,0,0,0,0,4,5,4,4,0,5,4,3,24,81,40,25,15,20,0,3,181,14,17,51,35,13,10,6,139,115,92,91,61,50,35,29,469
501021009,0,0,0,0,3,16,9,19,6,8,8,12,0,3,0,45,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,5,10,6,8,6,25,0,0,0,0,0,5,11,12,0,0,0,0,0,0,0,3,0,0,0,0,3,7,5,9,7,6,3,3,4,11,4,38,0,0,0,0,0,0,3,3,8,5,3,0,0,6,4,29,97,60,22,21,11,5,4,225,13,6,0,0,0,4,0,25,132,81,44,42,21,33,21,374
501021010,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,30
