SA4_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
501,3352,1842,2212,2394,2559,2497,1966,1169,523,18519,35758,18883,19854,23043,24778,23636,18205,8847,3317,176328,188,76,203,307,297,236,173,33,6,1522,1782,1179,826,1738,3482,4822,5638,3692,1273,24429,0,0,0,0,0,0,0,0,0,0,585,256,216,375,425,396,397,187,56,2907,4,0,3,0,0,0,0,0,0,11,5415,2842,2453,3739,4419,4562,3940,2070,763,30201,98,39,19,68,68,71,130,88,28,612,65,31,33,56,71,102,78,52,21,512,174,116,108,159,162,180,194,98,36,1218,129,85,40,66,74,59,47,22,4,519,36,27,17,40,69,84,76,71,16,436,14,0,4,8,0,0,0,0,0,31,78,37,39,64,104,157,138,79,32,720,210,96,80,129,123,149,122,71,22,1005,218,92,95,174,260,407,504,292,82,2121,14,10,8,30,34,52,61,32,14,254,98,46,48,79,70,95,97,75,28,637,194,139,114,234,430,777,1030,727,288,3926
502,1488,963,1034,1101,1196,1176,1120,735,326,9135,17558,10949,10361,11111,12582,12390,12174,7192,2418,96738,119,80,99,204,197,148,101,21,6,969,1076,873,551,998,2033,2955,4161,3255,1060,16969,0,0,0,0,0,0,0,0,0,0,451,250,152,254,232,236,271,195,57,2095,5,0,0,0,0,3,7,4,0,22,2649,1737,1287,1696,2074,2502,2556,1537,449,16481,28,9,15,20,11,26,38,41,3,195,32,24,32,23,59,40,62,29,7,309,131,86,75,100,113,119,156,73,24,880,81,51,47,36,30,36,47,14,5,354,28,19,11,32,38,60,74,40,17,316,5,0,0,6,0,0,0,0,0,17,38,36,25,31,78,108,110,90,28,538,250,130,100,141,150,135,93,58,11,1073,87,57,62,82,169,278,455,325,114,1615,3,4,0,6,13,34,61,52,19,193,21,6,4,16,20,13,29,25,8,139,104,77,60,114,184,365,614,445,147,2117
503,2403,2461,4535,2687,2315,2064,1476,856,545,19341,25988,22801,32155,23009,21879,18668,13383,7459,3958,169299,569,524,1493,1310,664,432,421,161,36,5609,2217,1817,1023,1713,3021,3168,3316,2549,1138,19959,0,0,0,0,0,0,0,0,0,0,180,186,209,229,176,139,154,82,40,1382,0,0,0,0,0,0,0,0,0,0,5519,4298,4341,4337,4898,4567,3396,2186,1278,34814,101,52,28,79,68,63,54,31,12,482,515,306,328,392,429,454,367,230,198,3216,30,19,32,45,48,49,27,25,9,279,3,4,12,12,8,12,5,5,4,67,44,47,21,50,94,76,50,38,20,442,19,16,33,16,24,7,3,4,0,129,82,80,107,124,114,122,78,57,23,783,122,128,156,155,108,79,77,30,9,868,132,103,161,186,263,323,349,241,118,1874,8,10,4,9,20,7,21,9,4,96,20,20,27,17,15,8,16,5,4,131,287,255,190,262,462,598,602,472,232,3370
504,4106,3078,4561,3970,3473,2663,1875,1061,682,25474,48461,31974,39378,36001,34775,28000,19083,9583,3766,251020,815,652,1020,1342,1193,1058,691,221,70,7060,2502,1810,1379,2168,3855,4755,4451,3058,1044,25015,0,0,0,0,0,0,0,0,0,0,868,485,523,559,577,484,399,197,72,4175,39,44,54,17,22,11,4,0,0,190,10411,6642,6208,7535,7851,7332,5760,3184,1209,56118,114,98,63,89,144,105,121,78,19,825,532,345,351,494,503,422,384,204,87,3325,161,102,90,146,152,158,159,98,40,1113,120,73,73,92,75,96,64,29,13,631,65,28,34,60,102,82,90,59,24,547,121,36,41,77,56,26,3,6,0,376,247,175,205,213,239,276,222,117,58,1751,753,372,416,463,369,338,228,78,29,3049,219,118,169,241,346,530,551,337,106,2616,34,20,26,33,48,75,75,59,33,403,122,93,88,76,82,71,55,33,21,642,271,200,185,299,418,542,649,417,149,3145
505,8345,5601,7771,6532,6076,4947,3376,2007,1249,45899,105561,68563,82319,76725,73100,57893,40521,21602,8827,535114,1718,1388,2255,2819,2225,1771,1275,360,133,13947,5754,4769,3022,5204,9597,10547,10607,7136,2808,59437,0,0,5,0,5,4,3,0,0,27,2069,1240,1080,1264,1501,1105,863,507,166,9805,9,0,7,5,4,0,3,4,6,40,22642,14168,12888,16179,16795,15398,12420,7208,2864,120573,230,151,81,189,174,209,263,195,72,1560,1699,1179,1112,1519,1615,1584,1273,788,394,11155,312,205,213,306,314,369,305,189,90,2298,415,242,215,216,190,143,161,80,31,1691,104,62,70,114,172,172,195,155,46,1093,393,187,174,242,169,138,63,25,9,1391,549,349,325,509,585,581,448,257,119,3710,1528,932,962,1042,919,818,582,227,44,7058,609,434,364,619,991,1266,1280,844,357,6766,27,24,29,29,50,91,127,108,34,516,182,100,100,130,105,94,84,44,13,847,872,537,402,769,1043,1343,1620,1152,486,8211
506,7864,5991,8653,6764,5760,4814,3403,2124,1455,46823,92953,67297,83212,68858,61191,51683,36330,18742,8080,488357,2394,1887,3211,3916,2660,1947,1529,482,121,18152,3272,2767,2166,3563,6352,8276,8927,5945,2292,43560,3,0,0,0,0,0,0,0,0,4,1907,1273,1225,1331,1297,1113,920,529,194,9787,173,128,130,133,70,49,49,23,11,766,16786,11297,9934,12711,12691,11472,9858,5285,2108,92150,209,151,108,156,168,166,200,102,39,1307,373,264,255,420,364,300,316,136,55,2484,197,152,179,264,282,283,252,158,59,1822,203,162,111,140,118,136,121,55,11,1051,87,86,73,127,150,174,172,122,49,1053,299,132,136,207,127,69,32,24,4,1029,485,386,426,452,486,488,416,230,102,3478,1686,964,927,1143,939,768,507,208,43,7186,1505,915,786,977,1101,1284,1254,830,316,8965,29,32,23,42,75,90,132,76,42,534,511,258,270,312,286,191,214,133,84,2272,813,576,457,757,958,1225,1406,986,346,7521
507,6581,5059,6704,5526,5237,4188,2967,2037,1379,39687,79801,51978,59253,56907,55164,44329,30876,17424,7598,403336,797,629,929,1533,1285,921,885,245,61,7266,3769,2985,2168,3726,6811,8299,8206,5618,2352,43934,0,0,0,0,0,0,0,0,0,0,1341,791,692,893,894,863,625,366,140,6607,52,46,42,35,19,27,12,5,7,257,17508,11183,9272,12028,13086,11768,9335,5442,2211,91835,111,104,74,78,107,135,137,136,34,913,498,323,331,461,527,452,390,193,73,3244,296,178,164,280,287,253,237,134,33,1863,217,140,112,131,111,115,64,32,11,923,106,103,71,103,179,165,131,106,47,1017,87,22,32,72,27,21,12,4,0,286,346,225,282,329,397,380,330,171,59,2519,1125,578,615,702,634,467,304,137,30,4588,794,446,425,647,873,1123,1155,771,334,6569,46,29,31,52,58,94,113,71,23,508,157,81,68,143,89,77,68,34,11,723,632,428,366,641,877,1133,1292,926,412,6689
509,2768,1526,2007,2038,2333,2469,1998,1032,423,16588,25242,13242,14110,15690,19431,20615,16104,8082,2841,135356,89,58,113,143,187,148,109,31,10,891,1327,796,660,1308,2486,3878,4586,2836,1069,18929,0,0,0,0,0,0,0,0,0,0,660,335,341,359,381,416,446,271,102,3315,130,86,104,75,45,42,38,12,9,539,2696,1385,1521,2011,2502,2986,2566,1351,463,17485,102,71,42,57,77,102,86,55,13,600,33,20,37,26,42,39,40,26,4,259,98,51,61,87,107,131,136,96,35,801,21,22,12,20,29,28,40,13,0,198,40,27,22,39,65,91,121,55,24,481,12,0,11,5,0,0,3,0,0,38,41,39,43,41,69,109,128,75,41,583,121,42,66,80,72,107,78,30,6,597,246,146,139,136,247,407,439,292,105,2149,5,8,11,11,28,74,87,57,17,294,100,69,66,68,73,70,93,70,23,623,233,148,110,238,463,854,971,704,310,4022
510,2901,1700,3985,3144,2530,1515,465,131,46,16417,20441,10102,20348,16764,13704,8916,2759,704,186,93920,145,80,189,295,189,112,33,4,0,1058,612,294,437,745,952,1022,453,175,20,4712,0,0,0,0,0,0,0,0,0,0,274,116,175,181,172,119,56,16,0,1114,0,0,0,0,0,0,0,0,0,6,3774,1736,2470,2822,2314,1708,663,202,41,15728,26,19,11,25,27,20,10,0,0,135,43,22,45,55,44,43,11,0,0,256,62,20,42,44,48,30,9,3,0,260,34,11,40,24,32,21,10,0,0,178,60,39,53,54,36,40,19,3,0,305,4,0,4,6,0,0,0,0,0,17,335,214,172,225,202,172,86,25,4,1436,264,135,128,166,134,95,31,11,0,963,62,33,58,78,98,145,67,30,3,560,3,0,6,7,14,7,7,0,0,54,77,54,51,58,55,29,17,6,0,359,182,92,145,174,211,208,99,26,9,1144
511,3102,1847,2668,2338,2362,2027,1199,515,188,16241,24520,13865,16753,15904,17291,14884,9583,4365,1408,118568,131,89,151,257,233,141,80,11,5,1102,876,613,579,985,1953,2674,2533,1484,528,12229,0,0,0,0,0,0,0,0,0,0,286,158,154,157,198,214,118,53,16,1352,4,3,0,5,5,4,0,0,0,19,3909,2302,2285,2505,3072,2977,2167,1165,369,20754,111,67,52,51,87,96,83,31,15,603,25,14,22,36,48,46,22,13,9,231,86,43,51,64,102,96,85,53,17,583,86,43,54,38,30,35,24,5,0,325,84,47,34,60,88,106,107,52,18,600,5,3,4,5,0,4,0,0,0,26,84,56,55,85,91,106,101,58,29,666,234,93,76,162,155,159,101,41,9,1030,89,38,67,99,147,290,306,168,44,1242,12,8,10,15,22,38,53,22,3,173,137,82,59,88,86,90,53,29,16,646,210,112,103,180,291,492,508,303,86,2284
