LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA55460,0,0,..,8,5,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,4,..,17,0,22,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,19,0,17,0,17,..,65,6,72,0,78,..,3,0,3,165,170,1268,70,9,77,168,1517,2603,..,..,..,..,2603,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,3,0,3
LGA55530,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,30,29,155,0,0,4,30,185,343,..,..,..,..,343,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA55600,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,4,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,42,4,46,4,40,..,10,0,10,135,144,946,44,4,44,138,1133,1931,..,..,..,..,1931,..,11,0,11,0,11,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,6,0,6
LGA55670,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,12,0,12,0,14,..,0,0,0,69,67,246,11,0,11,70,327,508,..,..,..,..,508,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0
LGA55740,0,0,..,30,4,35,0,35,..,34,0,34,0,37,..,12,6,13,0,15,..,0,0,0,0,0,..,5,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,16,0,20,0,20,..,21,3,24,0,24,..,17,4,22,0,22,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,15,0,21,0,21,..,9,0,9,0,9,..,9,0,9,0,9,..,39,0,39,0,39,..,52,4,57,0,57,..,7,0,7,0,7,..,12,6,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,128,5,142,7,148,..,640,51,691,12,698,..,19,3,21,218,240,3876,660,57,716,228,4818,7397,..,..,..,..,7397,..,19,0,21,0,21,..,30,3,36,0,36,..,9,0,12,0,12,..,54,0,54,0,54,..,144,23,166,0,166
LGA55810,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,12,0,12,..,0,0,0,139,139,138,8,3,11,139,290,304,..,..,..,..,304,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0
LGA55880,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,15,15,197,7,0,7,15,219,409,..,..,..,..,409,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA55950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,26,26,233,3,0,3,26,265,501,..,..,..,..,501,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA56090,0,0,..,48,4,60,0,55,..,137,7,145,0,145,..,39,3,43,0,43,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,11,0,11,..,6,5,11,0,11,..,42,0,46,0,46,..,18,0,18,0,18,..,12,0,15,0,15,..,5,0,3,0,3,..,5,3,4,0,9,..,21,0,21,0,21,..,14,0,14,0,14,..,59,3,62,0,62,..,25,0,24,0,24,..,121,3,126,0,126,..,43,0,45,0,45,..,8,0,8,0,8,..,58,14,65,0,69,..,0,0,0,0,0,..,16,5,20,0,21,..,229,18,243,3,251,..,1108,96,1203,14,1218,..,65,0,66,701,766,16846,1173,99,1268,712,18832,33392,..,..,..,..,33392,..,86,5,91,0,93,..,10,3,12,0,12,..,43,0,48,0,45,..,16,0,16,0,16,..,96,45,137,3,138
LGA56160,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,0,0,0,4,4,37,8,0,8,4,50,83,..,..,..,..,83,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0
LGA56230,0,0,..,6,0,5,0,5,..,20,3,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,6,0,6,0,6,..,27,0,26,0,26,..,8,0,8,0,8,..,55,3,60,0,60,..,6,0,6,0,6,..,0,0,0,0,0,..,27,0,30,0,30,..,0,0,0,0,0,..,9,5,15,0,15,..,44,3,51,0,52,..,283,21,304,0,305,..,64,0,63,538,605,8182,347,24,371,541,9090,16182,..,..,..,..,16182,..,99,0,99,0,99,..,3,0,3,0,3,..,11,0,11,0,15,..,11,6,17,0,17,..,21,0,27,0,27
LGA56300,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,26,0,25,0,25,..,0,0,0,91,91,634,26,0,25,91,751,1294,..,..,..,..,1294,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4
LGA56370,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,25,0,25,0,24,..,0,0,0,52,52,300,25,0,25,51,371,624,..,..,..,..,624,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA56460,0,0,..,8,0,13,0,13,..,10,0,10,0,10,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,0,38,0,38,..,4,0,4,0,4,..,25,0,21,0,21,..,3,0,4,0,4,..,64,5,70,0,70,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,9,0,9,..,32,0,40,4,38,..,197,14,209,4,213,..,3,8,7,240,249,1965,201,19,218,246,2427,3848,..,..,..,..,3848,..,59,0,59,0,59,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,3,0,3,..,20,0,20,0,20
LGA56580,0,6,..,126,8,130,0,130,..,79,0,80,0,80,..,46,3,48,0,48,..,0,0,0,0,0,..,13,0,19,0,19,..,0,0,0,0,0,..,22,0,22,0,21,..,40,6,42,0,42,..,36,3,38,0,38,..,25,0,26,0,26,..,27,0,24,0,24,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,85,3,90,0,90,..,9,0,9,0,9,..,21,0,21,0,21,..,120,3,124,0,124,..,37,4,42,0,42,..,40,0,43,0,43,..,19,3,21,0,21,..,4,0,3,0,3,..,46,4,53,0,53,..,157,4,162,6,173,..,1705,150,1855,18,1874,..,31,0,31,300,329,9016,1733,150,1887,320,11211,18036,..,..,..,..,18036,..,56,0,56,0,56,..,49,0,48,0,49,..,0,0,0,0,0,..,283,18,300,0,305,..,765,150,908,8,918
LGA56620,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,528,34,568,13,576,..,540,38,579,13,587,..,11,0,11,40,51,64,552,39,588,50,697,135,..,..,..,..,135,..,0,0,0,0,0,..,0,0,0,0,0,..,991,77,1071,19,1090,..,0,0,0,0,0,..,0,0,0,0,0
LGA56730,0,0,..,14,3,21,0,21,..,8,0,8,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,14,0,20,..,0,0,0,0,0,..,17,3,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,5,3,0,3,..,31,4,41,0,41,..,12,0,12,0,12,..,36,0,37,0,37,..,9,0,9,0,9,..,84,7,94,0,91,..,5,0,5,0,5,..,4,0,4,0,4,..,8,3,11,0,11,..,0,0,0,0,0,..,5,6,11,0,11,..,54,7,62,0,63,..,282,46,329,4,336,..,9,3,12,524,535,4752,290,48,339,525,5619,9341,..,..,..,..,9341,..,26,0,28,0,28,..,14,4,13,0,13,..,29,0,31,0,35,..,9,7,15,0,15,..,12,7,19,0,19
LGA56790,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,14,0,14,..,41,4,46,0,46,..,9,0,6,189,194,1277,52,4,55,186,1522,2708,..,..,..,..,2708,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,6,0,6
LGA56860,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,27,27,88,9,0,9,27,120,190,..,..,..,..,190,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0
LGA56930,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,88,5,97,0,99,..,0,0,0,32,33,780,92,5,101,33,912,1377,..,..,..,..,1377,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,27,8,33,0,33
LGA57000,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,5,..,11,0,7,0,14,..,0,0,0,54,54,168,11,0,7,58,239,405,..,..,..,..,405,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10
LGA57080,0,54,..,598,34,631,4,633,..,108,6,116,0,114,..,135,74,211,0,206,..,5,0,7,0,7,..,178,27,199,3,204,..,7,0,7,0,11,..,57,7,62,0,62,..,114,20,134,0,131,..,49,3,48,0,52,..,153,8,160,0,163,..,90,10,104,0,104,..,0,0,0,0,0,..,30,7,35,0,35,..,76,4,77,0,77,..,221,16,239,4,242,..,94,0,98,0,98,..,88,6,94,4,92,..,476,25,506,5,511,..,335,25,356,4,364,..,91,0,91,0,90,..,134,24,153,0,155,..,10,0,8,0,8,..,168,38,205,0,204,..,372,27,401,9,411,..,4957,610,5566,50,5621,..,60,3,63,1069,1131,6717,5016,622,5634,1122,13471,14938,..,..,..,..,14938,..,112,3,117,0,119,..,258,21,282,5,286,..,22,0,22,0,22,..,569,107,674,3,685,..,2054,331,2390,8,2398
LGA57140,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,22,0,21,0,21,..,8,0,8,33,39,442,28,0,30,33,502,931,..,..,..,..,931,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0
LGA57210,0,0,..,0,0,4,0,4,..,0,0,5,0,5,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,6,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,5,9,0,9,..,0,0,0,0,0,..,8,0,8,0,10,..,5,0,5,0,5,..,16,5,22,0,22,..,7,0,5,0,5,..,0,0,0,0,0,..,3,4,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,45,17,60,0,60,..,139,30,167,3,173,..,5,0,5,255,263,2181,141,30,169,262,2610,4425,..,..,..,..,4425,..,24,0,25,0,25,..,0,0,0,0,0,..,8,0,12,0,12,..,0,0,0,0,0,..,10,0,12,0,12
LGA57280,0,5,..,85,14,100,0,96,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,12,0,12,..,9,0,9,0,9,..,6,0,9,0,9,..,7,0,8,0,8,..,7,0,7,0,7,..,8,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,76,4,73,0,73,..,46,7,53,0,53,..,104,10,108,6,112,..,134,16,148,0,148,..,361,30,388,8,397,..,7,4,12,0,14,..,4,5,12,0,12,..,62,3,65,0,69,..,0,3,8,0,8,..,23,0,29,0,29,..,273,16,293,4,300,..,1033,96,1132,15,1147,..,87,9,97,1010,1111,5200,1127,100,1229,1031,7449,10907,..,..,..,..,10907,..,89,0,92,0,92,..,30,0,30,0,30,..,303,27,329,7,331,..,23,5,23,0,23,..,60,8,70,0,75
