POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
501011001,26,0,0,26,0,26,0,0,0,0,0,0,0,0,19,0,0,19,0,22,0,0,0,3,0,0,0,0,6,0,0,6,0,6,0,4,0,4,3,0,0,3,0,0,0,0,0,7,0,10,0,12,10,3,0,10,0,0,0,0,0,20,3,6,0,11,0,0,0,3,0,5,0,5,0,14,7,43,0,54,8,19,0,28,0,7,0,14,12,102,13,60,0,77,21,22,0,47,61,13,0,79,11,214
501011003,69,0,0,69,0,72,0,6,0,6,0,0,0,0,55,0,0,55,0,65,4,11,0,15,3,0,0,3,9,0,0,9,0,25,3,12,0,14,5,5,0,8,0,0,0,0,0,25,12,27,0,39,27,9,0,34,0,0,0,0,0,82,6,14,0,16,3,15,0,15,0,3,0,10,0,40,24,66,0,93,23,63,0,80,0,27,0,28,24,227,43,135,0,188,60,93,0,148,213,31,0,248,29,616
501011004,64,0,0,64,0,68,0,6,0,9,0,0,0,0,57,0,0,61,0,69,0,4,0,4,0,0,0,0,10,0,0,10,0,16,0,10,0,10,0,0,0,0,0,0,0,0,0,12,8,11,0,20,6,5,0,6,0,0,0,0,0,35,0,20,0,21,9,9,0,10,0,0,0,0,0,32,12,77,0,92,16,49,0,67,4,20,0,26,16,197,22,137,0,158,31,62,0,90,190,25,0,207,15,481
501011293,105,0,0,105,0,110,0,5,0,5,0,0,0,0,124,0,0,131,0,134,8,20,0,27,4,0,0,8,16,0,0,18,0,54,7,13,0,18,4,0,0,4,0,0,0,0,0,24,11,33,0,43,25,15,0,46,0,0,0,0,0,88,8,19,0,22,14,3,0,20,0,5,0,5,0,49,11,66,3,84,15,51,0,59,7,24,0,31,13,190,46,157,3,207,68,68,0,138,357,36,0,392,21,750
501011294,66,0,0,66,0,75,5,5,0,3,0,0,0,0,73,0,0,73,0,80,7,16,0,20,3,0,0,3,12,0,0,12,0,41,4,5,0,12,0,0,0,0,0,0,0,0,0,16,8,28,0,36,14,5,0,24,0,0,0,3,0,61,8,6,0,15,15,10,0,28,0,4,0,6,0,53,22,74,0,101,27,82,0,106,0,26,0,26,15,240,60,140,0,199,64,98,0,160,230,35,0,265,20,642
501021005,53,0,0,53,0,60,0,3,0,4,0,0,0,0,71,0,0,71,0,70,0,7,0,6,5,0,0,5,13,0,0,13,0,21,0,9,0,9,5,0,0,5,0,0,0,0,0,12,5,16,0,22,23,0,0,24,0,0,0,0,0,46,6,13,0,19,5,7,0,17,0,4,0,4,0,39,7,49,0,58,14,34,0,53,4,7,0,11,3,130,26,93,0,125,48,51,0,105,188,12,0,204,3,436
501021007,14,0,0,14,0,13,0,0,0,0,0,0,0,0,15,0,0,15,0,11,0,5,0,5,5,0,0,5,4,0,0,6,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,5,0,8,9,4,0,12,0,0,0,0,0,18,3,8,0,10,0,0,0,4,0,0,0,0,0,9,0,18,0,16,3,11,0,12,0,6,0,6,4,49,8,36,0,42,21,14,0,33,41,8,0,49,8,130
501021008,36,0,0,36,0,41,3,0,0,3,0,0,0,0,50,0,0,50,0,53,0,0,0,4,0,0,0,0,4,0,0,4,0,10,4,4,0,3,7,7,0,15,0,0,0,0,0,18,4,11,0,21,24,10,0,35,3,0,0,0,0,52,4,10,0,9,4,15,0,20,0,4,0,4,0,35,12,52,0,63,29,126,0,156,3,13,0,18,9,238,27,76,0,103,66,160,0,220,126,18,0,143,8,478
501021009,30,0,0,32,0,36,0,3,0,9,0,0,0,0,30,0,0,30,0,41,3,8,0,10,0,0,0,0,5,0,0,9,0,20,8,8,0,19,5,0,0,5,0,0,0,0,0,26,11,16,0,23,9,4,0,18,0,0,0,0,0,47,5,6,0,12,7,6,0,16,0,3,0,3,0,29,6,65,0,67,8,46,0,47,4,12,0,14,15,145,37,113,0,152,30,58,0,84,101,21,0,116,22,373
501021010,17,0,0,15,0,26,0,3,0,3,0,0,0,0,7,0,0,7,0,14,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,5,4,0,0,4,0,0,0,0,0,12,3,7,0,11,0,0,0,4,0,0,0,0,5,15,0,6,0,6,0,0,0,4,0,0,0,0,0,6,0,14,0,14,4,11,0,13,0,0,0,0,7,36,5,49,0,52,12,9,0,18,39,4,0,39,12,119
