POW_SA2_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
501011001,0,8,0,0,0,0,0,0,0,7,0,6,7,0,0,0,0,0,0,14,0,7,0,5,0,3,0,0,0,18,0,4,4,5,0,4,0,4,0,22,0,6,6,3,4,3,0,7,0,26,0,0,6,5,6,9,0,3,0,29,0,0,7,4,0,10,0,0,0,19,3,0,4,4,8,10,3,0,0,25,3,0,0,0,7,10,3,0,0,26,4,5,3,0,0,7,6,9,0,34,0,0,0,0,0,3,0,0,0,9,0,0,0,0,6,3,0,10,0,14,0,0,0,0,0,0,0,0,0,0,10,39,35,22,28,64,22,34,3,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,7,0,7,0,5,0,0,0,3,0,15,0,5,7,0,0,0,0,0,0,17,0,0,10,4,6,4,0,0,0,26
501011003,0,12,0,4,0,0,0,0,0,18,0,13,7,0,0,0,0,0,0,19,0,10,6,5,0,0,0,0,0,33,3,15,12,11,6,4,0,0,0,49,0,9,8,16,7,5,0,4,0,61,7,9,15,9,20,21,0,8,0,87,4,0,9,14,22,21,3,9,0,77,5,7,8,12,8,15,6,7,0,67,4,3,0,5,10,21,7,7,0,61,10,0,3,12,11,36,15,20,0,101,0,0,3,0,6,13,0,0,0,26,0,0,0,3,3,13,3,16,0,44,0,5,0,0,0,0,0,0,0,3,40,97,78,85,83,150,35,77,3,659,0,3,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,10,0,5,3,5,4,0,0,0,0,15,0,7,7,0,10,10,0,3,0,37,0,8,17,11,9,13,6,5,0,68
501011004,0,7,0,3,0,4,0,0,0,20,0,16,3,4,0,0,0,0,0,25,0,12,10,0,3,0,0,0,0,36,9,19,11,3,0,0,0,0,0,45,0,13,17,10,7,3,7,6,0,56,10,9,30,13,7,11,0,4,0,93,5,3,12,16,22,15,9,5,0,93,7,7,7,21,21,25,8,14,0,105,4,0,9,13,14,21,14,17,0,93,3,9,7,10,15,28,15,25,0,122,5,0,0,0,4,4,3,3,0,18,5,0,0,5,5,9,0,16,0,41,0,0,0,0,0,0,0,0,0,4,52,119,109,97,105,128,65,95,0,779,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,9,0,7,5,4,0,0,0,0,0,18,3,8,10,3,3,9,0,0,0,41,5,11,10,4,5,10,3,0,0,48
501011293,0,13,0,0,0,0,0,0,0,17,0,17,0,0,0,4,0,0,0,18,0,12,16,0,0,0,0,0,0,33,4,16,6,6,3,0,0,7,0,44,0,17,14,11,15,4,0,4,0,69,0,7,23,14,25,9,0,5,0,91,7,4,15,23,26,20,0,11,0,101,4,3,4,12,43,15,5,17,0,107,10,0,3,8,23,28,18,10,0,93,14,5,4,11,20,42,24,27,0,150,0,0,0,3,0,7,3,4,0,23,7,3,4,4,4,11,7,17,0,53,0,0,0,0,0,0,0,0,0,5,44,113,94,94,162,149,57,102,11,827,0,0,3,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,15,0,7,4,0,5,0,0,0,0,21,0,6,7,4,14,9,0,0,0,45,3,14,21,11,16,8,0,5,0,77
501011294,0,13,5,0,0,0,4,0,0,18,0,14,3,3,0,0,0,0,0,18,5,15,12,3,0,6,0,0,0,44,4,31,23,6,3,0,0,0,0,70,10,18,25,11,10,5,3,4,0,86,14,14,46,26,24,15,0,0,0,136,13,9,29,22,21,26,4,11,0,138,9,12,20,33,30,30,18,22,0,174,13,8,15,17,35,39,10,32,0,168,8,6,21,14,32,67,28,31,0,202,3,3,3,3,8,10,5,4,0,33,4,3,12,9,13,21,8,15,0,73,0,0,0,0,5,0,0,0,0,5,88,153,210,150,181,215,79,128,3,1208,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,11,0,4,5,0,0,0,0,0,0,9,5,10,0,0,7,4,0,0,0,32,0,8,16,3,4,14,3,0,0,56
501021005,0,8,0,0,0,0,0,0,0,15,0,10,0,0,0,4,0,0,0,16,0,8,0,3,0,4,0,0,0,17,0,14,7,3,3,3,0,0,0,34,3,6,13,3,0,5,0,6,0,36,0,11,10,6,4,9,0,6,0,49,3,3,21,8,11,10,3,3,0,59,0,6,11,7,17,23,10,12,0,77,7,0,0,3,15,18,15,17,0,83,9,3,3,3,13,40,33,40,0,142,3,0,0,3,4,11,3,3,0,24,0,0,0,0,3,10,0,7,0,25,0,0,0,0,0,0,0,0,0,4,31,91,75,56,69,137,65,95,5,622,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,10,0,0,4,0,0,0,0,10,0,6,9,0,5,0,0,5,0,25,0,6,8,3,0,0,0,5,0,32
501021007,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,5,3,5,5,0,0,0,0,13,0,0,10,3,3,0,0,3,0,22,0,0,6,0,9,5,4,5,0,23,0,0,3,0,0,7,0,0,0,16,0,0,0,0,0,5,5,0,0,18,0,0,5,0,4,13,0,4,0,27,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,4,0,18,0,0,0,0,0,0,0,0,0,0,6,28,31,11,21,44,9,28,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,8,4,0,0,0,0,0,0,12,0,8,4,0,4,0,0,3,0,10,5,0,3,0,0,3,0,0,0,19
501021008,0,10,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,17,4,17,6,3,0,7,0,0,0,40,11,38,30,6,0,0,0,0,3,87,10,22,32,12,3,8,0,0,0,89,20,20,54,34,18,17,0,5,0,167,13,15,30,63,43,47,9,9,0,228,22,9,23,60,67,71,8,13,0,273,14,3,14,26,61,53,13,13,0,199,28,4,12,13,63,96,25,33,0,267,0,0,4,6,9,11,0,12,0,34,7,3,8,3,9,27,9,29,0,97,0,0,0,0,3,0,0,0,0,11,135,171,215,230,268,327,67,112,9,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,0,3,0,12,3,0,0,5,0,0,0,19
501021009,4,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,8,0,6,5,4,0,0,0,0,0,16,0,5,11,3,3,0,0,0,0,21,0,3,11,7,11,0,0,0,0,38,5,4,6,0,8,9,0,3,0,40,3,0,3,11,5,15,3,11,0,53,6,5,0,4,13,23,6,8,0,56,5,4,5,9,38,81,22,26,0,184,0,0,0,0,14,32,3,8,0,54,0,0,0,0,0,19,4,7,0,36,0,0,0,0,3,3,0,0,0,3,32,43,53,33,96,178,46,65,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,10,6,0,0,0,0,0,0,16,0,9,9,0,3,0,0,4,0,19,0,4,11,4,9,7,0,3,0,34
501021010,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,11,0,0,0,0,3,3,0,3,0,13,0,6,0,0,0,8,0,5,0,16,0,3,0,0,0,15,0,0,0,22,0,0,0,0,7,9,3,6,0,26,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,22,5,3,15,38,7,17,0,119,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,13,0,0,4,0,4,4,0,3,0,15
