SA2_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
501011001,17,102,312,1005,738,99,27,193,2497,0,7,29,16,4,0,0,4,58,0,6,6,4,0,0,0,0,18,0,14,40,24,3,0,0,4,78,0,0,8,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,0,0,0,18,19,36,22,3,3,0,0,24,106,0,5,7,4,4,0,0,4,27,41,150,391,1032,749,104,27,229,2728
501011003,20,81,278,1291,1839,277,75,250,4106,0,21,25,79,64,4,0,11,212,0,0,5,43,34,6,0,3,96,0,18,29,122,102,13,3,14,301,0,3,12,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,12,6,8,0,0,8,37,13,32,30,12,8,0,0,20,118,0,4,0,0,0,0,0,6,17,31,136,360,1434,1956,285,78,304,4579
501011004,19,85,310,1351,1300,151,44,220,3476,3,8,70,36,3,0,0,14,139,0,20,41,21,0,0,0,9,91,3,32,106,59,6,0,0,18,226,0,0,5,14,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,14,0,0,0,6,24,9,22,17,0,16,0,0,53,127,0,3,10,4,0,3,8,8,31,34,145,444,1430,1329,152,46,306,3885
501011293,4,27,138,1245,1650,152,23,120,3363,0,42,72,92,3,0,0,34,249,0,3,4,16,3,0,0,11,48,0,48,77,112,14,0,0,43,297,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,8,0,0,0,0,0,18,6,15,61,8,3,0,0,49,149,0,0,0,0,0,0,0,0,10,16,96,290,1372,1672,156,20,214,3836
501011294,7,72,421,2294,3168,307,50,247,6554,0,87,352,288,30,0,0,50,807,0,15,15,42,17,4,0,12,100,0,94,366,333,49,5,0,57,908,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,0,8,16,3,0,0,0,0,32,22,59,43,15,5,0,0,37,175,0,0,6,5,0,0,0,4,20,30,233,845,2644,3230,312,48,347,7689
501021005,6,15,94,1579,4097,410,67,185,6452,4,14,84,128,10,0,0,17,253,0,0,0,0,0,0,0,0,6,4,14,84,129,9,0,0,17,260,0,9,15,23,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23,0,0,0,0,43,15,100,14,5,0,0,0,78,222,0,0,3,0,0,0,0,0,10,20,139,212,1739,4109,412,67,274,6978
501021007,3,31,152,731,861,101,17,115,2016,0,8,28,30,5,7,0,13,82,0,0,0,0,0,0,0,0,3,0,8,30,30,5,7,0,13,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,3,13,41,178,763,864,105,19,136,2125
501021008,4,24,198,1248,655,68,12,153,2353,0,97,144,183,10,0,0,52,486,0,0,4,0,0,0,0,3,13,0,103,151,188,10,0,0,55,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,0,0,0,0,0,0,3,8,10,126,342,1431,666,68,12,217,2871
501021009,7,32,385,1491,1058,141,16,238,3374,0,19,20,50,10,0,0,16,123,0,0,0,0,0,0,0,0,0,0,19,20,50,10,0,0,16,123,0,6,59,36,0,0,0,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59,36,4,0,0,11,112,4,7,4,4,0,0,0,8,32,4,4,0,8,3,0,0,3,12,16,70,466,1587,1078,141,18,272,3653
501021010,0,14,85,386,540,84,22,67,1192,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,23,3,0,0,0,16,75,0,0,0,0,0,0,0,0,0,5,45,102,394,543,86,22,86,1275
