SA4_CODE_2021,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_Non_Indig_M,A_0_4_Non_Indig_F,A_0_4_Non_Indig_P,A_0_4_Indig_status_ns_M,A_0_4_Indig_status_ns_F,A_0_4_Indig_status_ns_P,A_0_4_Tot_M,A_0_4_Tot_F,A_0_4_Tot_P,A_5_9_Indig_M,A_5_9_Indig_F,A_5_9_Indig_P,A_5_9_Non_Indig_M,A_5_9_Non_Indig_F,A_5_9_Non_Indig_P,A_5_9_Indig_status_ns_M,A_5_9_Indig_status_ns_F,A_5_9_Indig_status_ns_P,A_5_9_Tot_M,A_5_9_Tot_F,A_5_9_Tot_P,A_10_14_Indig_M,A_10_14_Indig_F,A_10_14_Indig_P,A_10_14_Non_Indig_M,A_10_14_Non_Indig_F,A_10_14_Non_Indig_P,A_10_14_Indig_status_ns_M,A_10_14_Indig_status_ns_F,A_10_14_Indig_status_ns_P,A_10_14_Tot_M,A_10_14_Tot_F,A_10_14_Tot_P,A_15_19_Indig_M,A_15_19_Indig_F,A_15_19_Indig_P,A_15_19_Non_Indig_M,A_15_19_Non_Indig_F,A_15_19_Non_Indig_P,A_15_19_Indig_status_ns_M,A_15_19_Indig_status_ns_F,A_15_19_Indig_status_ns_P,A_15_19_Tot_M,A_15_19_Tot_F,A_15_19_Tot_P,A_20_24_Indig_M,A_20_24_Indig_F,A_20_24_Indig_P,A_20_24_Non_Indig_M,A_20_24_Non_Indig_F,A_20_24_Non_Indig_P,A_20_24_Indig_status_ns_M,A_20_24_Indig_status_ns_F,A_20_24_Indig_status_ns_P,A_20_24_Tot_M,A_20_24_Tot_F,A_20_24_Tot_P,A_25_29_Indig_M,A_25_29_Indig_F,A_25_29_Indig_P,A_25_29_Non_Indig_M,A_25_29_Non_Indig_F,A_25_29_Non_Indig_P,A_25_29_Indig_status_ns_M,A_25_29_Indig_status_ns_F,A_25_29_Indig_status_ns_P,A_25_29_Tot_M,A_25_29_Tot_F,A_25_29_Tot_P,A_30_34_Indig_M,A_30_34_Indig_F,A_30_34_Indig_P,A_30_34_Non_Indig_M,A_30_34_Non_Indig_F,A_30_34_Non_Indig_P,A_30_34_Indig_status_ns_M,A_30_34_Indig_status_ns_F,A_30_34_Indig_status_ns_P,A_30_34_Tot_M,A_30_34_Tot_F,A_30_34_Tot_P,A_35_39_Indig_M,A_35_39_Indig_F,A_35_39_Indig_P,A_35_39_Non_Indig_M,A_35_39_Non_Indig_F,A_35_39_Non_Indig_P,A_35_39_Indig_status_ns_M,A_35_39_Indig_status_ns_F,A_35_39_Indig_status_ns_P,A_35_39_Tot_M,A_35_39_Tot_F,A_35_39_Tot_P,A_40_44_Indig_M,A_40_44_Indig_F,A_40_44_Indig_P,A_40_44_Non_Indig_M,A_40_44_Non_Indig_F,A_40_44_Non_Indig_P,A_40_44_Indig_status_ns_M,A_40_44_Indig_status_ns_F,A_40_44_Indig_status_ns_P,A_40_44_Tot_M,A_40_44_Tot_F,A_40_44_Tot_P,A_45_49_Indig_M,A_45_49_Indig_F,A_45_49_Indig_P,A_45_49_Non_Indig_M,A_45_49_Non_Indig_F,A_45_49_Non_Indig_P,A_45_49_Indig_status_ns_M,A_45_49_Indig_status_ns_F,A_45_49_Indig_status_ns_P,A_45_49_Tot_M,A_45_49_Tot_F,A_45_49_Tot_P,A_50_54_Indig_M,A_50_54_Indig_F,A_50_54_Indig_P,A_50_54_Non_Indig_M,A_50_54_Non_Indig_F,A_50_54_Non_Indig_P,A_50_54_Indig_status_ns_M,A_50_54_Indig_status_ns_F,A_50_54_Indig_status_ns_P,A_50_54_Tot_M,A_50_54_Tot_F,A_50_54_Tot_P,A_55_59_Indig_M,A_55_59_Indig_F,A_55_59_Indig_P,A_55_59_Non_Indig_M,A_55_59_Non_Indig_F,A_55_59_Non_Indig_P,A_55_59_Indig_status_ns_M,A_55_59_Indig_status_ns_F,A_55_59_Indig_status_ns_P,A_55_59_Tot_M,A_55_59_Tot_F,A_55_59_Tot_P,A_60_64_Indig_M,A_60_64_Indig_F,A_60_64_Indig_P,A_60_64_Non_Indig_M,A_60_64_Non_Indig_F,A_60_64_Non_Indig_P,A_60_64_Indig_status_ns_M,A_60_64_Indig_status_ns_F,A_60_64_Indig_status_ns_P,A_60_64_Tot_M,A_60_64_Tot_F,A_60_64_Tot_P,A_65_and_over_Indig_M,A_65_and_over_Indig_F,A_65_and_over_Indig_P,A_65_and_over_Non_Indig_M,A_65_and_over_Non_Indig_F,A_65_and_over_Non_Indig_P,A_65_and_over_Indig_stat_ns_M,A_65_and_over_Indig_stat_ns_F,A_65_and_over_Indig_stat_ns_P,A_65_and_over_Tot_M,A_65_and_over_Tot_F,A_65_and_over_Tot_P,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_Non_Indig_M,Tot_Non_Indig_F,Tot_Non_Indig_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
501,320,255,575,4736,4515,9249,243,228,467,5293,5005,10292,327,294,626,5712,5278,10991,314,286,592,6349,5858,12205,315,317,638,6129,5727,11857,357,364,718,6798,6411,13211,279,310,586,5000,4750,9752,273,258,537,5552,5321,10879,233,204,439,3667,3316,6989,205,184,396,4110,3715,7823,188,177,365,3951,4222,8172,282,267,546,4410,4665,9079,159,142,303,4599,5183,9779,266,288,556,5027,5612,10639,126,152,280,5000,5873,10877,295,312,606,5422,6338,11760,130,140,269,5150,5694,10843,300,289,587,5581,6117,11696,133,156,289,5363,5900,11263,363,287,658,5856,6347,12203,110,135,243,5487,6092,11575,336,328,666,5933,6552,12485,110,123,238,5510,6026,11533,313,325,627,5935,6462,12400,87,77,160,5619,6188,11807,325,310,628,6029,6568,12596,125,162,287,16624,17914,34536,982,1058,2039,17733,19134,36866,2653,2644,5295,82546,86680,169222,4842,4779,9626,90039,94101,184143
502,184,190,372,2528,2517,5042,131,104,237,2841,2812,5653,206,185,389,2835,2838,5673,125,164,284,3165,3188,6348,193,218,410,3071,3010,6083,174,174,346,3439,3400,6835,171,172,344,2682,2635,5318,128,128,261,2980,2940,5918,115,124,235,2245,2351,4596,110,111,223,2466,2587,5051,89,91,178,2119,2423,4543,104,109,217,2313,2627,4943,85,108,198,2181,2742,4924,107,123,231,2375,2974,5352,85,84,161,2412,2964,5381,122,136,255,2619,3180,5801,57,72,126,2242,2782,5025,91,116,206,2383,2968,5348,40,63,105,2588,3025,5613,129,135,264,2758,3216,5977,62,71,141,2708,3249,5957,104,114,219,2876,3438,6318,52,63,114,2914,3333,6251,113,114,233,3083,3511,6597,47,35,82,2879,3518,6398,82,106,185,3006,3655,6663,69,92,157,11548,12917,24466,423,482,902,12043,13486,25528,1449,1557,3009,44961,50305,95263,1941,2120,4061,48355,53982,102337
503,50,49,98,4089,3801,7889,179,149,322,4316,3996,8307,46,37,90,4566,4276,8841,140,137,277,4752,4454,9206,52,90,143,4996,4816,9810,169,134,301,5219,5038,10256,80,112,196,4881,4991,9872,158,192,351,5121,5297,10411,102,108,210,5911,6474,12387,341,365,703,6356,6943,13294,72,99,170,6931,7208,14144,508,460,969,7521,7763,15285,59,70,132,7108,7365,14474,519,398,919,7691,7833,15518,61,44,104,6595,6708,13307,393,336,723,7047,7088,14135,69,55,123,5712,5770,11480,407,254,660,6189,6077,12266,77,61,137,5457,5688,11147,312,203,514,5848,5954,11798,51,64,120,5522,5701,11224,313,227,535,5887,5989,11872,53,41,100,5021,5065,10084,322,191,515,5396,5300,10699,15,33,48,4543,4715,9255,251,183,433,4811,4924,9740,58,67,126,13261,15261,28516,834,881,1712,14150,16201,30356,856,933,1793,84596,87827,172424,4842,4087,8932,90297,92855,183153
504,496,431,925,8628,8050,16676,269,248,513,9393,8723,18116,516,394,913,8497,8012,16511,348,310,657,9361,8726,18082,460,469,925,8225,7518,15742,329,278,608,9011,8265,17280,394,381,778,7554,6928,14477,264,272,545,8218,7581,15799,417,341,759,7703,7307,15005,265,255,518,8390,7896,16282,421,351,770,8294,8719,17011,352,346,694,9062,9419,18483,376,318,700,9563,10479,20042,341,336,677,10283,11137,21420,304,240,546,9896,10162,20059,338,342,676,10538,10750,21287,243,195,443,8408,8852,17260,304,264,567,8960,9309,18276,218,214,429,7930,8610,16536,279,284,564,8417,9115,17528,179,184,366,8045,8526,16567,265,241,510,8491,8949,17435,173,153,329,7568,8006,15577,253,204,460,7994,8370,16361,133,130,265,6697,7228,13921,213,202,413,7047,7558,14606,139,216,355,17572,20044,37620,639,751,1390,18351,21010,39363,4478,4022,8499,124585,128431,253017,4450,4346,8795,133519,136799,270316
505,489,461,947,17277,16478,33759,507,450,960,18270,17395,35670,493,444,937,18446,17411,35862,606,578,1183,19545,18440,37979,437,424,854,18410,17387,35797,546,488,1032,19388,18297,37685,408,347,754,16825,15825,32653,481,430,909,17707,16608,34317,318,320,644,16221,15867,32082,538,471,1004,17078,16654,33732,282,330,605,16245,17370,33610,576,639,1218,17108,18329,35439,247,303,550,18320,20873,39191,627,667,1291,19193,21843,41038,218,258,478,19764,21573,41336,650,728,1377,20630,22561,43190,170,207,374,17580,19322,36903,589,504,1093,18337,20040,38378,170,204,376,17550,19017,36568,515,520,1040,18242,19746,37985,137,193,334,17109,18490,35602,487,421,904,17736,19102,36836,132,165,301,15337,16736,32072,407,383,792,15878,17288,33162,116,132,249,13717,15310,29029,332,357,686,14166,15801,29967,163,202,369,38331,46146,84479,1156,1545,2704,39645,47898,87544,3773,3998,7767,261142,277807,538951,8009,8185,16194,272924,289989,562915
506,694,651,1347,16101,15363,31462,551,547,1101,17344,16563,33909,687,687,1373,16858,15898,32759,663,636,1299,18203,17226,35428,715,664,1380,16175,15090,31264,619,591,1210,17505,16350,33855,665,589,1252,14494,13776,28263,526,520,1044,15688,14879,30569,579,528,1110,16935,15976,32906,773,646,1416,18281,17149,35431,497,535,1032,17670,17428,35100,811,802,1609,18975,18767,37742,464,426,891,18389,19956,38348,808,806,1611,19664,21184,40848,347,358,702,19503,20382,39886,767,798,1565,20614,21539,42155,303,310,616,17101,17312,34415,707,588,1298,18107,18213,36322,286,294,576,15255,15606,30862,597,540,1138,16135,16440,32575,256,315,566,14556,14812,29365,590,525,1122,15402,15656,31062,207,250,457,13253,13829,27080,493,453,947,13955,14527,28484,161,183,342,11948,13043,24990,412,381,792,12523,13604,26120,261,341,604,33437,38815,72248,1145,1385,2529,34834,40546,75379,6118,6127,12246,241662,247296,488958,9466,9219,18681,257243,262644,519886
507,560,512,1071,13389,12425,25810,486,441,924,14435,13376,27804,564,512,1078,13746,13453,27190,496,479,974,14797,14442,29242,563,512,1075,14052,13330,27386,522,505,1032,15140,14353,29492,454,424,879,12470,12124,24598,457,418,870,13380,12970,26349,478,405,889,12170,12311,24488,557,459,1015,13212,13175,26385,452,375,834,12407,13041,25453,585,570,1158,13443,13994,27436,382,329,716,13447,15331,28781,630,606,1234,14457,16267,30727,295,284,582,14343,16030,30379,582,590,1172,15223,16904,32130,247,220,465,13247,14561,27810,535,450,984,14034,15225,29258,231,203,436,12973,14221,27193,483,482,966,13683,14906,28589,180,200,373,12815,14022,26833,423,392,821,13413,14614,28028,146,170,317,11763,13033,24799,406,377,786,12317,13586,25896,101,141,236,10649,11701,22350,371,321,692,11120,12163,23285,177,207,390,29689,34991,64677,1384,1581,2960,31253,36770,68021,4839,4501,9340,197166,210576,407734,7912,7668,15578,209914,222738,432650
509,295,261,552,3087,2925,6010,255,248,512,3635,3432,7072,327,298,626,3559,3370,6935,338,338,682,4226,4013,8241,325,383,705,3620,3410,7026,392,342,734,4333,4133,8469,331,293,627,3164,2851,6017,313,270,583,3803,3416,7223,226,172,404,2630,2240,4870,316,226,542,3175,2635,5813,209,167,383,3007,2809,5814,353,259,617,3575,3233,6809,155,154,316,3201,3171,6372,367,317,689,3730,3646,7374,173,125,301,3361,3473,6837,382,312,697,3920,3908,7825,140,159,299,3299,3366,6667,392,321,721,3838,3845,7678,165,141,304,3694,3764,7461,433,366,802,4299,4273,8571,127,185,309,4210,4188,8396,505,347,850,4838,4718,9557,173,174,349,4565,4553,9118,495,412,907,5235,5137,10377,147,140,289,4779,4704,9485,469,308,779,5399,5156,10556,214,257,472,14030,13802,27832,1182,1171,2353,15423,15232,30654,2999,2930,5927,60208,58623,118831,6213,5254,11465,69422,66799,136222
510,1167,1055,2222,2258,2110,4366,421,344,763,3848,3510,7354,1233,1119,2349,2398,2307,4703,546,526,1072,4174,3952,8126,1130,1146,2277,1862,1775,3635,437,423,855,3432,3336,6768,1006,987,1992,1230,1055,2286,386,290,678,2618,2340,4955,933,914,1844,1927,1748,3666,831,595,1420,3684,3253,6936,921,914,1828,3663,3092,6753,1614,901,2512,6194,4905,11100,1025,918,1941,4714,3576,8292,2070,932,3001,7813,5421,13233,862,843,1704,4913,3288,8202,2129,706,2832,7900,4837,12741,782,722,1505,4293,2419,6714,1855,549,2407,6929,3691,10621,685,620,1299,4026,2287,6319,1788,610,2395,6496,3517,10011,616,621,1232,4088,2320,6405,1865,629,2490,6561,3562,10122,436,499,940,3762,2326,6084,1582,573,2152,5780,3397,9180,377,387,763,3308,2612,5919,1147,519,1667,4831,3523,8353,510,635,1147,5772,4399,10174,1181,822,2004,7468,5851,13322,11679,11368,23049,48213,35310,83519,17839,8413,26251,77727,55093,132822
511,610,544,1150,2924,2830,5759,376,371,742,3911,3743,7653,598,565,1163,3197,2984,6184,472,450,927,4268,4003,8273,638,594,1233,3000,2825,5824,452,397,849,4084,3816,7904,572,563,1129,2586,2290,4873,379,326,702,3532,3177,6708,466,463,933,2948,2601,5550,774,500,1278,4191,3573,7768,457,425,882,3864,3249,7112,1237,585,1824,5556,4257,9815,391,346,738,4052,3603,7655,1260,549,1810,5695,4501,10202,351,363,719,4148,3440,7581,1234,578,1815,5731,4384,10114,327,334,658,3680,3187,6865,1091,490,1577,5100,4007,9106,332,326,654,4017,3322,7340,1130,447,1579,5479,4094,9570,315,353,674,4312,3564,7875,1185,516,1704,5809,4436,10243,278,299,577,4321,3784,8112,993,527,1524,5586,4617,10203,229,269,492,4369,3752,8124,904,467,1367,5505,4490,9988,376,471,842,10750,9864,20618,1498,1172,2673,12627,11506,24128,5926,5909,11837,58165,51298,109462,12983,7379,20365,77077,64595,141673
