POW_SA3_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
50101,20,54,37,27,15,8,165,0,7,27,77,43,41,27,4,229,0,12,54,89,64,55,15,6,298,0,13,75,137,122,75,18,4,437,0,16,108,108,109,70,17,5,431,0,5,92,148,132,81,22,0,481,0,0,75,109,163,81,20,0,447,0,5,81,167,197,139,28,0,616,0,0,8,24,43,21,9,0,111,0,0,16,64,85,46,18,0,221,0,0,0,13,4,3,0,0,27,14,70,584,1068,1056,703,214,21,3731,0,4,4,6,10,5,0,0,23,10,5,8,3,5,13,0,0,43,12,0,9,11,5,13,6,0,53,13,4,14,12,12,21,5,0,78,63,15,19,19,27,24,15,0,171,52,36,38,47,45,41,12,4,271,24,73,69,53,42,46,16,3,328,16,79,112,100,69,63,22,4,460,7,58,156,175,131,84,18,0,632,0,27,131,141,95,63,10,0,477,3,10,72,95
50102,46,53,41,35,36,6,219,0,11,72,108,71,48,40,0,350,0,41,110,144,95,93,36,3,522,5,55,169,218,171,124,45,4,797,0,76,262,223,213,134,38,0,936,0,38,279,255,282,200,42,0,1096,0,17,210,226,237,191,28,0,919,0,12,244,431,516,376,66,5,1649,0,0,48,97,79,58,16,0,294,0,0,31,141,155,108,31,0,472,0,0,6,7,7,10,3,0,31,40,291,1571,2005,1928,1459,419,29,7733,4,6,7,4,12,4,0,0,22,25,3,11,14,5,9,0,0,77,7,4,21,11,23,18,4,0,91,30,9,26,26,25,18,14,0,157,74,33,33,28,37,25,14,4,250,144,73,56,60,53,50,23,3,455,91,141,98,63,80,54,18,0,542,36,177,185,102,109,81,18,3,708,24,177,260,218,163,136,29,0,1004,8,87,229,194,176,138,26,0,853,0,68,216,208
50103,8,10,8,11,11,0,47,0,0,7,19,7,14,6,3,59,0,11,7,22,26,19,10,0,97,0,8,19,27,24,26,10,0,117,0,8,31,25,27,27,6,0,126,0,0,20,35,50,36,4,0,140,0,0,17,31,31,35,11,0,121,0,6,30,56,70,48,9,0,220,0,0,9,6,3,5,5,0,25,0,0,0,16,12,5,6,0,43,0,0,0,0,0,0,0,0,0,7,37,158,269,278,253,95,6,1107,0,0,0,0,0,0,0,0,10,3,0,4,3,0,0,0,0,11,4,0,0,6,3,5,4,0,30,8,0,9,3,10,10,10,0,42,22,7,10,3,9,9,4,0,59,23,9,10,8,8,18,7,0,93,16,7,12,19,12,18,16,0,96,8,25,22,18,22,24,15,0,131,4,31,48,23,34,48,8,0,193,0,16,26,36,25,22,7,0,139,0,9,36,21
50201,33,34,30,39,17,9,172,0,18,63,52,41,45,15,0,242,0,33,83,99,70,58,27,5,384,0,47,128,146,114,92,25,5,557,0,59,150,132,124,69,21,0,558,0,31,189,164,174,124,24,0,711,0,0,129,132,182,98,20,0,565,0,10,134,287,313,202,43,0,988,0,0,28,60,30,35,3,0,153,0,0,19,73,91,71,25,0,270,0,0,4,8,8,8,0,0,24,26,240,1028,1254,1233,900,260,18,4962,3,3,4,6,7,6,0,0,30,27,4,10,0,8,10,0,0,53,4,14,22,12,11,13,3,0,86,29,14,23,18,17,13,9,0,131,57,15,35,30,29,23,11,4,204,80,62,53,61,48,61,26,0,386,55,98,74,60,70,51,12,3,423,9,106,123,96,77,61,11,0,485,7,75,202,152,131,116,13,0,695,0,41,129,88,97,75,13,6,446,0,25,103,94
50301,165,126,67,67,43,13,562,0,73,188,188,112,82,34,12,685,0,66,236,255,170,142,72,12,959,3,181,485,448,278,253,100,15,1755,0,293,806,493,342,229,80,17,2259,0,126,980,660,526,371,86,19,2765,0,37,839,632,486,333,101,8,2436,0,21,923,1169,1049,694,174,18,4047,0,4,111,222,199,170,57,11,773,0,4,122,494,632,472,169,25,1914,0,5,17,13,18,17,0,0,81,96,1084,5073,4862,4001,2928,973,167,19178,0,0,7,4,3,3,0,0,13,20,14,4,4,0,6,0,0,50,17,19,8,4,9,8,11,0,72,5,22,18,15,12,8,7,0,88,33,30,32,22,16,22,3,0,155,27,58,61,32,36,30,11,3,255,14,72,93,70,40,48,14,0,355,5,68,147,97,70,61,19,0,475,4,77,240,154,129,91,19,6,716,0,45,192,155,134,93,25,0,645,0,18,105,131
50302,289,259,177,151,112,18,1217,8,220,507,430,234,208,97,18,1727,14,501,915,765,450,284,153,21,3111,8,1122,2155,1324,750,519,202,28,6109,8,1050,3438,1817,1019,644,216,22,8206,4,595,4061,2559,1502,928,224,25,9904,0,229,3102,2636,1694,1073,242,15,8988,4,251,5845,7416,4618,2652,560,35,21378,0,21,1248,2465,1605,818,185,10,6354,0,15,1182,4677,4526,2328,569,50,13349,0,29,77,84,81,42,15,6,339,184,4681,23221,24815,16907,9855,2724,281,82663,4,0,15,22,12,5,3,0,61,20,13,9,9,5,3,6,0,57,37,33,37,19,31,11,12,3,178,35,52,52,48,25,27,17,7,256,64,79,109,50,48,32,19,0,399,112,154,164,120,73,60,31,3,730,56,213,298,156,119,82,34,3,958,34,270,522,293,192,151,38,4,1510,19,251,839,552,268,238,43,3,2213,8,115,676,508,334,206,53,0,1897,7,78,464,495
50401,41,44,32,25,20,7,181,0,20,61,69,43,27,23,0,252,0,27,85,79,58,40,23,0,309,0,45,135,101,93,56,27,0,458,0,53,194,142,92,67,17,3,567,0,23,191,139,117,76,18,3,577,0,3,136,137,117,71,15,0,473,0,3,146,212,181,164,52,4,758,0,0,20,34,41,30,15,0,140,0,0,25,54,55,41,24,0,192,0,4,7,9,6,6,0,0,33,35,241,1112,1101,876,639,265,32,4294,0,3,13,3,3,5,4,0,33,4,0,0,5,0,5,3,0,26,14,5,12,14,3,7,4,0,59,20,9,20,25,12,22,12,9,131,60,27,24,21,32,29,9,0,197,66,84,38,31,40,30,18,3,311,39,126,98,68,54,68,20,0,470,24,128,155,107,98,77,34,0,614,3,91,239,207,147,156,26,3,863,0,38,179,187,149,115,25,0,704,0,20,158,137
50402,18,22,7,14,5,3,72,0,0,20,14,17,19,18,5,90,0,7,26,28,20,21,17,4,122,0,9,38,35,45,35,8,0,171,0,14,47,37,43,31,11,5,181,0,7,71,39,58,39,7,5,234,0,0,52,54,59,46,19,0,234,0,0,38,78,92,80,27,0,323,0,0,6,17,14,13,5,0,56,0,0,6,16,29,28,12,0,97,0,0,0,0,6,4,0,0,13,9,52,337,384,426,367,165,36,1775,0,0,0,0,0,0,0,0,8,4,0,0,4,4,0,4,0,20,4,0,3,0,0,6,0,0,18,4,3,3,7,12,12,9,0,51,11,0,12,12,10,6,11,0,65,20,8,14,20,17,20,10,0,106,15,36,24,22,30,10,9,3,141,0,26,50,35,43,27,9,5,198,0,19,59,43,51,38,9,0,223,0,20,51,46,41,24,6,0,194,0,8,42,32
50403,82,81,39,40,24,4,297,4,33,107,111,63,57,22,0,396,7,47,185,152,97,71,33,5,588,3,90,334,236,160,132,40,3,998,0,114,425,296,213,114,33,4,1205,0,84,533,390,289,191,57,6,1553,4,15,421,373,329,211,39,0,1389,0,9,475,664,621,421,76,7,2271,0,0,61,104,103,57,15,6,350,0,0,57,180,180,100,27,8,557,0,7,16,17,18,4,0,0,67,70,513,2836,2735,2164,1462,400,57,10237,3,0,9,16,17,8,8,0,60,23,0,7,7,10,8,4,0,51,21,11,32,16,17,23,10,0,127,41,37,44,47,32,26,20,3,237,98,60,51,42,39,34,11,0,335,143,111,94,70,64,64,20,5,576,95,204,172,114,98,87,44,0,825,45,239,332,240,191,138,41,0,1227,32,204,539,394,320,239,54,4,1787,7,88,443,364,266,185,32,7,1402,3,63,348,312
50501,74,95,70,64,48,10,394,0,28,155,157,115,85,54,5,597,0,40,162,214,149,139,64,4,764,0,83,328,336,317,203,74,5,1337,0,90,378,359,321,209,61,0,1433,0,63,541,408,420,279,50,6,1766,0,16,432,417,441,305,54,0,1665,0,3,433,777,839,576,92,7,2731,0,4,39,117,109,87,23,3,384,0,0,50,224,259,202,48,12,803,0,4,18,17,18,14,8,0,76,71,439,2755,3299,3197,2285,630,63,12735,0,6,6,5,4,6,9,0,32,24,0,9,9,0,8,6,0,60,12,9,15,26,19,10,15,3,108,23,19,27,42,37,27,7,0,182,52,27,33,41,45,35,22,0,259,69,76,69,75,81,58,29,6,459,25,106,123,99,90,80,35,0,559,13,103,168,109,110,85,30,6,622,4,81,239,182,170,120,29,0,829,0,29,143,171,156,109,18,3,623,0,22,118,160
50502,100,110,85,79,51,9,499,8,43,177,188,111,91,58,14,692,0,113,292,269,172,142,78,11,1076,3,161,524,399,292,203,101,12,1691,3,167,691,513,344,243,74,3,2034,0,75,732,594,472,286,88,9,2252,0,16,562,576,460,306,73,11,2002,0,13,603,1105,1014,672,150,21,3571,0,3,73,223,168,120,34,3,622,0,0,85,307,329,213,85,19,1042,0,8,22,19,32,12,3,0,97,103,852,4067,4524,3611,2476,862,137,16645,3,3,11,7,9,7,4,0,48,25,10,6,13,5,12,6,0,71,27,15,23,34,30,12,5,8,151,29,37,43,31,35,34,22,0,232,81,65,53,45,34,49,29,8,361,156,137,100,84,78,74,45,10,674,69,242,219,135,85,95,36,5,885,42,307,390,222,172,160,60,7,1355,5,225,625,434,311,262,56,4,1924,12,111,555,394,312,212,64,0,1654,0,57,438,421
