SUA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
5000,3123,4529,11874,12963,14465,13893,5389,1139,144,67519,178,304,876,1011,1177,1287,849,252,16,5948,49,248,717,707,576,349,28,4,0,2676,137,142,398,432,420,282,80,11,0,1911,0,21,65,62,80,67,13,0,0,300,26,74,248,338,352,316,77,3,0,1436,46,90,190,168,207,164,41,11,0,925,732,433,740,978,1160,1066,281,31,0,5416,902,452,910,755,791,779,209,22,0,4830,27,87,207,290,400,383,163,20,0,1580,4,5,37,45,26,40,14,0,0,171,11,54,153,179,163,133,17,0,0,706,18,38,127,136,144,131,52,12,0,653,27,130,344,457,364,324,108,8,0,1771,58,124,348,420,448,374,100,10,0,1891,58,181,618,828,954,737,156,18,0,3543,117,345,1343,1947,2168,1811,403,19,0,8152,188,491,1622,1929,2237,2353,592,39,0,9450,70,65,139,153,155,126,45,9,0,753,110,140,362,397,381,316,69,7,0,1771
5001,612,620,1427,1437,1648,1559,556,79,16,7944,6,5,13,29,36,42,45,7,5,183,0,6,9,5,8,4,0,0,0,30,17,27,39,44,49,40,10,0,0,214,0,0,11,15,0,7,0,0,0,34,3,10,47,47,55,30,10,0,0,203,0,11,17,16,21,12,3,0,0,82,206,101,171,175,208,173,44,0,0,1088,226,78,119,108,105,93,28,6,0,755,6,4,13,16,39,35,6,0,0,121,7,11,12,7,6,9,3,0,0,54,3,18,30,26,27,27,0,0,0,134,0,12,25,28,36,19,8,5,0,130,10,10,69,89,79,57,20,0,0,337,0,11,30,46,59,60,19,0,0,223,3,11,52,101,138,93,18,3,0,415,10,39,133,204,339,250,68,5,0,1043,55,143,348,438,535,485,114,9,0,2125,14,6,28,16,16,24,5,0,0,110,21,30,66,70,56,52,21,0,0,325
5002,160,212,766,836,736,481,174,13,0,3389,0,4,8,9,0,7,0,0,0,32,0,4,8,4,5,0,0,0,0,23,0,0,11,5,0,11,0,0,0,34,0,0,4,7,5,0,0,0,0,16,3,0,11,29,21,18,6,0,0,90,0,0,8,7,4,4,0,0,0,20,73,21,59,59,62,62,16,0,0,350,57,29,139,52,40,20,9,0,0,359,5,11,47,32,28,16,6,0,0,152,0,0,6,4,11,8,0,0,0,33,0,4,15,7,11,0,0,0,0,38,0,8,16,12,16,4,5,0,0,68,0,8,25,28,27,19,5,0,0,121,4,8,27,43,28,21,9,0,0,138,0,7,63,89,61,44,10,0,0,279,14,31,142,200,147,86,21,0,0,640,27,64,301,274,205,151,32,0,0,1061,3,3,16,18,13,17,0,0,0,70,10,7,23,41,24,16,3,0,0,119
5003,1188,1485,3592,3968,3884,3230,906,90,10,18347,5,21,43,22,37,29,19,4,0,185,6,41,100,105,106,54,9,0,0,412,52,83,153,187,156,83,10,4,0,729,0,14,33,32,22,24,5,0,0,137,15,37,120,131,115,109,13,3,0,552,9,3,34,38,55,25,11,0,0,181,367,234,433,463,466,353,54,4,0,2377,524,185,228,233,201,93,28,0,0,1491,14,19,45,55,80,84,18,3,0,323,23,18,25,18,12,6,3,0,0,106,0,11,73,78,77,46,14,0,0,294,13,23,54,60,57,47,15,0,0,269,6,33,112,171,134,90,37,4,0,592,6,31,101,135,139,103,25,0,0,545,10,50,169,227,258,160,32,0,0,908,45,73,342,580,757,520,104,3,0,2426,107,337,848,1001,1037,831,180,3,0,4342,37,27,58,38,34,24,3,0,0,227,34,77,189,133,172,101,24,0,0,732
5004,721,588,1486,2015,2166,1783,666,91,13,9519,12,16,25,35,50,50,39,13,0,235,0,8,33,29,59,14,5,0,0,149,26,19,63,95,83,64,27,4,0,370,0,0,0,13,12,7,6,0,0,38,3,9,57,80,83,49,16,0,0,313,5,6,12,23,30,24,7,0,0,105,196,96,158,199,261,250,58,8,0,1216,286,113,215,262,201,159,39,0,0,1292,3,3,20,26,35,34,13,0,0,138,3,3,9,12,13,3,4,0,0,49,0,3,20,39,42,32,7,0,0,156,5,18,42,38,43,29,23,0,0,191,4,17,57,126,129,69,24,5,0,428,16,21,86,118,133,70,22,0,0,468,10,6,44,81,98,61,16,0,0,316,29,35,150,318,379,245,45,4,0,1203,27,81,294,452,499,454,92,3,0,1902,17,3,26,33,32,15,4,0,0,133,25,38,75,82,102,62,11,3,0,393
5005,196,234,524,554,623,577,172,30,5,2905,0,0,19,20,24,30,23,3,0,127,0,5,10,6,5,3,0,0,0,27,5,5,4,9,10,11,0,4,0,49,0,0,0,3,4,0,0,0,0,13,0,4,21,10,16,14,0,0,0,66,0,6,13,12,18,4,0,0,0,47,61,39,61,70,65,52,5,0,0,357,41,33,35,44,46,43,8,0,0,246,0,3,23,29,22,17,3,0,0,105,0,4,0,5,0,0,0,0,0,16,0,0,13,15,6,3,0,0,0,47,0,4,11,10,13,6,0,0,0,44,3,7,27,19,12,18,3,0,0,94,0,7,14,20,18,22,6,0,0,90,4,11,21,28,44,23,8,0,0,130,6,12,77,83,108,85,26,0,0,392,9,44,75,93,124,122,24,4,0,491,4,0,6,4,10,0,0,0,0,33,8,13,29,23,29,18,5,0,0,123
5006,627,709,1714,1717,1884,1668,518,75,7,8916,4,3,9,19,26,23,20,6,3,117,0,12,34,37,41,21,5,0,0,157,9,4,26,37,19,23,9,0,0,124,0,0,3,5,3,4,0,0,0,21,7,16,54,62,49,49,16,0,0,249,7,14,16,35,19,16,0,0,0,109,208,147,171,176,223,183,39,3,0,1158,269,97,117,104,102,76,24,0,0,780,7,16,42,43,53,47,17,0,0,227,8,9,12,10,10,4,3,0,0,43,0,11,30,24,37,25,5,0,0,130,6,5,18,19,31,15,6,0,0,97,10,21,75,65,79,43,18,0,0,311,6,18,38,43,77,53,3,0,0,245,9,16,71,103,148,107,22,0,0,485,23,63,242,346,414,312,51,3,0,1443,60,171,477,486,554,408,117,5,0,2272,7,12,11,13,17,18,3,0,0,81,34,42,69,66,81,47,15,5,0,349
5007,451,775,1925,1808,1608,1378,360,28,0,8334,0,0,4,0,6,0,0,0,0,12,33,102,275,221,179,78,11,3,0,901,8,15,59,44,28,18,13,0,0,178,0,3,8,10,6,8,0,0,0,33,4,12,46,51,35,37,10,0,0,192,8,18,39,24,33,20,0,0,0,140,147,82,136,121,134,106,37,0,0,747,106,63,113,100,106,57,15,7,0,566,8,11,31,41,56,59,13,0,0,227,0,9,3,6,0,0,0,0,0,25,0,3,21,19,11,9,4,0,0,67,4,21,29,30,35,27,3,0,0,149,15,28,70,63,48,40,12,0,0,278,6,22,53,48,52,41,6,0,0,237,3,28,103,100,86,61,5,0,0,388,10,72,175,202,214,173,31,6,0,884,24,99,299,248,244,223,43,0,0,1175,8,5,18,24,17,10,3,0,0,95,19,34,78,61,52,29,7,0,0,278
5008,260,343,1223,1416,995,584,108,0,0,4935,0,0,0,0,0,0,0,0,0,4,4,31,136,130,71,14,9,0,0,394,8,3,17,11,15,9,0,0,0,61,0,0,27,27,14,0,0,0,0,68,7,12,61,51,27,8,0,0,0,162,6,6,14,9,10,5,0,0,0,48,69,24,89,85,78,35,8,0,0,388,49,23,71,51,47,29,12,0,0,278,6,16,32,38,37,23,0,0,0,163,3,0,11,5,5,4,0,0,0,23,3,0,10,12,6,0,0,0,0,33,3,15,26,28,24,13,0,0,0,105,4,5,33,36,12,11,3,0,0,99,5,19,52,64,57,24,7,0,0,238,9,10,82,96,72,37,7,0,0,307,0,32,152,201,161,47,12,0,0,605,19,53,162,174,111,66,5,0,0,593,4,6,5,18,13,6,0,0,0,53,3,11,58,42,26,7,0,0,0,157
5009,27399,48754,120543,126875,110065,83011,25257,3298,242,545448,90,168,543,572,629,480,225,49,4,2772,111,1079,4635,4695,3212,1515,204,17,0,15464,817,1044,3009,3569,3533,2412,564,67,3,15036,40,171,824,1083,823,439,82,4,0,3462,206,974,3861,3922,3177,2209,513,40,0,14902,212,608,1734,2026,2005,1378,317,36,4,8322,8715,9330,10368,8428,8594,6998,1677,124,11,54242,11384,7367,7238,4731,3584,2297,556,37,4,37195,196,810,2385,2545,2611,1878,452,37,0,10916,222,391,904,730,600,425,107,13,0,3395,117,721,3402,4131,3346,1919,408,39,9,14091,115,575,1811,1906,1832,1402,508,88,8,8236,305,2801,9699,10026,7021,4021,1249,129,6,35268,373,1548,4268,4130,3618,2620,662,52,0,17281,273,1614,6160,7656,7416,5475,1084,66,0,29742,1462,3986,12416,16027,18265,13201,3123,204,6,68689,1768,9811,28328,27095,25414,20170,4921,269,8,117780,1159,1466,2225,1861,1429,963,330,43,0,9476,1064,2304,5465,4707,3921,2553,695,84,3,20791
