SAL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SAL50011,34,0,0,0,0,36,13,0,0,0,0,13,15,0,0,0,0,15,26,0,0,0,0,26,45,0,0,0,0,48,193,8,0,0,0,205,500,8,0,0,0,509,711,10,0,0,0,724,325,4,0,0,0,327,114,0,0,0,0,119,73,0,0,0,0,73,120,0,0,0,0,124,2170,37,0,0,3,2209
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50013,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,16,24,0,0,0,0,24,19,0,0,0,0,19,8,0,0,0,0,8,8,0,0,0,0,8,6,0,0,0,0,6,9,0,0,0,0,9,102,0,0,0,0,107
SAL50014,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,8,0,0,0,0,8,28,0,0,0,0,28,18,0,0,0,0,18,9,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,5,99,0,0,0,0,99
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,42,0,0,0,0,46
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,47,7,0,0,0,53,4,0,4,0,0,7,8,3,6,0,0,12,6,0,0,0,0,7,13,0,0,0,0,11,25,8,6,0,0,41,14,15,20,0,0,48,43,18,34,0,0,92,38,18,11,0,0,71,68,19,9,0,0,91,201,18,8,0,0,225,42,11,3,0,0,57,503,122,100,0,0,721
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50024,30,3,0,0,0,37,0,3,0,0,0,5,3,3,0,0,0,3,11,0,0,0,0,12,7,0,0,0,0,7,24,8,0,0,0,36,30,7,7,0,0,40,71,16,3,0,0,93,62,6,0,0,0,68,111,9,0,0,0,121,105,14,0,0,0,118,25,9,0,0,0,30,495,78,13,0,0,581
SAL50025,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,12,29,0,0,0,0,35,18,0,0,0,0,18,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,111,0,0,0,0,109
SAL50026,69,8,0,0,0,78,40,14,0,0,0,55,40,13,3,0,0,54,98,33,0,0,0,132,149,42,0,0,0,187,388,77,3,0,0,471,339,47,3,0,0,389,128,15,0,0,0,143,25,7,0,0,0,36,15,3,0,0,0,22,17,4,0,0,0,24,79,12,0,0,0,90,1385,271,15,0,0,1677
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50031,20,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,11,0,0,0,0,12,29,3,9,0,0,41,38,9,11,0,0,51,54,11,3,0,0,70,29,3,4,0,0,37,57,4,4,0,0,64,38,4,0,0,0,46,19,0,0,0,0,21,304,41,35,0,0,377
SAL50032,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,38,6,0,0,0,35,110,4,0,0,0,112,137,0,0,0,0,141,47,0,0,0,0,52,29,0,0,0,0,29,17,0,0,0,0,17,30,3,0,0,0,30,439,10,0,0,0,453
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,15,0,0,0,0,11,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,13,24,0,0,0,0,27,29,4,0,0,0,31,45,0,0,0,0,49,28,0,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,12,0,0,0,0,13,180,8,0,0,0,195
SAL50035,54,4,3,0,0,55,9,3,0,0,0,7,5,6,0,0,0,12,4,0,0,0,0,8,14,4,5,0,0,20,35,10,8,0,0,57,34,25,10,0,0,70,73,30,5,0,0,112,68,16,4,0,0,89,123,13,0,0,0,135,199,15,0,0,0,213,37,8,0,0,0,49,663,136,31,0,0,822
SAL50036,62,0,0,0,0,62,26,0,0,0,0,26,26,0,0,0,0,26,40,0,0,0,0,40,49,0,0,0,0,50,167,3,8,0,0,178,280,0,5,0,0,286,462,0,0,0,0,466,209,0,0,0,0,212,150,0,0,0,0,150,69,0,0,0,0,69,73,0,0,0,0,73,1602,6,15,0,0,1630
SAL50037,31,9,0,0,0,30,7,0,0,0,0,7,9,0,0,0,0,15,17,0,0,0,0,16,10,0,0,0,0,15,107,13,0,0,0,117,206,27,0,0,0,238,379,20,0,0,0,399,196,6,0,0,0,205,120,0,0,0,0,122,59,0,0,0,0,59,40,5,0,0,0,41,1180,87,0,0,0,1263
SAL50038,8,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,15,0,0,0,0,20,15,3,0,0,0,16,25,0,0,0,0,25,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,4,10,0,0,0,0,10,116,7,0,0,0,123
SAL50039,84,0,0,0,0,80,37,0,0,0,0,41,30,0,0,0,0,35,74,0,0,0,0,73,107,0,0,0,0,104,429,3,0,0,0,441,742,3,0,0,0,750,692,0,0,0,0,700,211,0,0,0,0,211,113,0,0,0,0,112,68,0,0,0,0,68,143,3,0,0,0,143,2733,24,0,5,4,2758
SAL50040,66,5,0,0,0,71,20,0,0,0,0,20,10,0,0,0,0,13,30,0,0,0,0,40,55,0,0,0,0,55,285,32,0,0,0,317,677,44,0,0,0,717,1048,72,0,0,0,1125,393,16,0,0,0,405,178,5,0,0,0,190,105,4,0,0,0,105,138,5,0,0,0,143,3010,179,0,0,0,3201
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50048,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50051,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,6,31,0,0,0,0,31,49,0,0,0,0,49,53,0,0,0,0,53,28,0,0,0,0,28,16,0,0,0,0,15,15,0,0,0,0,15,12,0,0,0,0,12,222,0,0,0,0,229
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SAL50053,41,31,0,0,0,66,6,17,0,0,0,19,15,8,0,0,0,23,28,19,0,0,0,46,25,32,0,0,0,61,91,141,0,0,0,230,109,179,3,0,0,290,206,164,3,0,0,368,101,40,0,0,0,145,108,37,0,0,0,142,54,11,0,0,0,62,49,33,0,0,0,75,825,702,12,0,0,1539
SAL50054,126,4,0,0,0,126,51,0,0,0,0,50,41,4,0,0,0,47,101,5,0,0,0,104,140,6,0,0,0,150,816,31,0,3,3,847,1736,23,0,0,0,1751,2430,18,0,0,0,2450,800,4,0,0,0,806,391,0,0,0,0,387,253,0,0,0,0,252,370,4,0,0,0,371,7249,99,4,4,4,7357
SAL50055,65,15,0,0,0,78,25,7,0,0,0,33,16,11,0,0,0,27,36,32,4,0,0,75,71,33,6,0,0,108,284,129,13,0,0,434,336,121,11,0,0,464,212,74,5,0,0,292,57,24,0,0,0,83,29,13,0,0,0,39,25,13,0,0,0,30,75,36,5,0,0,111,1230,498,48,0,0,1776
SAL50056,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,6,0,19,13,0,0,0,0,13,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,71,0,0,6,0,71
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,158,5,0,0,0,160,59,0,0,0,0,63,47,0,0,0,0,51,87,6,0,0,0,92,117,5,0,0,0,121,467,14,0,0,0,477,657,19,0,0,0,675,731,12,0,0,0,741,267,0,0,0,0,271,158,0,0,0,0,155,76,0,0,0,0,76,202,0,0,0,0,207,3015,58,5,0,0,3084
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6
SAL50066,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,52,0,0,0,0,52
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50068,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,26,0,0,0,0,26,40,0,0,0,0,40,12,0,0,0,0,12,29,0,0,0,0,29,37,0,0,0,0,32,15,0,0,0,0,15,195,0,0,0,0,191
SAL50069,47,0,0,0,0,47,9,0,0,0,0,9,8,0,0,0,0,8,44,0,0,0,0,44,66,4,0,0,0,67,319,11,0,0,0,329,637,22,0,0,0,655,828,12,0,0,0,839,256,4,0,0,0,255,87,0,0,0,0,87,52,0,0,0,0,52,133,0,0,0,0,131,2483,49,0,0,0,2534
