SAL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL50001,0,0,0,0,0,0,0,0,0,9,0,4,0,0,10,0,3,0,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,5,4,15,0,3,8,5,48
SAL50002,7,6,6,3,9,17,13,23,0,88,12,20,20,9,18,19,8,12,0,114,13,3,6,6,18,26,13,13,0,98,8,27,19,11,15,15,3,6,0,101,3,14,12,0,9,10,4,0,0,60,0,10,8,9,3,4,8,0,0,43,4,0,4,0,4,7,3,14,0,42,3,16,9,9,10,7,0,7,0,68,0,0,0,0,0,0,0,0,0,10,42,98,79,55,90,111,52,85,3,625
SAL50003,0,0,0,0,0,0,0,3,0,15,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,6,8,4,3,4,11,0,46
SAL50004,5,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,0,28
SAL50005,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,14
SAL50006,4,16,13,4,14,22,12,26,0,114,13,23,28,16,33,38,11,40,0,206,8,6,3,8,10,18,6,17,0,75,5,22,14,19,8,9,0,4,0,84,5,23,10,10,15,9,4,8,0,72,3,7,4,4,0,5,4,3,0,36,4,0,0,4,0,4,0,5,0,27,3,17,8,3,6,10,5,5,0,54,0,0,0,0,0,0,0,0,5,9,37,120,88,63,88,111,42,102,6,665
SAL50007,0,0,3,0,0,5,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,12,0,25
SAL50008,9,13,23,32,69,85,30,85,0,342,21,56,38,37,138,121,35,56,3,501,25,62,47,44,165,197,53,136,12,733,25,127,102,64,109,55,12,38,3,516,22,66,93,60,164,116,14,33,0,562,18,117,56,37,52,37,9,15,18,357,10,39,21,21,81,66,34,83,4,356,14,115,65,51,87,80,22,35,10,481,0,4,0,3,13,15,0,4,20,70,137,588,442,341,871,766,206,489,82,3922
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50010,7,4,15,19,41,61,23,69,0,236,23,52,56,46,81,126,41,82,0,505,3,13,10,9,27,36,26,22,3,155,6,47,24,12,13,21,10,4,0,136,6,27,29,11,42,41,8,14,0,175,0,55,18,11,19,10,3,7,0,124,0,10,7,4,9,4,0,7,0,43,4,35,18,8,4,5,0,8,0,81,0,0,0,0,4,6,0,11,5,28,55,239,177,111,236,307,114,219,9,1471
SAL50011,13,23,26,33,134,152,56,89,4,527,56,74,81,77,239,244,59,95,0,930,52,58,59,60,194,263,78,241,21,1024,31,149,171,93,164,101,41,61,4,825,30,84,94,59,193,134,35,31,10,672,20,134,81,31,72,58,14,19,6,440,29,26,24,7,63,60,17,163,7,405,21,116,67,39,61,73,17,76,6,466,5,9,3,4,11,4,6,11,15,71,255,672,594,413,1133,1095,323,799,73,5356
SAL50012,0,0,0,0,4,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,15
SAL50013,0,0,0,0,4,4,0,0,0,15,0,5,3,3,5,3,5,13,0,32,8,7,8,10,17,22,6,19,4,84,0,8,10,0,6,0,0,3,0,22,4,9,10,6,10,0,0,0,0,30,0,8,4,0,4,0,0,0,0,17,3,4,0,0,4,24,3,17,0,53,0,13,0,4,5,4,0,4,0,35,0,0,0,0,0,3,0,0,0,4,21,45,31,18,47,61,20,49,5,303
SAL50014,0,0,0,6,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,9,3,24,4,54
SAL50015,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SAL50016,0,7,9,0,8,5,6,23,0,58,0,7,4,10,4,5,0,8,0,32,4,10,10,4,11,13,5,17,0,62,0,9,11,9,5,0,0,0,0,33,3,9,0,11,0,7,0,0,0,30,0,6,9,0,0,0,0,4,0,31,0,4,0,6,0,0,0,16,0,33,0,8,3,0,9,0,0,6,0,27,0,0,0,0,0,0,0,0,3,7,15,54,44,33,39,43,14,62,9,315
SAL50017,0,0,0,5,0,4,3,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,6,0,5,9,6,4,14,0,44
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50019,0,0,0,0,3,11,3,10,0,26,0,0,4,3,0,4,0,0,0,14,4,0,5,0,6,13,3,3,0,29,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,5,0,0,0,20,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,3,0,4,0,9,0,6,5,0,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,5,5,17,19,11,13,31,9,23,3,133
SAL50020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,29
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,21,51,58,40,82,183,68,224,14,736,47,159,143,91,201,351,114,234,11,1339,10,24,22,11,45,58,24,46,0,244,5,93,50,29,30,30,3,11,3,251,7,104,82,37,97,75,23,34,0,452,11,120,38,16,29,30,6,25,4,281,0,20,15,7,14,14,7,11,0,92,3,64,24,10,9,7,3,15,0,136,0,14,7,6,6,4,9,5,16,54,102,647,436,242,503,759,248,602,46,3594
SAL50023,0,0,0,0,0,5,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,13,0,31
SAL50024,10,19,24,22,66,99,37,118,0,393,39,117,108,65,170,218,56,112,8,898,9,24,19,11,40,48,6,34,0,195,8,71,34,23,21,11,13,7,5,196,10,57,44,18,63,40,13,23,4,270,9,84,32,17,16,21,6,15,0,194,0,11,10,0,13,6,6,7,0,51,7,40,22,3,8,7,0,7,0,99,0,3,3,6,9,0,0,0,7,27,95,434,290,171,396,459,135,327,24,2325
SAL50025,0,0,9,3,3,11,6,3,0,36,7,0,6,5,6,19,8,9,0,58,5,3,4,0,6,16,3,27,3,72,0,8,7,5,0,8,0,0,0,31,0,5,7,7,3,3,0,3,0,32,0,5,0,0,3,0,0,0,0,13,0,0,4,0,7,5,3,7,0,27,0,9,0,0,6,5,0,0,0,19,0,0,0,0,0,0,0,0,4,11,21,34,36,25,36,61,21,51,6,297
SAL50026,12,10,15,6,62,75,28,47,0,261,15,49,40,42,92,105,25,47,4,422,23,56,66,43,158,216,83,114,15,780,29,126,146,106,147,72,23,48,18,709,26,46,47,54,181,104,32,31,4,522,19,128,81,49,97,32,6,17,5,430,35,48,37,29,167,160,55,175,17,732,30,159,111,74,126,111,28,73,16,723,0,8,8,0,16,11,5,3,57,108,200,643,555,407,1045,873,277,565,130,4686
SAL50027,0,0,0,0,0,0,0,7,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,25
SAL50028,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL50029,0,0,0,0,0,4,0,15,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,5,26,0,36
SAL50030,0,0,6,3,0,0,4,10,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,8,3,3,3,3,15,0,39
SAL50031,8,11,15,12,43,83,29,72,0,275,18,32,48,27,87,90,25,75,4,413,13,7,13,6,37,59,16,72,0,227,13,48,26,6,22,28,11,11,0,167,18,19,42,17,46,44,17,23,0,223,0,35,14,10,25,16,3,11,0,113,5,5,7,10,11,10,11,32,0,90,0,22,22,4,6,5,4,15,3,89,0,0,4,0,8,0,0,4,0,12,85,187,191,96,276,342,111,314,19,1612
SAL50032,0,12,3,10,31,27,25,29,0,137,18,16,34,28,58,51,16,24,0,239,14,17,14,9,54,60,23,48,6,242,5,30,34,24,31,16,5,10,4,163,9,24,32,19,52,34,7,13,5,197,4,28,21,9,16,10,0,3,0,102,3,7,7,3,19,11,7,38,0,107,4,33,17,13,25,18,4,5,0,128,0,3,0,0,0,0,4,0,12,20,54,177,163,120,294,240,94,174,25,1332
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,9,0,3,6,16,15,5,18,0,73,10,17,22,12,44,42,10,21,0,182,4,5,14,10,21,25,8,19,0,105,3,14,14,8,12,10,3,4,0,71,5,9,9,4,18,21,3,3,0,72,0,17,8,0,6,3,0,4,0,48,3,6,0,4,6,5,3,11,0,36,0,30,10,4,8,9,6,3,0,72,5,0,0,0,0,5,0,0,0,4,33,107,80,45,133,132,48,82,5,664
SAL50035,16,31,34,25,68,173,78,217,0,651,36,136,137,89,165,264,86,165,3,1089,6,39,25,17,44,66,17,67,9,287,12,116,56,31,21,27,3,12,3,286,13,115,76,45,92,85,18,31,3,479,0,114,40,21,28,43,4,29,0,287,12,16,9,3,11,6,4,27,0,90,6,68,24,4,10,5,9,15,3,140,0,9,10,10,0,7,0,7,0,44,106,640,407,238,450,668,230,572,26,3343
SAL50036,19,23,28,26,119,176,71,155,0,617,48,117,123,97,253,294,84,133,6,1156,29,49,38,39,148,222,85,190,6,804,23,182,127,65,117,68,17,27,9,631,22,107,111,65,201,168,32,59,4,768,8,185,79,39,42,55,13,23,5,449,17,22,28,19,61,56,33,98,0,325,11,152,70,35,45,57,18,40,7,439,5,5,3,3,13,24,3,14,18,94,189,832,605,383,997,1125,354,741,56,5282
SAL50037,14,18,23,15,83,129,39,123,0,435,44,95,97,88,213,260,66,90,3,957,30,28,41,20,98,141,55,113,3,530,10,89,86,51,48,50,11,26,5,378,15,67,78,51,140,101,20,14,0,488,8,98,43,14,28,23,7,9,0,243,7,10,11,17,34,38,15,54,4,191,9,84,39,14,36,34,16,26,6,260,0,8,3,5,7,10,0,8,9,57,139,498,423,270,690,783,237,467,37,3537
SAL50038,11,17,12,9,7,14,6,23,0,87,5,11,10,9,3,6,0,3,0,44,5,13,15,6,15,14,0,18,0,89,4,10,19,9,3,13,4,0,0,62,5,9,8,10,10,7,0,4,0,54,6,25,15,0,4,0,0,3,0,55,0,5,0,0,3,3,0,13,0,27,6,27,16,11,9,6,3,8,0,78,0,4,0,0,0,3,0,0,3,7,41,119,87,49,52,66,11,67,8,506
SAL50039,21,27,28,32,95,153,78,159,4,602,52,117,133,104,190,248,83,133,8,1066,91,79,65,64,243,376,143,447,19,1517,48,216,211,119,126,89,22,50,9,899,43,144,129,75,205,157,27,67,11,865,38,215,119,77,97,65,21,31,4,668,57,37,46,27,100,176,92,341,19,887,49,239,94,71,131,115,54,149,17,924,3,14,10,3,16,17,7,27,27,122,409,1089,832,570,1207,1390,542,1407,107,7549
SAL50040,30,36,43,26,181,210,101,180,4,801,58,98,119,97,267,306,75,159,4,1179,54,68,59,56,274,289,111,330,17,1244,46,211,175,134,226,158,58,88,22,1115,51,97,141,93,310,241,55,85,12,1087,17,197,129,55,94,96,26,38,8,665,51,38,51,30,112,132,57,226,19,718,35,163,90,44,111,86,30,85,17,662,0,11,4,0,22,19,4,15,34,105,350,908,808,532,1593,1535,520,1202,140,7580
SAL50041,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11
SAL50043,0,0,0,0,0,0,0,8,0,15,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,13,0,25
SAL50044,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13
SAL50045,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,0,25
SAL50046,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,17
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,3,0,7,6,0,20,0,28,0,0,0,0,0,3,0,0,0,8,0,0,5,0,5,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,0,3,0,0,4,3,0,12,7,25,0,0,0,0,0,0,0,0,0,0,3,12,5,4,15,23,3,35,7,102
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50050,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,6,21
SAL50051,0,5,3,6,7,14,3,14,0,54,9,12,14,9,9,16,0,14,0,71,3,8,3,3,26,18,6,33,4,108,5,21,19,12,8,16,4,3,0,83,3,5,10,0,14,12,3,5,0,60,0,15,0,3,7,4,0,0,0,39,0,3,0,0,10,6,5,35,0,64,4,17,0,0,3,6,0,4,0,42,0,0,0,0,3,3,0,0,3,10,31,80,50,37,90,87,28,115,10,539
SAL50052,0,0,3,0,0,0,3,3,0,18,0,0,0,0,6,0,5,0,0,11,0,0,0,0,3,3,6,8,0,23,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,6,0,0,0,0,0,0,0,7,5,0,0,0,5,0,0,3,0,11,0,6,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,15,4,9,16,16,10,20,6,97
SAL50053,16,31,33,31,130,152,62,143,8,602,39,98,114,94,281,337,81,156,3,1206,25,46,55,47,179,237,57,138,14,802,13,140,140,71,97,76,31,34,16,616,27,92,98,82,245,158,38,40,4,790,15,186,89,42,72,71,9,24,6,516,18,34,30,26,65,52,22,90,11,342,17,123,103,41,67,71,18,35,6,483,6,10,3,0,14,20,4,10,24,94,182,753,670,439,1151,1165,336,670,80,5446
SAL50054,57,54,89,83,377,517,228,468,16,1882,141,240,296,219,614,723,187,406,22,2836,167,175,168,141,589,833,318,1005,60,3456,133,544,462,298,454,426,68,212,46,2648,114,231,330,211,606,492,130,187,10,2314,55,578,243,116,246,150,37,67,13,1505,126,85,94,61,251,288,150,686,43,1780,97,407,248,120,235,201,70,326,41,1727,22,25,21,15,44,57,22,55,74,324,915,2326,1952,1268,3418,3682,1203,3404,319,18478
SAL50055,12,12,22,17,107,106,37,48,9,366,31,65,77,55,188,221,40,89,9,781,35,74,87,56,236,221,64,127,27,925,50,224,252,124,192,126,40,106,23,1129,22,64,66,61,190,121,28,45,5,604,16,134,116,37,72,48,14,21,14,469,24,69,75,54,185,143,55,143,23,769,26,205,165,81,211,154,31,90,23,989,5,16,12,7,24,21,4,17,59,171,216,871,868,506,1396,1157,318,681,190,6202
SAL50056,3,5,5,5,9,15,3,8,5,55,3,0,6,7,0,8,3,9,0,41,7,5,0,0,10,7,5,3,0,38,0,12,3,3,3,0,0,0,0,22,4,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,13,6,3,0,0,0,0,0,14,0,20,0,9,4,0,6,0,0,4,0,20,0,0,0,0,0,0,0,0,4,4,19,42,30,16,32,37,16,45,8,230
SAL50057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,6,0,11,0,0,0,6,0,0,0,0,0,9,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,4,6,0,6,0,11,0,42
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,12,41,59,32,166,228,78,187,4,811,62,108,143,107,300,291,84,140,18,1251,51,120,120,107,383,404,126,266,24,1613,60,276,245,143,218,109,29,78,23,1187,35,143,177,119,370,252,44,63,18,1223,26,289,175,79,150,104,20,47,10,892,37,68,67,49,195,183,64,221,21,905,32,304,168,98,193,148,42,96,23,1104,7,21,12,0,26,22,7,14,53,177,322,1377,1164,735,2001,1754,501,1113,192,9154
SAL50062,3,0,4,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,8,0,16
