SAL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SAL50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,8,4,0,0,0,30,3,0,0,0,0,0,0,0,0,9,17,5,6,10,8,3,3,3,0,48,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,5,5,10,4,0,0,0,55
SAL50002,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,3,0,12,7,12,5,17,10,7,3,0,0,59,0,0,0,0,0,0,0,0,3,3,4,5,3,3,9,14,8,5,0,57,122,32,29,63,51,52,40,5,3,393,11,4,3,12,7,8,3,5,0,54,149,47,53,104,93,91,88,29,12,674,0,0,0,0,20,21,45,18,8,116,22,14,8,19,19,13,11,9,0,115,0,0,0,4,4,9,19,8,5,49,0,0,0,0,0,0,0,0,3,8,0,0,6,0,6,8,17,6,0,38,0,0,0,0,3,6,19,12,3,41,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,6,6,0,22,9,14,8,26,24,12,14,0,0,104,0,0,0,0,0,0,3,4,3,11,14,4,10,8,16,22,19,12,9,107,234,85,69,115,105,87,75,16,3,800
SAL50003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,4,0,0,0,0,29,0,0,0,3,0,0,0,0,0,3,7,9,3,11,8,0,3,0,0,47,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,7,8,7,7,4,4,3,0,56
SAL50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,4,3,0,0,23,0,0,0,0,0,0,3,0,0,8,3,0,5,5,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,5,0,0,5,5,0,6,0,0,22
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,6,4,4,4,4,4,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,5,0,0,0,0,31
SAL50006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,5,4,12,0,13,6,11,16,11,12,3,0,73,0,0,0,0,0,0,0,4,0,7,0,0,3,9,7,18,7,11,5,65,57,36,42,25,42,66,69,19,5,362,13,0,4,0,11,12,12,7,0,65,80,55,55,48,93,137,155,58,22,710,0,3,0,5,18,36,65,30,18,169,10,14,12,7,16,17,18,6,0,96,0,0,4,0,8,15,32,10,4,73,0,0,0,0,0,0,0,3,0,7,0,0,0,5,3,9,27,7,0,54,0,0,0,0,5,9,21,21,7,68,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,5,10,3,3,26,6,13,11,17,20,20,24,9,0,116,0,0,0,0,0,0,8,8,3,17,0,0,9,11,17,22,20,14,8,97,107,91,112,60,86,128,125,30,6,754
SAL50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,4,0,0,0,20
SAL50008,0,0,0,3,4,3,8,9,7,34,0,0,0,0,6,19,17,14,6,61,12,54,60,65,52,61,42,13,4,359,0,0,0,0,4,3,9,13,0,33,31,25,41,40,53,83,49,26,9,363,607,373,327,349,340,282,123,27,10,2432,52,21,27,22,21,34,20,17,6,227,725,501,472,510,539,591,355,172,62,3933,0,0,7,30,64,151,165,98,41,560,105,78,69,96,71,80,55,41,11,604,0,9,7,12,20,65,49,25,3,193,0,0,0,0,0,3,4,12,20,34,0,3,14,24,62,117,132,71,14,434,3,0,4,11,22,69,91,58,21,279,0,0,0,7,8,10,20,14,3,61,3,0,0,6,12,42,41,23,8,137,28,85,89,109,83,93,64,21,8,583,0,0,0,0,4,20,27,21,9,76,64,55,57,72,93,155,82,42,20,651,1175,792,695,683,668,592,261,67,19,4941
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50010,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,7,0,10,0,27,21,22,24,20,5,5,0,135,0,0,0,0,0,0,3,3,0,12,11,10,14,18,28,24,23,9,11,141,239,100,89,149,119,93,76,35,6,908,20,14,4,18,19,8,7,8,3,107,277,152,139,228,224,180,155,98,36,1488,0,0,8,7,26,36,54,44,21,190,22,21,20,29,34,22,20,12,9,185,0,0,0,4,10,18,28,21,4,79,0,0,0,0,0,0,4,4,7,11,0,0,6,5,7,18,26,13,7,83,0,0,0,5,5,25,32,33,18,107,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,7,4,13,0,28,10,37,30,40,45,31,10,4,0,213,0,0,0,0,0,0,3,7,0,14,22,23,21,22,42,27,39,9,15,228,465,221,194,277,255,184,126,63,12,1802
SAL50011,0,0,3,0,3,4,0,3,0,26,0,0,0,0,3,14,6,10,0,38,25,108,176,132,72,44,9,8,4,586,0,0,0,0,0,0,5,5,0,18,42,28,78,81,76,39,27,21,14,412,1144,414,735,559,364,173,86,19,0,3507,86,34,51,53,48,33,9,3,0,326,1383,607,1101,862,657,381,225,85,19,5320,4,7,30,50,100,108,101,39,15,443,172,95,178,159,110,56,39,12,0,822,6,0,5,8,32,32,39,16,9,142,0,0,0,0,0,0,4,21,15,46,4,4,11,27,73,63,73,23,5,294,0,0,5,7,20,35,55,36,14,174,5,0,3,5,14,6,8,3,0,50,3,0,4,4,10,24,16,16,0,81,61,157,252,194,118,65,27,16,7,897,0,0,0,0,5,0,12,10,6,34,107,55,105,129,121,70,50,31,24,700,2238,822,1423,1151,692,346,157,39,3,6876
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,8
SAL50013,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,5,0,0,13,0,8,4,11,12,7,5,0,0,48,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,9,0,0,0,31,40,17,8,20,32,26,3,4,0,154,0,0,0,0,0,4,5,0,0,9,50,35,15,41,51,57,34,15,0,291,0,0,0,3,8,18,19,3,0,56,6,8,3,10,8,10,0,0,0,47,0,0,0,3,0,3,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,8,0,25,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,5,3,0,24,7,8,10,16,15,9,8,0,0,62,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,12,8,5,0,48,76,51,21,41,64,57,28,8,3,355
SAL50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,3,5,3,0,3,3,0,21,0,0,0,0,3,0,0,0,0,10,7,0,3,9,11,7,8,10,0,44,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,17,4,0,11,7,0,7,4,0,59
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,11
SAL50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,4,8,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,13,53,23,14,35,26,25,14,0,0,182,7,0,0,0,10,0,4,3,0,23,70,30,16,37,54,41,34,6,3,276,0,0,0,0,10,17,9,5,0,35,7,6,4,4,11,11,4,3,0,44,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,16,0,0,0,0,0,0,10,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,4,5,4,10,10,4,3,0,0,37,0,0,0,0,0,0,0,0,0,3,4,0,0,3,8,7,3,0,0,27,104,45,26,58,43,45,31,3,0,368
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,4,4,3,8,3,5,0,0,29,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,3,0,5,3,0,0,0,31
