SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL51451,4,0,0,0,0,0,0,0,0,4
SAL51452,13,4,0,0,0,0,0,6,0,21
SAL51453,20,0,3,4,0,0,0,0,0,29
SAL51454,0,0,0,0,0,0,0,0,0,0
SAL51455,0,4,0,0,0,0,0,0,0,10
SAL51456,117,172,357,123,141,69,362,110,34,1487
SAL51457,5,0,0,0,0,0,0,0,0,12
SAL51458,61,74,90,63,64,34,52,50,12,498
SAL51459,9,0,0,0,3,0,0,6,0,12
SAL51460,0,0,0,0,0,0,0,0,0,0
SAL51461,7,0,0,3,0,0,0,4,0,13
SAL51462,43,23,32,23,16,10,12,19,3,179
SAL51463,7,3,3,0,8,0,0,3,0,38
SAL51464,0,0,0,0,0,0,0,3,0,6
SAL51465,0,0,0,0,0,0,0,0,0,0
SAL51466,10,0,13,3,3,5,3,5,0,38
SAL51467,250,781,351,288,326,156,128,131,39,2447
SAL51468,31,10,6,8,13,6,4,0,3,76
SAL51469,0,0,0,0,0,0,0,0,0,0
SAL51470,268,520,141,157,158,116,23,69,26,1477
SAL51471,10,3,0,3,0,0,0,7,0,22
SAL51472,432,1244,570,539,562,350,240,437,71,4436
SAL51473,5,0,0,0,0,0,0,0,0,9
SAL51474,11,0,12,3,5,4,5,3,0,46
SAL51475,155,194,354,193,169,128,191,199,21,1596
SAL51476,16,0,0,0,0,0,3,4,0,32
SAL51477,8,0,0,0,0,0,0,0,0,18
SAL51478,47,17,40,18,13,9,18,32,5,210
SAL51479,0,0,4,0,0,0,7,3,0,14
SAL51480,22,13,15,8,4,5,5,10,0,91
SAL51481,0,0,0,0,0,0,0,0,0,0
SAL51482,35,37,59,27,39,15,23,18,0,264
SAL51483,13,5,3,0,0,0,0,4,0,34
SAL51484,3,4,22,5,0,0,17,3,7,73
SAL51485,56,98,173,122,92,83,135,172,20,953
SAL51486,41,40,106,66,52,64,62,100,11,551
SAL51487,0,0,0,0,0,0,0,0,0,0
SAL51488,14,0,0,0,0,0,5,5,0,30
SAL51489,146,190,283,189,147,125,134,170,19,1400
SAL51490,648,1873,637,639,627,376,288,415,95,5591
SAL51491,0,0,0,0,0,0,0,0,0,0
SAL51492,32,35,95,31,45,31,78,56,12,414
SAL51493,0,0,0,0,0,0,0,0,0,0
SAL51494,76,133,85,114,106,48,50,50,16,677
SAL51495,26,6,5,0,4,0,3,7,0,56
SAL51496,10,5,6,5,0,0,0,4,0,18
SAL51497,7,3,0,0,4,0,3,0,0,21
SAL51498,14,7,3,0,3,3,0,0,0,28
SAL51499,10,3,5,0,0,0,6,3,0,24
SAL51500,98,133,219,143,151,112,136,138,22,1150
SAL51501,77,56,95,62,55,44,64,102,14,567
SAL51502,473,767,1127,783,623,470,592,662,97,5598
SAL51503,20,0,0,0,5,0,0,3,0,26
SAL51504,15,4,4,0,3,0,0,0,0,31
SAL51505,28,16,16,8,15,4,13,12,3,118
SAL51506,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0
SAL51508,59,96,100,45,75,31,38,43,10,499
SAL51509,0,3,0,4,0,0,0,3,0,23
SAL51510,35,24,23,17,16,19,11,14,4,162
SAL51511,9,4,3,0,0,6,4,9,4,29
SAL51512,12,0,0,0,3,0,0,5,0,19
SAL51513,0,0,0,0,0,0,0,0,0,0
SAL51514,12,6,0,0,0,0,0,4,0,21
SAL51515,0,0,0,0,4,0,0,0,0,10
SAL51516,0,8,0,4,0,0,0,0,0,12
SAL51517,3,0,0,0,0,0,0,0,0,5
SAL51518,29,7,19,5,10,6,40,24,3,147
SAL51519,290,577,416,273,389,170,146,151,39,2452
SAL51520,13,0,4,0,8,0,0,0,0,32
SAL51521,255,468,312,354,264,185,146,179,26,2192
SAL51522,16,3,5,6,5,3,7,15,0,62
SAL51523,3,0,4,0,4,0,5,8,0,20
SAL51524,42,0,3,4,4,3,7,16,0,78
SAL51525,215,257,344,222,190,164,162,156,35,1745
SAL51526,610,881,1089,701,754,465,457,629,94,5666
SAL51527,26,4,0,3,4,0,0,5,0,44
SAL51528,8,22,0,4,4,0,0,0,0,37
SAL51529,11,11,18,0,11,3,13,8,0,75
SAL51530,20,25,0,12,13,4,0,9,0,82
SAL51531,7,4,0,0,0,0,0,0,0,14
SAL51532,13,4,3,0,0,0,0,5,0,29
SAL51533,8,13,12,34,9,5,5,14,10,104
SAL51534,372,565,966,652,535,410,516,618,87,4720
SAL51535,8,0,5,0,0,0,0,11,4,30
SAL51536,126,90,278,114,109,66,209,152,22,1161
SAL51537,3,0,0,0,0,0,0,0,0,7
SAL51538,17,0,0,0,0,0,0,0,0,28
SAL51539,4,0,0,0,0,0,0,0,0,7
SAL51540,54,67,66,50,52,48,22,46,6,415
SAL51541,227,493,283,221,284,151,88,142,27,1924
SAL51542,11,7,7,4,15,8,3,8,0,58
SAL51543,7,0,0,0,0,0,0,3,0,17
SAL51544,156,453,105,120,140,93,44,85,27,1229
SAL51545,25,6,11,9,3,3,5,10,0,69
SAL51546,122,238,58,48,88,44,16,32,6,660
SAL51547,36,4,7,3,7,0,4,16,0,72
SAL51548,11,8,3,0,0,3,3,4,0,36
SAL51549,351,732,541,374,454,228,301,260,63,3297
SAL51550,23,18,53,24,19,10,30,21,0,205
SAL51551,3,0,0,0,0,0,0,0,0,14
SAL51552,9,6,13,12,7,12,9,4,0,75
SAL51553,0,4,0,0,0,0,0,0,0,11
SAL51554,26,5,4,5,0,0,0,4,0,45
SAL51555,15,0,12,3,9,3,17,13,0,63
SAL51556,19,0,0,0,0,0,0,0,0,18
SAL51557,0,0,17,0,0,0,38,5,0,66
SAL51558,618,1334,1368,1059,908,574,750,743,102,7458
SAL51559,0,0,7,0,0,3,0,6,0,20
SAL51560,3,0,0,0,0,0,0,0,0,5
SAL51561,18,20,16,13,5,3,6,4,0,81
SAL51562,14,4,0,0,0,3,4,9,0,35
SAL51563,0,0,0,3,0,0,4,0,0,10
SAL51564,949,2489,510,729,665,409,229,575,72,6626
SAL51565,659,1334,237,284,363,250,50,129,47,3356
SAL51566,9,0,3,0,0,0,0,4,0,26
SAL51567,107,184,107,71,95,67,60,67,18,769
SAL51568,8,0,0,0,0,0,0,0,0,14
SAL51569,367,622,703,551,377,444,309,518,68,3949
SAL51570,0,0,0,0,0,0,0,0,0,0
SAL51571,9,0,0,0,0,0,0,5,0,18
SAL51572,30,6,16,0,10,3,9,9,0,92
SAL51573,10,32,30,26,15,18,16,22,0,173
SAL51574,4,3,0,0,0,0,0,4,0,13
SAL51575,8,0,0,0,0,0,0,5,0,10
SAL51576,0,0,3,0,6,4,3,0,0,14
SAL51577,74,120,162,62,79,35,115,48,18,709
SAL51578,434,1157,191,204,250,162,38,105,31,2577
SAL51579,0,0,0,0,0,0,0,0,0,0
SAL51580,518,1679,340,370,449,189,105,193,50,3903
SAL51581,29,4,0,4,6,4,3,4,0,57
SAL51582,27,29,51,16,22,19,30,20,3,212
SAL51583,12,0,3,3,0,0,4,0,0,19
SAL51584,32,0,0,0,7,0,3,6,0,51
SAL51585,59,36,45,15,32,27,19,29,7,273
SAL51586,21,35,34,28,35,9,21,15,4,208
SAL51587,23,4,0,5,0,0,0,6,3,42
SAL51588,270,555,562,554,413,289,307,432,71,3454
SAL51589,17,0,8,0,3,0,9,9,0,52
SAL51590,10,0,0,0,0,0,0,0,0,18
SAL51591,0,0,0,0,0,0,0,5,0,5
SAL51592,49,56,117,60,64,31,65,49,10,508
SAL51593,267,657,188,219,164,110,54,91,23,1766
SAL51594,42,44,65,35,35,18,19,19,5,277
SAL51595,0,0,0,0,0,0,0,0,0,3
SAL51596,0,0,0,0,0,0,0,0,0,7
SAL51597,12,3,0,0,4,0,0,0,0,18
SAL51598,0,0,0,0,0,0,0,0,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0
SAL51600,54,11,19,10,15,7,20,23,0,160
SAL51601,69,84,329,76,94,41,174,96,24,984
SAL51602,0,0,3,0,0,0,0,0,0,8
SAL51603,0,0,0,0,0,0,0,0,0,3
SAL51604,12,0,0,0,0,0,0,0,0,16
SAL51605,5,0,0,0,0,0,0,0,0,9
SAL51606,8,0,3,0,0,5,0,5,0,27
SAL51607,3,4,0,0,0,0,0,0,0,5
SAL51608,4,0,4,3,0,0,0,3,0,16
SAL51609,20,0,0,0,0,0,3,0,0,25
SAL51610,311,750,359,282,302,213,153,205,40,2612
SAL51611,6,3,4,10,9,3,0,9,0,43
SAL51612,985,3036,1053,1035,1124,715,414,683,127,9166
SAL51613,12,20,9,10,4,5,0,5,0,63
SAL51614,191,56,49,31,36,23,54,79,8,528
SAL51615,0,0,20,3,4,9,11,9,0,60
SAL51616,55,45,51,35,49,32,32,38,0,343
SAL51617,305,920,432,461,387,231,222,329,46,3330
SAL51618,25,20,40,17,11,3,36,32,8,191
SAL51619,38,26,14,8,10,4,4,8,3,111
SAL51620,10,14,7,7,8,7,8,11,0,65
SAL51621,3,0,0,4,0,0,0,4,0,8
SAL51622,40,15,11,3,4,4,5,8,0,94
SAL51623,461,1066,264,258,397,272,82,151,42,2988
SAL51624,32,43,50,30,19,31,20,26,0,247
SAL51625,57,110,192,154,92,95,110,222,22,1056
SAL51626,0,0,0,0,0,0,0,0,0,0
SAL51627,8,0,0,0,4,0,0,0,0,12
SAL51628,9,0,4,0,0,0,0,0,0,15
SAL51629,35,18,10,11,14,5,10,19,0,129
SAL51630,15,0,4,5,0,0,0,0,0,26
SAL51631,5,0,4,0,0,0,5,0,0,18
SAL51632,61,48,76,39,51,33,51,64,5,426
SAL51633,11,0,0,0,3,0,0,0,0,15
SAL51634,20,10,11,9,5,5,4,14,0,86
SAL51635,43,84,136,121,60,91,76,111,6,737
SAL51636,9,3,14,8,4,7,14,8,0,71
SAL51637,80,168,71,81,74,55,48,48,11,628
SAL51638,370,766,198,196,263,156,59,117,21,2133
SAL51639,0,0,0,0,0,0,0,0,0,0
SAL51640,19,28,55,23,26,19,35,41,0,248
SAL51641,711,1310,722,610,806,454,211,342,43,5224
SAL51642,34,4,8,4,9,6,4,6,0,76
SAL51643,0,0,0,0,0,0,0,0,0,0
SAL51644,10,0,0,3,0,0,0,8,0,21
SAL51645,4,0,0,5,0,0,0,5,0,23
SAL51646,61,60,75,47,46,28,30,28,7,393
SAL51647,79,101,135,71,102,66,75,37,8,673
SAL51648,13,9,7,4,4,0,4,6,5,45
SAL51649,3,3,4,5,3,0,0,0,4,18
SAL51650,21,0,3,0,0,0,5,3,0,34
SAL51651,50,60,103,62,74,47,72,89,9,569
SAL51652,10,25,39,19,16,12,15,9,6,152
SAL51653,0,0,0,0,0,0,0,0,0,0
SAL51654,34,15,18,9,22,5,9,20,0,140
SAL51655,3,0,0,0,0,0,0,0,0,8
SAL51656,38,53,28,66,25,8,25,29,10,281
SAL51657,3,0,0,0,3,0,0,0,4,13
SAL51658,5,0,0,0,0,0,0,0,0,12
SAL51659,7,13,13,8,5,3,12,10,0,76
SAL51660,122,209,182,199,124,134,98,139,17,1240
SAL51661,0,0,0,0,0,0,0,0,0,0
SAL51662,14,4,25,9,8,0,42,14,0,110
SAL51663,25,0,5,0,4,0,6,9,0,42
SAL51664,124,148,80,63,47,49,18,63,10,602
SAL51665,35,47,27,9,19,3,4,17,5,168
SAL51666,142,228,285,196,155,173,131,191,18,1524
SAL51667,444,595,914,683,599,381,504,548,101,4774
SAL51668,11,0,0,0,0,0,0,3,0,20
SAL51669,0,0,0,0,0,0,0,4,0,3
SAL51670,430,696,770,420,538,301,296,445,69,3960
SAL51671,35,7,10,4,11,4,0,12,4,84
SAL51672,3,0,0,0,0,0,0,7,0,11
SAL51673,9,0,0,0,0,0,3,0,0,10
SAL51674,9,5,0,0,0,0,0,5,3,30
SAL51675,32,12,43,26,13,15,34,36,7,218
SAL51676,14,0,0,0,0,0,0,0,0,19
SAL51677,27,6,0,0,3,0,3,7,0,49
SAL51678,18,7,3,6,8,0,4,6,5,53
SAL51679,0,0,0,0,0,0,0,0,0,0
SAL51680,7,0,6,8,0,5,3,7,0,33
SAL51681,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0
SAL51683,12,8,4,0,4,0,0,3,0,42
SAL51684,14,3,0,0,0,0,6,5,0,35
SAL51685,5,3,3,0,3,0,0,0,0,14
SAL51686,7,5,0,3,5,0,0,0,0,28
SAL51687,5,3,0,0,0,0,0,0,0,7
SAL51688,843,2045,887,828,959,500,356,536,106,7060
SAL51689,18,7,12,5,0,4,6,3,0,53
SAL51690,97,115,148,119,95,68,91,123,15,875
SAL51691,6,3,4,0,3,0,0,8,0,25
SAL51692,15,4,0,5,0,3,3,6,6,44
SAL51693,7,6,0,3,3,0,0,0,0,16
SAL51694,7,0,3,4,0,0,0,3,0,12
SAL51695,48,22,13,13,12,5,9,26,4,158
SAL51696,4,0,0,0,0,0,0,0,0,3
SAL51697,4,0,0,0,0,0,4,4,0,13
SAL51698,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0
SAL59494,107,257,272,223,150,77,213,292,33,1614
SAL59797,9,33,83,9,10,0,31,98,6,277
