SA4_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
501,2873,3164,7724,9342,9925,8597,3011,471,53,45161,58,95,256,264,292,329,265,76,3,1644,20,111,230,255,250,144,17,0,0,1023,152,151,415,515,409,262,68,8,0,1979,0,24,54,63,72,49,8,0,0,278,28,62,245,320,306,257,51,4,0,1284,26,23,79,100,131,86,31,7,0,478,821,452,815,1046,1125,957,191,19,0,5416,1169,414,678,741,688,475,133,12,3,4325,18,42,94,135,209,201,67,10,0,770,30,22,44,38,30,23,9,0,0,195,3,29,129,173,164,115,27,0,0,643,22,50,123,142,150,126,53,0,0,673,22,67,252,453,384,245,96,9,0,1535,52,89,277,379,403,287,83,9,0,1574,29,82,323,488,594,389,71,8,0,1982,98,145,726,1406,1792,1313,252,15,0,5753,196,548,1540,2075,2271,2038,444,21,0,9131,76,50,120,123,107,85,20,0,0,582,87,161,381,344,388,247,57,6,0,1686
502,1402,1864,3951,4338,4807,4343,1295,183,9,22193,0,6,21,35,40,41,27,4,0,173,18,96,171,182,194,129,12,0,0,797,59,67,152,166,179,140,30,3,0,807,5,5,21,27,30,21,3,0,0,108,11,24,120,141,148,122,30,3,0,589,11,11,24,39,63,42,13,5,0,198,469,409,492,457,567,459,94,5,0,2957,617,260,270,254,238,175,42,0,0,1850,15,27,41,65,85,124,26,3,0,392,7,14,12,19,11,15,3,0,0,80,4,19,65,81,90,60,15,0,0,332,9,23,73,100,98,93,25,4,0,427,10,71,163,183,181,136,44,5,0,790,15,76,122,176,211,166,37,5,0,800,14,53,148,227,279,227,38,4,0,992,49,138,439,653,863,649,117,4,0,2911,93,358,857,1028,1171,1113,213,3,0,4838,40,47,69,66,60,56,22,3,0,356,62,92,219,182,181,129,37,4,0,900
503,2060,4379,12631,11335,9712,7402,3049,603,59,51236,6,9,47,24,25,35,26,4,6,186,12,121,674,704,453,166,23,0,0,2159,99,80,219,211,177,119,40,10,0,956,3,15,112,128,96,46,5,0,0,396,20,82,297,262,223,148,47,4,0,1078,13,45,129,143,140,83,17,6,0,583,659,810,735,472,479,366,121,21,0,3656,848,1045,1142,440,267,135,58,10,0,3948,12,38,125,128,128,98,19,0,0,549,8,46,149,100,105,64,23,3,0,488,10,84,380,404,347,216,53,10,0,1500,14,52,177,182,199,179,81,22,0,906,33,500,1817,1512,1181,670,247,42,0,6016,24,148,507,335,220,168,46,10,0,1452,21,143,636,662,641,483,106,11,0,2711,217,440,1130,1148,1489,1284,404,43,0,6152,130,903,3244,2321,2243,1739,592,50,0,11223,119,203,314,194,172,104,36,7,0,1142,104,218,372,303,237,193,72,11,0,1524
504,3650,6292,16306,16834,14363,11322,3282,397,27,72472,29,32,80,73,90,91,34,12,0,445,12,143,587,616,444,214,26,4,0,2049,100,154,423,509,546,364,81,9,0,2193,3,25,116,131,96,64,14,0,0,455,31,131,508,550,389,318,67,3,0,2002,33,104,316,356,292,220,53,7,0,1373,1162,1182,1592,1193,1210,984,234,10,4,7564,1473,819,878,635,546,368,69,9,0,4790,37,138,430,430,467,328,76,14,0,1919,18,38,111,109,76,69,17,0,0,440,11,96,474,505,396,208,48,4,0,1730,19,82,245,248,212,167,45,9,0,1028,30,295,1094,1115,784,459,139,15,0,3936,46,192,557,552,510,362,82,5,0,2314,34,197,949,1099,1184,871,172,10,0,4521,161,461,1580,1940,2177,1624,392,28,0,8372,205,1185,3601,3441,3205,2592,609,35,0,14877,127,185,324,245,192,134,40,10,0,1259,128,325,799,690,590,357,90,6,0,2992
505,7898,13222,32130,35360,32036,23490,6856,846,57,151897,24,48,190,175,188,138,44,7,0,821,14,247,1247,1225,773,351,51,3,0,3913,220,219,628,839,921,637,170,15,0,3640,13,55,239,322,248,124,27,0,0,1024,63,313,1223,1301,1099,695,158,11,0,4871,46,149,429,505,547,411,99,6,0,2193,2718,2712,2757,2347,2529,2098,470,31,4,15670,3221,1958,1741,1255,957,643,136,9,0,9925,37,171,518,545,555,389,86,12,0,2319,65,114,280,230,166,126,26,7,0,1025,45,234,1070,1369,1223,657,146,5,0,4750,19,165,533,557,529,413,134,15,0,2360,91,698,2547,2917,2141,1174,340,27,0,9945,106,433,1208,1229,1113,787,219,18,0,5109,58,380,1659,2182,2125,1521,295,10,0,8239,389,1053,3636,4847,5594,3906,832,49,4,20311,508,2752,7944,7710,7561,5961,1465,71,0,33975,352,384,529,506,424,257,73,0,0,2531,310,700,1745,1486,1231,781,203,26,0,6479
506,6481,13416,32372,33673,26600,19625,6003,721,55,138946,19,39,143,169,172,109,72,21,0,759,33,249,1124,1098,747,353,44,6,0,3650,148,277,868,982,908,605,149,10,5,3947,4,32,179,254,166,91,29,0,0,760,59,257,1005,924,660,494,118,18,0,3529,65,189,527,635,563,377,87,8,0,2438,1884,2364,2708,2137,1980,1599,398,22,0,13106,2723,1803,1968,1285,918,605,143,9,3,9450,56,295,789,895,856,575,151,8,0,3628,72,98,195,158,133,91,26,6,0,771,29,172,791,953,703,438,85,14,0,3179,21,149,443,428,408,296,124,14,0,1874,73,725,2316,2349,1398,853,260,19,4,7998,99,431,1171,1043,881,630,146,10,0,4414,75,406,1443,1871,1675,1290,259,18,0,7040,337,1036,2870,3751,3974,2856,708,45,0,15582,434,2525,7112,6899,5727,4354,1084,60,3,28197,272,390,564,497,308,226,89,16,0,2355,219,545,1257,1093,890,601,175,16,0,4807
507,6192,9970,23792,26001,23627,17782,5075,612,45,113099,18,48,87,130,158,102,39,12,0,591,21,237,852,907,650,333,43,4,0,3053,201,254,745,894,844,566,116,13,0,3643,14,38,164,226,193,102,11,0,0,738,33,185,744,774,706,473,108,8,0,3029,49,125,326,382,429,281,51,4,0,1649,1900,1892,2142,1870,1928,1554,373,19,0,11672,2596,1514,1265,882,686,405,115,0,0,7472,45,151,493,513,562,387,99,3,0,2249,55,76,149,123,109,64,16,4,0,604,17,119,647,834,612,353,67,8,0,2652,35,112,358,397,405,270,109,20,0,1713,64,522,1801,2007,1383,757,235,22,0,6804,78,278,718,828,726,536,137,11,0,3308,73,447,1355,1666,1594,1154,208,19,0,6514,320,882,2826,3771,4312,3015,705,38,0,15876,429,2114,5671,5821,5684,4571,991,51,0,25328,254,274,441,373,292,188,71,8,0,1895,265,436,1101,969,838,521,118,13,0,4260
509,1778,2216,5198,5720,6808,7230,3063,662,98,32776,90,133,461,582,700,794,530,146,11,3450,7,39,107,132,119,87,4,0,0,484,68,77,162,165,209,158,35,6,0,871,4,5,19,37,34,38,0,0,0,134,6,32,121,161,171,141,39,3,0,680,29,70,122,95,130,98,27,3,0,572,473,258,391,491,648,586,179,17,0,3055,492,209,338,348,373,369,112,18,0,2256,14,30,74,114,196,209,95,15,0,745,15,11,24,22,18,23,11,0,0,122,8,44,105,111,111,100,9,5,0,491,4,25,51,64,77,64,20,3,0,305,18,67,207,240,209,205,65,8,0,1030,22,34,104,129,193,192,51,4,0,732,28,80,276,413,492,396,97,14,0,1785,56,161,600,958,1142,965,239,18,0,4133,113,333,925,1113,1389,1462,385,22,0,5738,33,24,54,52,73,69,20,0,0,320,54,74,179,212,191,178,47,6,0,951
510,937,1489,5773,6014,4668,3296,792,62,6,23035,27,53,90,47,46,36,15,0,0,312,36,175,715,613,351,134,12,0,0,2039,17,18,68,42,38,28,4,0,0,211,3,7,48,55,35,15,3,0,0,158,12,34,150,136,96,62,17,0,0,512,13,15,57,48,28,21,0,0,0,177,242,105,333,310,275,211,53,14,0,1541,208,127,457,244,197,141,47,0,0,1433,26,51,178,167,157,107,18,0,0,705,7,7,25,15,16,14,3,0,0,90,3,3,52,38,22,14,5,0,0,141,17,36,110,75,68,30,11,0,0,350,7,26,122,139,80,52,7,0,0,430,21,69,220,249,166,126,29,0,0,877,32,62,356,406,291,189,38,3,0,1373,45,185,799,852,674,382,73,0,0,3014,99,245,977,929,649,507,107,6,0,3510,18,21,79,67,52,28,10,0,0,283,31,36,172,177,115,60,13,0,0,604
511,1626,2364,5971,5837,6114,5580,1753,289,30,29577,31,44,138,227,261,260,163,57,6,1185,44,169,449,354,341,168,24,3,0,1550,25,41,116,119,77,60,32,4,0,478,5,6,20,29,18,16,7,0,0,98,19,44,138,157,140,140,32,0,0,663,17,40,94,86,82,50,8,0,0,375,491,305,471,492,567,502,112,9,0,2951,510,300,441,379,369,323,86,14,0,2422,18,49,147,176,187,183,62,9,0,828,7,15,18,19,14,19,3,0,0,92,4,26,82,71,68,41,13,0,0,306,9,40,79,80,98,63,20,5,0,400,30,74,214,187,176,123,52,0,0,858,19,64,167,181,213,154,33,0,0,838,24,99,297,342,426,300,62,5,0,1558,53,197,688,882,1007,788,163,12,0,3784,112,358,1021,1003,1125,984,250,14,0,4867,33,25,58,63,69,57,11,0,0,309,82,102,212,172,193,130,37,5,0,928
