DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2011-Q1,8480,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2011-Q2,8582,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2011-Q3,8615,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2011-Q4,8640,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2012-Q1,8714,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2012-Q2,8778,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2012-Q3,8779,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2012-Q4,8794,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2013-Q1,8797,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2013-Q2,8816,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2013-Q3,8829,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2013-Q4,8787,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2014-Q1,8764,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2014-Q2,8715,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2014-Q3,8698,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2014-Q4,8639,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2015-Q1,8623,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2015-Q2,8582,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2015-Q3,8555,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2015-Q4,8506,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2016-Q1,8465,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2016-Q2,8441,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2016-Q3,8443,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2016-Q4,8392,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2017-Q1,8352,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2017-Q2,8299,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2017-Q3,8333,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2017-Q4,8324,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2018-Q1,8341,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2018-Q2,8335,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2018-Q3,8347,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2018-Q4,8357,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2019-Q1,8369,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2019-Q2,8385,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2019-Q3,8460,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2019-Q4,8478,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2020-Q1,8533,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2020-Q2,8576,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2020-Q3,8625,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2020-Q4,8671,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2021-Q1,8721,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2021-Q2,8740,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2021-Q3,8737,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2021-Q4,8786,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2022-Q1,8883,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2022-Q2,8947,PSNS: Persons,,
