SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
501011001,5,0,8,16,6,11,4,5,0,57,103,40,42,105,184,237,187,100,56,1058,0,0,0,0,0,0,0,0,0,0,8,0,5,10,13,11,7,7,3,52,0,0,0,0,0,0,0,0,0,0,123,51,49,103,117,89,85,30,7,659,0,0,0,0,3,0,0,0,0,9,0,0,0,0,4,3,0,0,0,12,0,0,3,0,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,0,15,0,3,0,3,3,3,4,4,0,23,6,3,0,3,17,17,15,8,10,77,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,3,0,0,7,14,3,12,25,22,53,41,48,8,238,31,14,5,20,19,17,15,5,0,126,0,0,4,0,3,6,0,0,0,10
501011003,11,14,17,25,21,13,3,0,0,100,347,124,127,346,328,359,286,107,27,2064,0,0,0,0,0,0,0,0,0,0,20,8,12,14,13,6,5,0,0,77,0,0,0,0,0,3,0,0,0,9,422,183,183,308,251,179,118,45,6,1695,4,0,3,9,6,14,10,6,0,56,4,0,3,4,7,4,0,5,0,20,12,5,6,5,6,3,0,0,0,42,16,0,0,8,3,0,3,0,0,29,4,7,8,14,8,6,7,0,0,53,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,8,0,0,18,9,5,0,0,3,0,3,0,0,22,19,8,4,20,22,28,27,13,0,136,0,0,0,0,4,8,5,0,0,17,0,0,6,0,0,0,5,0,0,11,33,10,25,47,55,77,54,21,15,325,40,29,24,19,43,18,20,0,0,196,5,0,3,0,3,5,3,0,0,24
501011004,19,15,54,43,27,30,3,4,0,191,172,69,90,197,220,198,106,69,37,1168,0,0,0,0,0,0,0,0,0,0,14,13,9,14,18,20,10,0,4,104,0,0,0,0,0,0,0,0,0,0,309,128,181,243,177,107,54,31,14,1242,0,0,0,0,0,0,0,0,0,3,3,0,7,5,4,4,0,0,0,19,22,10,14,7,3,5,5,4,0,70,0,0,0,3,0,0,0,0,0,4,8,8,6,10,10,5,7,3,0,56,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,5,5,4,0,0,0,0,17,3,7,7,10,18,13,8,6,4,85,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,11,46,16,9,43,37,35,22,18,12,240,42,17,14,23,15,18,5,3,0,137,0,0,4,0,4,0,0,0,0,11
501011293,8,9,10,19,12,11,0,0,0,60,311,167,121,239,338,317,276,197,48,2013,0,0,0,0,0,0,0,0,0,0,27,10,8,22,7,10,19,0,3,112,0,0,0,0,0,0,0,0,0,0,252,145,111,165,162,158,109,56,11,1174,0,4,0,5,0,4,8,0,0,32,0,0,4,4,6,0,0,5,0,15,13,6,5,5,9,12,0,0,0,54,0,0,5,0,0,0,0,0,0,10,7,0,4,0,3,3,7,9,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,5,0,4,8,11,8,9,0,0,53,15,9,8,13,12,37,29,23,4,135,3,8,3,0,6,0,0,0,0,24,0,3,0,3,0,11,0,0,0,25,16,14,17,23,43,63,60,54,18,313,62,26,21,28,26,16,16,9,3,212,8,5,4,0,5,0,0,0,0,20
501011294,25,21,29,25,21,17,0,0,0,139,470,259,210,480,564,566,488,412,160,3611,0,0,0,0,0,0,0,0,0,0,84,26,36,38,29,27,24,13,4,284,0,0,0,0,0,0,0,0,0,4,631,327,269,415,398,306,251,161,47,2805,27,9,11,12,19,15,11,7,0,106,3,3,6,0,8,7,0,0,0,30,31,16,14,24,20,18,11,3,0,131,3,3,6,0,0,0,0,0,0,25,12,6,4,11,7,15,12,8,3,79,0,0,0,0,0,0,0,0,0,0,0,8,7,4,4,5,0,0,0,30,25,4,10,12,13,15,5,5,0,92,31,14,11,41,36,44,43,42,17,275,3,9,6,3,10,5,0,4,4,47,8,10,4,14,13,9,15,16,7,101,61,46,27,55,99,116,112,111,32,669,166,76,69,98,88,65,26,7,7,599,4,0,0,3,0,0,0,0,0,9
501021005,10,8,15,16,18,6,0,0,0,67,589,308,320,523,664,542,317,156,51,3459,0,0,0,0,0,0,0,0,0,0,89,35,35,48,42,37,17,7,4,307,0,0,0,0,0,0,0,0,0,0,834,409,407,477,526,356,169,68,17,3258,9,0,0,12,5,4,3,3,0,40,3,4,5,5,4,6,0,0,0,31,31,16,15,28,22,20,9,5,0,146,26,16,9,10,12,0,4,0,0,78,8,12,3,9,10,14,4,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,13,32,6,11,8,10,18,0,0,0,89,41,22,25,50,58,67,25,14,0,303,6,8,0,5,0,5,0,0,0,30,4,3,3,6,5,0,0,0,0,27,61,50,42,72,90,106,87,25,9,540,149,95,69,82,94,49,23,9,0,573,15,14,5,10,5,3,0,0,0,55
501021007,0,0,3,0,4,8,3,0,0,21,162,87,53,171,214,217,163,55,14,1142,0,0,0,0,0,0,0,0,0,0,8,3,8,4,9,10,3,0,0,51,0,0,0,0,0,0,0,0,0,0,200,100,92,106,138,104,68,30,5,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,0,3,0,3,3,3,0,0,17,4,0,0,0,0,0,0,0,0,10,4,4,0,0,10,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,10,25,3,7,10,23,31,18,4,0,121,0,0,0,0,0,0,0,0,0,4,0,3,12,0,0,3,6,3,0,32,23,12,14,21,50,43,33,17,0,217,25,10,11,13,17,20,10,0,0,105,0,0,0,0,0,0,0,0,0,0
501021008,0,12,8,8,0,10,0,0,0,46,165,137,133,167,238,242,167,133,59,1441,0,0,0,0,0,0,0,0,0,0,38,22,15,19,25,23,7,8,0,153,0,0,0,0,0,0,0,0,0,0,217,189,189,155,213,116,86,68,26,1269,0,0,0,3,5,5,8,5,0,31,0,0,0,0,4,8,0,0,0,17,8,10,12,0,21,3,5,7,5,67,4,8,4,0,8,4,10,3,0,40,3,0,4,4,5,3,6,0,5,32,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,0,0,13,14,0,7,12,3,4,4,0,0,42,3,4,3,5,16,15,11,10,4,74,5,4,0,3,9,10,3,0,0,31,0,4,3,5,0,0,3,0,3,22,20,10,9,19,40,49,28,19,9,214,27,26,23,23,20,14,3,3,0,136,0,0,0,0,0,3,0,0,0,8
501021009,8,0,14,11,7,6,4,0,0,46,266,196,148,290,384,371,236,112,37,2049,0,0,0,0,0,0,0,0,0,0,29,12,23,23,18,26,12,5,0,150,0,0,0,0,0,0,0,0,0,0,369,251,231,280,327,285,130,108,41,2011,0,0,3,4,7,20,13,8,0,54,0,0,3,5,3,3,3,0,0,13,12,6,9,4,10,11,4,3,0,60,7,0,0,0,6,0,0,0,0,22,0,0,5,7,10,6,9,3,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,19,7,0,0,0,6,11,5,3,0,36,4,3,3,9,27,33,17,11,3,117,4,3,4,14,10,10,5,3,5,57,7,0,5,4,5,4,3,0,0,24,38,29,22,41,66,96,71,52,23,428,35,23,17,26,14,21,4,3,0,154,8,0,6,4,0,4,0,0,0,23
501021010,0,4,0,0,6,0,0,0,0,13,118,60,60,112,144,135,73,32,12,737,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,201,95,54,138,109,77,44,24,4,743,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,9,4,0,3,0,3,0,0,0,0,13,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,4,0,0,0,5,5,0,0,0,9,12,3,0,18,10,16,4,6,0,66,0,0,0,0,0,0,4,0,0,9,4,0,0,5,0,0,0,0,0,16,3,8,0,19,27,16,20,0,0,111,40,7,11,16,24,6,7,0,0,109,0,0,0,0,3,0,0,0,0,16
